shipment_id,order_id,carrier,tracking_number,status,shipped_at,delivered_at,shipped_at_int,delivered_at_int
9000000725,1000000725,PICKUP,-1,DELIVERED,2025-05-31 21:15:13,2025-06-01 21:15:13,202505312115,202506012115
9000000726,1000000726,Correo Argentino,TRK-XZ8LC007PU,SHIPPED,2024-07-05 11:31:26,2024-07-08 11:31:26,202407051131,202407081131
9000000727,1000000727,Correo Argentino,TRK-MEQW2N5EOY,DELIVERED,2025-06-19 14:29:01,2025-06-24 14:29:01,202506191429,202506241429
9000000728,1000000728,Correo Argentino,TRK-BQB3SG02I6,DELIVERED,2024-10-27 01:34:26,2024-10-29 01:34:26,202410270134,202410290134
9000000729,1000000729,Correo Argentino,TRK-YV2S59917V,DELIVERED,2024-08-05 17:46:52,2024-08-10 17:46:52,202408051746,202408101746
9000000730,1000000730,PICKUP,-1,DELIVERED,2025-08-26 16:24:10,2025-08-27 16:24:10,202508261624,202508271624
9000000731,1000000731,PICKUP,-1,DELIVERED,2025-02-24 09:19:50,2025-02-25 09:19:50,202502240919,202502250919
9000000732,1000000732,Correo Argentino,TRK-65TYAGI9UO,DELIVERED,2024-01-10 09:59:58,2024-01-12 09:59:58,202401100959,202401120959
9000000733,1000000733,Correo Argentino,TRK-0DXOAHHSZS,DELIVERED,2024-05-29 04:48:07,2024-06-02 04:48:07,202405290448,202406020448
9000000734,1000000734,Correo Argentino,TRK-LMJ4TP1C3H,DELIVERED,2024-02-13 08:02:23,2024-02-17 08:02:23,202402130802,202402170802
9000000735,1000000735,PICKUP,-1,DELIVERED,2025-06-03 08:35:35,2025-06-04 08:35:35,202506030835,202506040835
9000000736,1000000736,PICKUP,-1,DELIVERED,2025-08-07 18:21:04,2025-08-08 18:21:04,202508071821,202508081821
9000000737,1000000737,PICKUP,-1,DELIVERED,2025-03-05 01:39:53,2025-03-06 01:39:53,202503050139,202503060139
9000000738,1000000738,Correo Argentino,TRK-Z9ZW1Z9YUD,DELIVERED,2024-12-16 15:18:41,2024-12-19 15:18:41,202412161518,202412191518
9000000739,1000000739,PICKUP,-1,DELIVERED,2024-03-10 22:47:39,2024-03-11 22:47:39,202403102247,202403112247
9000000740,1000000740,PICKUP,-1,DELIVERED,2024-04-19 21:57:06,2024-04-20 21:57:06,202404192157,202404202157
9000000741,1000000741,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000742,1000000742,Correo Argentino,TRK-G2AZ7GKXQ9,DELIVERED,2024-07-11 15:15:04,2024-07-16 15:15:04,202407111515,202407161515
9000000743,1000000743,Correo Argentino,TRK-GB3MWAZV1H,DELIVERED,2024-08-10 13:36:21,2024-08-15 13:36:21,202408101336,202408151336
9000000744,1000000744,Correo Argentino,TRK-2I4KT4QXAR,DELIVERED,2024-07-21 08:18:29,2024-07-26 08:18:29,202407210818,202407260818
9000000745,1000000745,Correo Argentino,TRK-U7DPNUCO3S,SHIPPED,2025-01-17 03:39:50,2025-01-21 03:39:50,202501170339,202501210339
9000000746,1000000746,Correo Argentino,TRK-2CUP5RB9VD,DELIVERED,2025-01-02 00:25:19,2025-01-06 00:25:19,202501020025,202501060025
9000000747,1000000747,PICKUP,-1,DELIVERED,2024-06-29 08:09:04,2024-06-30 08:09:04,202406290809,202406300809
9000000748,1000000748,PICKUP,-1,SHIPPED,2025-02-24 23:03:37,2025-02-25 23:03:37,202502242303,202502252303
9000000749,1000000749,Correo Argentino,TRK-CSWSXRXLL9,DELIVERED,2024-10-30 21:54:58,2024-11-03 21:54:58,202410302154,202411032154
9000000750,1000000750,Correo Argentino,TRK-G86DQ8G2K1,DELIVERED,2024-09-27 00:31:22,2024-09-30 00:31:22,202409270031,202409300031
9000000751,1000000751,PICKUP,-1,DELIVERED,2025-07-03 14:54:31,2025-07-04 14:54:31,202507031454,202507041454
9000000752,1000000752,Correo Argentino,TRK-9ZYGCQWHR1,DELIVERED,2025-01-23 10:07:08,2025-01-28 10:07:08,202501231007,202501281007
9000000753,1000000753,Correo Argentino,TRK-C572MPORGJ,DELIVERED,2025-07-28 16:10:24,2025-07-30 16:10:24,202507281610,202507301610
9000000754,1000000754,PICKUP,-1,DELIVERED,2025-09-11 09:05:25,2025-09-12 09:05:25,202509110905,202509120905
9000000755,1000000755,Correo Argentino,TRK-PIIB2PS5U9,DELIVERED,2025-08-26 17:23:34,2025-08-31 17:23:34,202508261723,202508311723
9000000756,1000000756,Correo Argentino,TRK-HX4X6BL7IJ,DELIVERED,2025-08-17 10:18:58,2025-08-20 10:18:58,202508171018,202508201018
9000000757,1000000757,PICKUP,-1,CANCELLED,,,-1,-1
9000000758,1000000758,Correo Argentino,TRK-NGWZHED1T2,DELIVERED,2024-08-18 03:32:21,2024-08-20 03:32:21,202408180332,202408200332
9000000759,1000000759,Correo Argentino,TRK-JZMNRPNUZF,DELIVERED,2024-01-04 10:14:14,2024-01-08 10:14:14,202401041014,202401081014
9000000760,1000000760,Correo Argentino,TRK-D9L9XG28MD,SHIPPED,2024-12-17 13:07:06,2024-12-22 13:07:06,202412171307,202412221307
9000000761,1000000761,Correo Argentino,TRK-CCWE81OBLX,DELIVERED,2025-04-27 17:28:35,2025-04-30 17:28:35,202504271728,202504301728
9000000762,1000000762,Correo Argentino,TRK-R9V0PQ2LHM,DELIVERED,2025-03-31 16:40:35,2025-04-02 16:40:35,202503311640,202504021640
9000000763,1000000763,Correo Argentino,TRK-K2YKKMX220,DELIVERED,2024-05-08 12:49:14,2024-05-12 12:49:14,202405081249,202405121249
9000000764,1000000764,Correo Argentino,TRK-J0876024P4,DELIVERED,2024-09-13 04:59:33,2024-09-17 04:59:33,202409130459,202409170459
9000000765,1000000765,Correo Argentino,TRK-SY3SZ50AIS,DELIVERED,2024-11-17 23:40:34,2024-11-20 23:40:34,202411172340,202411202340
9000000766,1000000766,Correo Argentino,TRK-5O3MZ4VQHB,DELIVERED,2024-09-07 23:36:33,2024-09-11 23:36:33,202409072336,202409112336
9000000767,1000000767,Correo Argentino,TRK-XGZF8LCRO2,DELIVERED,2024-10-26 23:33:48,2024-10-29 23:33:48,202410262333,202410292333
9000000768,1000000768,Correo Argentino,TRK-DN6BFHYH0N,SHIPPED,2025-09-29 23:57:46,2025-10-02 23:57:46,202509292357,202510022357
9000000769,1000000769,Correo Argentino,TRK-5MAN7KNMSH,DELIVERED,2024-12-28 04:24:04,2025-01-01 04:24:04,202412280424,202501010424
9000000770,1000000770,Correo Argentino,TRK-80BGH9DJ8D,DELIVERED,2024-12-26 07:09:02,2024-12-30 07:09:02,202412260709,202412300709
9000000771,1000000771,PICKUP,-1,SHIPPED,2025-05-21 21:30:17,2025-05-22 21:30:17,202505212130,202505222130
9000000772,1000000772,Correo Argentino,TRK-4CZOVFV7HW,DELIVERED,2024-07-23 22:57:18,2024-07-27 22:57:18,202407232257,202407272257
9000000773,1000000773,Correo Argentino,TRK-R4KPIQ701P,DELIVERED,2025-05-04 05:04:48,2025-05-09 05:04:48,202505040504,202505090504
9000000774,1000000774,Correo Argentino,TRK-DECF77SY2U,DELIVERED,2024-11-22 13:42:30,2024-11-26 13:42:30,202411221342,202411261342
9000000775,1000000775,PICKUP,-1,DELIVERED,2024-02-29 11:14:30,2024-03-01 11:14:30,202402291114,202403011114
9000000776,1000000776,Correo Argentino,TRK-7A1GQE1IE7,DELIVERED,2024-01-08 19:05:35,2024-01-13 19:05:35,202401081905,202401131905
9000000777,1000000777,PICKUP,-1,DELIVERED,2025-01-30 04:13:20,2025-01-31 04:13:20,202501300413,202501310413
9000000778,1000000778,Correo Argentino,TRK-615ISAYAWV,DELIVERED,2024-08-05 07:39:35,2024-08-09 07:39:35,202408050739,202408090739
9000000779,1000000779,Correo Argentino,TRK-RIJJ654SU7,SHIPPED,2024-11-24 04:34:49,2024-11-27 04:34:49,202411240434,202411270434
9000000780,1000000780,PICKUP,-1,CANCELLED,,,-1,-1
9000000781,1000000781,Correo Argentino,TRK-21FGMYQBRS,DELIVERED,2025-01-26 00:03:05,2025-01-31 00:03:05,202501260003,202501310003
9000000782,1000000782,PICKUP,-1,DELIVERED,2025-02-11 12:20:44,2025-02-12 12:20:44,202502111220,202502121220
9000000783,1000000783,Correo Argentino,TRK-Q0SFYBVOKB,DELIVERED,2025-02-07 23:18:45,2025-02-12 23:18:45,202502072318,202502122318
9000000784,1000000784,Correo Argentino,TRK-BPZ5JVVS92,DELIVERED,2025-04-22 16:12:14,2025-04-24 16:12:14,202504221612,202504241612
9000000785,1000000785,Correo Argentino,TRK-9HWB4S4A1J,SHIPPED,2024-04-07 16:11:46,2024-04-09 16:11:46,202404071611,202404091611
9000000786,1000000786,Correo Argentino,TRK-HUWPB83U66,DELIVERED,2024-07-13 15:03:06,2024-07-18 15:03:06,202407131503,202407181503
9000000787,1000000787,PICKUP,-1,DELIVERED,2024-10-27 23:38:37,2024-10-28 23:38:37,202410272338,202410282338
9000000788,1000000788,Correo Argentino,TRK-N5TPPNUEPD,DELIVERED,2024-09-17 14:40:42,2024-09-22 14:40:42,202409171440,202409221440
9000000789,1000000789,Correo Argentino,TRK-OAI3A7TC2A,DELIVERED,2025-06-29 00:33:57,2025-07-02 00:33:57,202506290033,202507020033
9000000790,1000000790,Correo Argentino,TRK-5JY0KKRFSR,DELIVERED,2025-06-30 23:12:29,2025-07-04 23:12:29,202506302312,202507042312
9000000791,1000000791,Correo Argentino,TRK-6TS1UVG9GC,DELIVERED,2024-05-16 16:32:06,2024-05-19 16:32:06,202405161632,202405191632
9000000792,1000000792,Correo Argentino,TRK-5MZCJGUCF1,DELIVERED,2024-11-12 05:28:44,2024-11-14 05:28:44,202411120528,202411140528
9000000793,1000000793,Correo Argentino,TRK-Z0RW9DKLWA,DELIVERED,2024-08-15 12:22:53,2024-08-19 12:22:53,202408151222,202408191222
9000000794,1000000794,PICKUP,-1,DELIVERED,2025-04-27 18:51:12,2025-04-28 18:51:12,202504271851,202504281851
9000000795,1000000795,PICKUP,-1,DELIVERED,2025-09-02 00:51:11,2025-09-03 00:51:11,202509020051,202509030051
9000000796,1000000796,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000797,1000000797,PICKUP,-1,DELIVERED,2024-01-11 02:46:21,2024-01-12 02:46:21,202401110246,202401120246
9000000798,1000000798,PICKUP,-1,DELIVERED,2025-03-11 06:41:45,2025-03-12 06:41:45,202503110641,202503120641
9000000799,1000000799,Correo Argentino,TRK-DGMSZVMM3H,DELIVERED,2024-02-06 20:59:55,2024-02-11 20:59:55,202402062059,202402112059
9000000800,1000000800,Correo Argentino,TRK-KRYAB120TS,DELIVERED,2025-04-12 20:50:08,2025-04-17 20:50:08,202504122050,202504172050
9000000801,1000000801,Correo Argentino,TRK-AUJIDZ177B,SHIPPED,2025-02-24 15:49:25,2025-02-27 15:49:25,202502241549,202502271549
9000000802,1000000802,PICKUP,-1,DELIVERED,2025-05-07 21:35:10,2025-05-08 21:35:10,202505072135,202505082135
9000000803,1000000803,Correo Argentino,TRK-O98Z2MF017,SHIPPED,2025-09-19 16:15:57,2025-09-21 16:15:57,202509191615,202509211615
9000000804,1000000804,Correo Argentino,TRK-1RYEQ7KOTK,DELIVERED,2024-02-19 11:45:11,2024-02-21 11:45:11,202402191145,202402211145
9000000805,1000000805,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000806,1000000806,PICKUP,-1,DELIVERED,2024-07-30 19:41:20,2024-07-31 19:41:20,202407301941,202407311941
9000000807,1000000807,PICKUP,-1,CANCELLED,,,-1,-1
9000000808,1000000808,PICKUP,-1,SHIPPED,2024-02-22 20:05:11,2024-02-23 20:05:11,202402222005,202402232005
9000000809,1000000809,PICKUP,-1,SHIPPED,2024-07-20 18:50:27,2024-07-21 18:50:27,202407201850,202407211850
9000000810,1000000810,PICKUP,-1,DELIVERED,2025-03-04 03:41:34,2025-03-05 03:41:34,202503040341,202503050341
9000000811,1000000811,PICKUP,-1,SHIPPED,2025-08-08 16:41:26,2025-08-09 16:41:26,202508081641,202508091641
9000000812,1000000812,Correo Argentino,TRK-TQ6YE84C6O,DELIVERED,2025-01-11 06:05:31,2025-01-15 06:05:31,202501110605,202501150605
9000000813,1000000813,Correo Argentino,TRK-3BUOA075OK,DELIVERED,2024-10-10 07:34:29,2024-10-13 07:34:29,202410100734,202410130734
9000000814,1000000814,Correo Argentino,TRK-1GPC8MG29V,DELIVERED,2024-10-18 03:14:43,2024-10-21 03:14:43,202410180314,202410210314
9000000815,1000000815,Correo Argentino,TRK-C18LTSQ29K,DELIVERED,2025-06-20 04:48:39,2025-06-23 04:48:39,202506200448,202506230448
9000000816,1000000816,PICKUP,-1,DELIVERED,2025-04-28 03:18:27,2025-04-29 03:18:27,202504280318,202504290318
9000000817,1000000817,PICKUP,-1,SHIPPED,2025-02-17 07:38:35,2025-02-18 07:38:35,202502170738,202502180738
9000000818,1000000818,Correo Argentino,TRK-PAJMFOTE7C,DELIVERED,2025-04-18 09:11:49,2025-04-23 09:11:49,202504180911,202504230911
9000000819,1000000819,PICKUP,-1,DELIVERED,2025-07-05 17:15:59,2025-07-06 17:15:59,202507051715,202507061715
9000000820,1000000820,PICKUP,-1,DELIVERED,2024-03-04 09:53:13,2024-03-05 09:53:13,202403040953,202403050953
9000000821,1000000821,Correo Argentino,TRK-671KX2323P,DELIVERED,2024-10-06 20:28:14,2024-10-12 20:28:14,202410062028,202410122028
9000000822,1000000822,Correo Argentino,TRK-5E2BPKF0A1,DELIVERED,2024-07-14 08:04:07,2024-07-18 08:04:07,202407140804,202407180804
9000000823,1000000823,Correo Argentino,TRK-F645HA8G7J,DELIVERED,2024-01-13 13:21:19,2024-01-16 13:21:19,202401131321,202401161321
9000000824,1000000824,Correo Argentino,TRK-E7BI3RHK74,DELIVERED,2025-03-26 19:29:19,2025-03-30 19:29:19,202503261929,202503301929
9000000825,1000000825,Correo Argentino,TRK-VRG4U5FHST,DELIVERED,2024-01-27 12:56:39,2024-01-30 12:56:39,202401271256,202401301256
9000000826,1000000826,PICKUP,-1,SHIPPED,2024-11-04 19:04:57,2024-11-05 19:04:57,202411041904,202411051904
9000000827,1000000827,Correo Argentino,TRK-PLMTF8HB3K,DELIVERED,2024-11-29 22:06:59,2024-12-03 22:06:59,202411292206,202412032206
9000000828,1000000828,Correo Argentino,TRK-81XXWSI1CO,DELIVERED,2024-09-23 18:00:16,2024-09-28 18:00:16,202409231800,202409281800
9000000829,1000000829,PICKUP,-1,DELIVERED,2024-12-13 17:24:13,2024-12-14 17:24:13,202412131724,202412141724
9000000830,1000000830,PICKUP,-1,SHIPPED,2024-06-26 07:31:02,2024-06-27 07:31:02,202406260731,202406270731
9000000831,1000000831,Correo Argentino,TRK-68TMYU08QG,SHIPPED,2024-10-05 23:15:45,2024-10-09 23:15:45,202410052315,202410092315
9000000832,1000000832,PICKUP,-1,DELIVERED,2024-03-18 20:09:54,2024-03-19 20:09:54,202403182009,202403192009
9000000833,1000000833,PICKUP,-1,DELIVERED,2025-09-19 20:42:06,2025-09-20 20:42:06,202509192042,202509202042
9000000834,1000000834,Correo Argentino,TRK-E3ST1Q2SL0,DELIVERED,2024-06-25 09:16:27,2024-06-27 09:16:27,202406250916,202406270916
9000000835,1000000835,Correo Argentino,TRK-TQSYQQTL5A,DELIVERED,2024-12-16 22:15:44,2024-12-21 22:15:44,202412162215,202412212215
9000000836,1000000836,Correo Argentino,TRK-6KTUZH06DI,DELIVERED,2024-11-10 05:06:25,2024-11-13 05:06:25,202411100506,202411130506
9000000837,1000000837,Correo Argentino,TRK-ZVC89VTH9U,SHIPPED,2024-12-14 11:20:25,2024-12-19 11:20:25,202412141120,202412191120
9000000838,1000000838,PICKUP,-1,DELIVERED,2025-02-28 02:48:04,2025-03-01 02:48:04,202502280248,202503010248
9000000839,1000000839,Correo Argentino,TRK-XFC29U2Y7R,DELIVERED,2025-04-16 13:27:08,2025-04-19 13:27:08,202504161327,202504191327
9000000840,1000000840,Correo Argentino,TRK-STRRFVSXCV,DELIVERED,2025-07-19 22:21:56,2025-07-24 22:21:56,202507192221,202507242221
9000000841,1000000841,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000842,1000000842,Correo Argentino,TRK-ZUP0AGVNZW,DELIVERED,2025-06-05 00:32:22,2025-06-12 00:32:22,202506050032,202506120032
9000000843,1000000843,Correo Argentino,TRK-73JUNBKX0X,DELIVERED,2024-03-14 14:44:32,2024-03-21 14:44:32,202403141444,202403211444
9000000844,1000000844,Correo Argentino,TRK-H0AF3LFL4A,DELIVERED,2025-08-05 02:28:39,2025-08-07 02:28:39,202508050228,202508070228
9000000845,1000000845,Correo Argentino,TRK-W0HIJA6BX7,SHIPPED,2024-08-29 22:42:49,2024-09-03 22:42:49,202408292242,202409032242
9000000846,1000000846,Correo Argentino,TRK-345ZN4MOT5,SHIPPED,2025-08-27 20:26:41,2025-08-30 20:26:41,202508272026,202508302026
9000000847,1000000847,Correo Argentino,TRK-0VSIAQQCYP,DELIVERED,2024-05-02 10:12:55,2024-05-04 10:12:55,202405021012,202405041012
9000000848,1000000848,Correo Argentino,TRK-DGXJA6YBLH,DELIVERED,2025-07-26 15:48:14,2025-07-31 15:48:14,202507261548,202507311548
9000000849,1000000849,PICKUP,-1,DELIVERED,2025-02-23 04:58:24,2025-02-24 04:58:24,202502230458,202502240458
9000000850,1000000850,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000851,1000000851,Correo Argentino,TRK-WTNU73YSKH,DELIVERED,2024-08-10 17:18:42,2024-08-14 17:18:42,202408101718,202408141718
9000000852,1000000852,PICKUP,-1,DELIVERED,2024-03-27 12:31:50,2024-03-28 12:31:50,202403271231,202403281231
9000000853,1000000853,Correo Argentino,TRK-I3FRLIMFK3,SHIPPED,2025-07-29 08:58:58,2025-08-03 08:58:58,202507290858,202508030858
9000000854,1000000854,PICKUP,-1,DELIVERED,2025-08-14 00:27:47,2025-08-15 00:27:47,202508140027,202508150027
9000000855,1000000855,PICKUP,-1,DELIVERED,2024-04-03 17:45:44,2024-04-04 17:45:44,202404031745,202404041745
9000000856,1000000856,Correo Argentino,TRK-6E5M9X9CQJ,DELIVERED,2025-05-14 03:38:56,2025-05-16 03:38:56,202505140338,202505160338
9000000857,1000000857,Correo Argentino,TRK-APGI32O4H1,DELIVERED,2025-08-07 17:23:05,2025-08-11 17:23:05,202508071723,202508111723
9000000858,1000000858,Correo Argentino,TRK-RLFOSKG3V2,DELIVERED,2024-03-29 04:22:13,2024-04-03 04:22:13,202403290422,202404030422
9000000859,1000000859,PICKUP,-1,DELIVERED,2025-08-16 23:29:52,2025-08-17 23:29:52,202508162329,202508172329
9000000860,1000000860,Correo Argentino,TRK-AKII80N2QD,DELIVERED,2025-02-13 05:35:01,2025-02-16 05:35:01,202502130535,202502160535
9000000861,1000000861,Correo Argentino,TRK-D8T10FX4SP,DELIVERED,2024-12-24 10:36:57,2024-12-26 10:36:57,202412241036,202412261036
9000000862,1000000862,Correo Argentino,TRK-NOF088TU5U,DELIVERED,2025-06-07 02:47:34,2025-06-11 02:47:34,202506070247,202506110247
9000000863,1000000863,Correo Argentino,TRK-NJXJZ8ISBC,READY,2024-10-25 16:53:49,2024-10-29 16:53:49,202410251653,202410291653
9000000864,1000000864,Correo Argentino,TRK-R3UO94MRB6,DELIVERED,2024-04-26 21:09:04,2024-04-28 21:09:04,202404262109,202404282109
9000000865,1000000865,Correo Argentino,TRK-YY5A3LQBWP,DELIVERED,2025-02-16 14:33:32,2025-02-18 14:33:32,202502161433,202502181433
9000000866,1000000866,PICKUP,-1,DELIVERED,2025-06-18 06:24:46,2025-06-19 06:24:46,202506180624,202506190624
9000000867,1000000867,PICKUP,-1,CANCELLED,,,-1,-1
9000000868,1000000868,Correo Argentino,TRK-QOOWHKVL3X,DELIVERED,2024-09-06 05:18:07,2024-09-08 05:18:07,202409060518,202409080518
9000000869,1000000869,Correo Argentino,TRK-TE2RCKCDDX,SHIPPED,2024-04-25 13:53:05,2024-04-29 13:53:05,202404251353,202404291353
9000000870,1000000870,Correo Argentino,TRK-XBU602H7AB,DELIVERED,2025-02-24 18:10:36,2025-03-01 18:10:36,202502241810,202503011810
9000000871,1000000871,PICKUP,-1,DELIVERED,2025-06-02 14:46:54,2025-06-03 14:46:54,202506021446,202506031446
9000000872,1000000872,Correo Argentino,TRK-JRZOEJIWHB,DELIVERED,2025-04-24 01:36:50,2025-04-27 01:36:50,202504240136,202504270136
9000000873,1000000873,PICKUP,-1,DELIVERED,2025-02-08 10:47:06,2025-02-09 10:47:06,202502081047,202502091047
9000000874,1000000874,PICKUP,-1,DELIVERED,2024-04-12 03:12:14,2024-04-13 03:12:14,202404120312,202404130312
9000000875,1000000875,Correo Argentino,TRK-90E497V672,DELIVERED,2025-03-22 10:25:28,2025-03-27 10:25:28,202503221025,202503271025
9000000876,1000000876,Correo Argentino,TRK-QOYM8BSLT5,DELIVERED,2024-04-08 01:36:43,2024-04-12 01:36:43,202404080136,202404120136
9000000877,1000000877,PICKUP,-1,DELIVERED,2024-10-27 13:58:53,2024-10-28 13:58:53,202410271358,202410281358
9000000878,1000000878,PICKUP,-1,DELIVERED,2024-05-25 12:00:35,2024-05-26 12:00:35,202405251200,202405261200
9000000879,1000000879,PICKUP,-1,DELIVERED,2025-04-01 15:58:46,2025-04-02 15:58:46,202504011558,202504021558
9000000880,1000000880,PICKUP,-1,DELIVERED,2024-08-21 20:35:09,2024-08-22 20:35:09,202408212035,202408222035
9000000881,1000000881,PICKUP,-1,DELIVERED,2024-03-15 01:09:44,2024-03-16 01:09:44,202403150109,202403160109
9000000882,1000000882,Correo Argentino,TRK-O4G56XAS83,DELIVERED,2024-08-01 17:45:53,2024-08-03 17:45:53,202408011745,202408031745
9000000883,1000000883,Correo Argentino,TRK-409YYR8IF5,DELIVERED,2024-08-25 08:53:00,2024-08-30 08:53:00,202408250853,202408300853
9000000884,1000000884,Correo Argentino,TRK-650DJI1YC1,DELIVERED,2025-07-10 14:48:58,2025-07-12 14:48:58,202507101448,202507121448
9000000885,1000000885,Correo Argentino,TRK-668A71H4WR,SHIPPED,2024-02-07 12:56:38,2024-02-12 12:56:38,202402071256,202402121256
9000000886,1000000886,Correo Argentino,TRK-QU4X3SUYBZ,SHIPPED,2024-12-26 00:08:20,2024-12-31 00:08:20,202412260008,202412310008
9000000887,1000000887,Correo Argentino,TRK-6CGMD2S0S5,DELIVERED,2024-12-22 19:41:00,2024-12-27 19:41:00,202412221941,202412271941
9000000888,1000000888,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000889,1000000889,PICKUP,-1,DELIVERED,2024-10-15 07:11:59,2024-10-16 07:11:59,202410150711,202410160711
9000000890,1000000890,PICKUP,-1,DELIVERED,2024-08-13 08:14:58,2024-08-14 08:14:58,202408130814,202408140814
9000000891,1000000891,Correo Argentino,TRK-9YTGND2LUI,DELIVERED,2024-10-19 00:03:08,2024-10-23 00:03:08,202410190003,202410230003
9000000892,1000000892,Correo Argentino,TRK-VNYNS4P10C,DELIVERED,2025-08-15 17:39:11,2025-08-17 17:39:11,202508151739,202508171739
9000000893,1000000893,PICKUP,-1,READY,2025-06-09 02:37:37,2025-06-10 02:37:37,202506090237,202506100237
9000000894,1000000894,Correo Argentino,TRK-YAOSDKQU98,DELIVERED,2024-01-24 02:58:57,2024-01-27 02:58:57,202401240258,202401270258
9000000895,1000000895,PICKUP,-1,DELIVERED,2024-06-02 00:26:44,2024-06-03 00:26:44,202406020026,202406030026
9000000896,1000000896,PICKUP,-1,DELIVERED,2025-08-27 18:05:55,2025-08-28 18:05:55,202508271805,202508281805
9000000897,1000000897,PICKUP,-1,DELIVERED,2025-09-29 17:17:46,2025-09-30 17:17:46,202509291717,202509301717
9000000898,1000000898,Correo Argentino,TRK-YK5NNRDBPZ,DELIVERED,2024-06-11 12:56:01,2024-06-15 12:56:01,202406111256,202406151256
9000000899,1000000899,Correo Argentino,TRK-ECS7HKFZ97,DELIVERED,2024-05-09 19:46:36,2024-05-13 19:46:36,202405091946,202405131946
9000000900,1000000900,Correo Argentino,TRK-OOTY3POF1F,DELIVERED,2024-05-15 08:31:08,2024-05-19 08:31:08,202405150831,202405190831
9000000901,1000000901,PICKUP,-1,SHIPPED,2025-02-25 21:28:53,2025-02-26 21:28:53,202502252128,202502262128
9000000902,1000000902,PICKUP,-1,DELIVERED,2024-01-13 00:58:32,2024-01-14 00:58:32,202401130058,202401140058
9000000903,1000000903,PICKUP,-1,DELIVERED,2025-09-15 15:45:21,2025-09-16 15:45:21,202509151545,202509161545
9000000904,1000000904,PICKUP,-1,DELIVERED,2025-04-11 14:39:13,2025-04-12 14:39:13,202504111439,202504121439
9000000905,1000000905,Correo Argentino,TRK-CG7G2MVKGC,DELIVERED,2024-07-12 22:05:02,2024-07-17 22:05:02,202407122205,202407172205
9000000906,1000000906,Correo Argentino,TRK-Q0PUNGRRG5,SHIPPED,2025-01-10 21:10:34,2025-01-14 21:10:34,202501102110,202501142110
9000000907,1000000907,PICKUP,-1,DELIVERED,2025-04-12 02:03:22,2025-04-13 02:03:22,202504120203,202504130203
9000000908,1000000908,PICKUP,-1,DELIVERED,2024-05-05 20:22:02,2024-05-06 20:22:02,202405052022,202405062022
9000000909,1000000909,Correo Argentino,TRK-FQQB5TNN41,SHIPPED,2025-01-10 04:40:47,2025-01-14 04:40:47,202501100440,202501140440
9000000910,1000000910,PICKUP,-1,DELIVERED,2024-05-26 04:46:39,2024-05-27 04:46:39,202405260446,202405270446
9000000911,1000000911,Correo Argentino,TRK-J59L81T02T,DELIVERED,2024-10-09 14:42:11,2024-10-15 14:42:11,202410091442,202410151442
9000000912,1000000912,Correo Argentino,TRK-6MVN35IAZP,DELIVERED,2024-04-11 11:48:26,2024-04-15 11:48:26,202404111148,202404151148
9000000913,1000000913,PICKUP,-1,SHIPPED,2024-03-30 00:16:00,2024-03-31 00:16:00,202403300016,202403310016
9000000914,1000000914,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000915,1000000915,PICKUP,-1,DELIVERED,2024-07-27 11:25:19,2024-07-28 11:25:19,202407271125,202407281125
9000000916,1000000916,PICKUP,-1,DELIVERED,2024-12-27 11:15:36,2024-12-28 11:15:36,202412271115,202412281115
9000000917,1000000917,Correo Argentino,TRK-TYOBTPU5I3,DELIVERED,2024-06-18 08:55:40,2024-06-21 08:55:40,202406180855,202406210855
9000000918,1000000918,PICKUP,-1,DELIVERED,2025-06-10 00:10:05,2025-06-11 00:10:05,202506100010,202506110010
9000000919,1000000919,Correo Argentino,TRK-J9WPBLF9HV,DELIVERED,2025-02-13 20:24:49,2025-02-15 20:24:49,202502132024,202502152024
9000000920,1000000920,Correo Argentino,TRK-3FKXN0396W,DELIVERED,2025-07-30 10:48:54,2025-08-06 10:48:54,202507301048,202508061048
9000000921,1000000921,PICKUP,-1,DELIVERED,2025-04-05 13:50:12,2025-04-06 13:50:12,202504051350,202504061350
9000000922,1000000922,PICKUP,-1,DELIVERED,2025-08-17 13:20:12,2025-08-18 13:20:12,202508171320,202508181320
9000000923,1000000923,PICKUP,-1,SHIPPED,2025-05-17 02:26:47,2025-05-18 02:26:47,202505170226,202505180226
9000000924,1000000924,Correo Argentino,TRK-VIGA7K5DVX,DELIVERED,2024-09-01 19:28:41,2024-09-03 19:28:41,202409011928,202409031928
9000000925,1000000925,Correo Argentino,TRK-LLILWWMLDK,DELIVERED,2025-07-20 00:49:36,2025-07-23 00:49:36,202507200049,202507230049
9000000926,1000000926,Correo Argentino,TRK-TAPUSLMW6X,DELIVERED,2024-02-12 23:20:43,2024-02-14 23:20:43,202402122320,202402142320
9000000927,1000000927,Correo Argentino,TRK-IHUNIB5EJK,DELIVERED,2025-04-14 09:47:51,2025-04-16 09:47:51,202504140947,202504160947
9000000928,1000000928,Correo Argentino,-1,CANCELLED,,,-1,-1
