nps_id,customer_id,channel_id,score,comment,responded_at,responded_at_int
13000000701,614,2,10,Muy conforme con la calidad,2025-08-19 11:18:28,202508191118
13000000702,497,2,8,Volvería a comprar,2025-01-22 23:17:32,202501222317
13000000703,1267,2,8,Volvería a comprar,2024-06-22 01:58:01,202406220158
13000000704,768,1,8,Atención muy buena,2024-04-26 01:59:09,202404260159
13000000705,886,2,3,Muy conforme con la calidad,2024-08-19 19:37:12,202408191937
13000000706,1173,1,1,No Comment,2024-01-28 18:09:35,202401281809
13000000707,561,1,10,Volvería a comprar,2025-07-18 08:32:38,202507180832
13000000708,59,2,10,Todo perfecto,2024-02-12 04:25:43,202402120425
13000000709,951,2,6,Podría mejorar el empaque,2025-05-02 04:41:22,202505020441
13000000710,790,1,9,No Comment,2024-11-28 00:40:32,202411280040
13000000711,412,1,6,Atención muy buena,2025-08-09 04:05:41,202508090405
13000000712,1250,2,3,Tardó un poco más de lo esperado,2024-02-27 23:08:54,202402272308
13000000713,146,1,9,Tardó un poco más de lo esperado,2025-01-13 08:48:13,202501130848
13000000714,670,2,9,Todo perfecto,2024-08-16 19:05:03,202408161905
13000000715,595,1,9,Todo perfecto,2024-03-03 08:17:29,202403030817
13000000716,1027,1,9,Volvería a comprar,2024-11-10 03:32:22,202411100332
13000000717,1183,2,9,Tardó un poco más de lo esperado,2024-08-08 00:55:01,202408080055
13000000718,655,1,9,Todo perfecto,2025-07-29 21:33:37,202507292133
13000000719,287,1,9,Volvería a comprar,2024-04-10 14:16:56,202404101416
13000000720,489,2,10,Todo perfecto,2025-07-26 04:35:01,202507260435
13000000721,897,1,9,Entrega rápida y producto excelente,2025-07-17 07:06:22,202507170706
13000000722,1094,1,7,Podría mejorar el empaque,2024-02-27 05:57:00,202402270557
13000000723,713,2,7,Podría mejorar el empaque,2024-12-20 20:38:12,202412202038
13000000724,1222,2,6,Atención muy buena,2024-10-20 13:19:18,202410201319
13000000725,176,1,7,No Comment,2025-07-24 00:27:55,202507240027
13000000726,1373,2,9,Muy conforme con la calidad,2024-12-17 17:42:55,202412171742
13000000727,613,2,3,Tardó un poco más de lo esperado,2024-08-11 20:26:23,202408112026
13000000728,1082,2,9,Todo perfecto,2024-02-06 06:06:59,202402060606
13000000729,790,1,5,Tardó un poco más de lo esperado,2025-06-11 23:20:49,202506112320
13000000730,173,1,9,Atención muy buena,2024-09-07 20:26:33,202409072026
13000000731,800,1,5,Muy conforme con la calidad,2025-09-03 07:44:37,202509030744
13000000732,1014,2,0,Muy conforme con la calidad,2025-02-24 13:56:02,202502241356
13000000733,719,1,8,Entrega rápida y producto excelente,2024-01-16 19:04:29,202401161904
13000000734,1247,2,7,No Comment,2025-04-03 20:09:32,202504032009
13000000735,882,1,8,No Comment,2024-12-26 23:07:04,202412262307
13000000736,281,1,7,Tardó un poco más de lo esperado,2025-02-13 06:30:51,202502130630
13000000737,1014,2,6,Entrega rápida y producto excelente,2024-10-25 15:20:01,202410251520
13000000738,621,1,4,Tardó un poco más de lo esperado,2024-10-20 13:01:32,202410201301
13000000739,441,1,7,Muy conforme con la calidad,2025-06-08 23:51:23,202506082351
13000000740,1062,2,9,No Comment,2024-05-22 14:01:38,202405221401
13000000741,952,1,10,Tardó un poco más de lo esperado,2025-08-21 05:00:28,202508210500
13000000742,496,1,6,Entrega rápida y producto excelente,2024-07-04 23:14:17,202407042314
13000000743,338,1,5,Muy conforme con la calidad,2024-06-12 12:51:25,202406121251
13000000744,192,1,7,Volvería a comprar,2024-05-22 02:11:12,202405220211
13000000745,292,1,10,No Comment,2024-04-22 17:56:45,202404221756
13000000746,483,2,10,No Comment,2025-05-21 15:29:44,202505211529
13000000747,1356,1,3,Tardó un poco más de lo esperado,2025-05-06 08:42:23,202505060842
13000000748,1234,2,8,No Comment,2025-09-04 18:05:55,202509041805
13000000749,359,1,9,Entrega rápida y producto excelente,2025-09-19 16:18:25,202509191618
13000000750,671,1,8,Volvería a comprar,2024-03-09 08:48:44,202403090848
13000000751,595,2,9,No Comment,2024-05-04 05:15:04,202405040515
13000000752,1405,2,7,Entrega rápida y producto excelente,2025-05-30 11:03:20,202505301103
13000000753,1230,1,5,No Comment,2025-01-18 07:09:15,202501180709
13000000754,173,1,7,Todo perfecto,2025-10-05 08:32:19,202510050832
13000000755,130,2,0,Muy conforme con la calidad,2025-02-21 06:14:46,202502210614
13000000756,1134,1,9,No Comment,2024-09-09 13:44:53,202409091344
13000000757,132,1,8,Muy conforme con la calidad,2025-05-25 01:14:32,202505250114
13000000758,74,2,0,Todo perfecto,2024-06-10 03:00:59,202406100300
13000000759,147,2,5,Todo perfecto,2024-04-17 16:23:53,202404171623
13000000760,791,1,10,No Comment,2025-04-08 08:26:53,202504080826
13000000761,849,1,10,No Comment,2024-07-28 10:51:55,202407281051
13000000762,84,1,8,Tardó un poco más de lo esperado,2024-03-05 13:39:19,202403051339
13000000763,1313,2,7,Entrega rápida y producto excelente,2025-09-17 18:56:28,202509171856
13000000764,930,2,9,Atención muy buena,2025-08-04 20:38:02,202508042038
13000000765,160,2,3,Entrega rápida y producto excelente,2024-07-08 11:02:15,202407081102
13000000766,1128,2,10,No Comment,2025-09-18 01:04:31,202509180104
13000000767,1029,1,8,Todo perfecto,2025-04-13 20:36:31,202504132036
13000000768,185,1,10,Todo perfecto,2024-08-09 13:22:23,202408091322
13000000769,1144,2,8,Podría mejorar el empaque,2024-06-09 23:57:29,202406092357
13000000770,930,1,6,Atención muy buena,2024-08-15 09:43:16,202408150943
13000000771,774,1,10,Tardó un poco más de lo esperado,2025-09-08 09:58:29,202509080958
13000000772,688,2,1,Podría mejorar el empaque,2024-08-22 03:49:31,202408220349
13000000773,433,1,9,Tardó un poco más de lo esperado,2024-04-09 13:43:27,202404091343
13000000774,249,1,9,Entrega rápida y producto excelente,2025-03-21 17:20:28,202503211720
13000000775,279,2,0,Muy conforme con la calidad,2025-03-03 00:13:16,202503030013
13000000776,1452,1,9,No Comment,2024-09-06 08:27:32,202409060827
13000000777,1223,2,8,Todo perfecto,2024-01-17 08:38:27,202401170838
13000000778,1385,1,10,Entrega rápida y producto excelente,2024-10-05 05:23:11,202410050523
13000000779,722,1,9,Atención muy buena,2025-08-08 01:25:38,202508080125
13000000780,1085,2,6,Muy conforme con la calidad,2024-05-30 17:22:24,202405301722
13000000781,378,1,3,Volvería a comprar,2025-08-16 11:27:05,202508161127
13000000782,54,1,3,Podría mejorar el empaque,2024-12-02 20:19:13,202412022019
13000000783,727,2,6,Podría mejorar el empaque,2024-06-21 03:58:20,202406210358
13000000784,1398,1,9,Todo perfecto,2025-05-26 19:42:12,202505261942
13000000785,1406,1,4,Podría mejorar el empaque,2025-09-16 14:57:29,202509161457
13000000786,591,1,10,Todo perfecto,2025-04-26 13:27:08,202504261327
13000000787,10,2,9,Tardó un poco más de lo esperado,2024-04-02 06:22:13,202404020622
13000000788,877,1,2,No Comment,2024-09-08 03:07:05,202409080307
13000000789,522,2,8,Muy conforme con la calidad,2024-11-28 17:14:29,202411281714
13000000790,203,2,7,Entrega rápida y producto excelente,2024-08-26 03:03:20,202408260303
13000000791,1049,2,10,Entrega rápida y producto excelente,2024-10-27 19:23:07,202410271923
13000000792,855,2,8,Volvería a comprar,2025-09-28 11:05:05,202509281105
13000000793,584,1,7,Entrega rápida y producto excelente,2024-01-22 17:16:43,202401221716
13000000794,1387,2,5,No Comment,2024-08-23 10:58:15,202408231058
13000000795,571,1,10,Todo perfecto,2024-12-06 14:14:48,202412061414
13000000796,791,2,6,Muy conforme con la calidad,2025-06-09 14:10:19,202506091410
13000000797,106,2,7,Tardó un poco más de lo esperado,2024-12-22 03:58:20,202412220358
13000000798,1114,2,10,No Comment,2024-04-29 20:53:00,202404292053
13000000799,397,1,5,Volvería a comprar,2024-12-29 11:38:33,202412291138
13000000800,46,2,9,Volvería a comprar,2025-05-19 11:04:53,202505191104
13000000801,1260,2,8,Muy conforme con la calidad,2024-12-28 16:34:00,202412281634
13000000802,1473,2,6,Podría mejorar el empaque,2024-11-07 04:46:54,202411070446
13000000803,582,1,10,No Comment,2025-04-25 21:23:25,202504252123
13000000804,323,1,8,Atención muy buena,2024-03-26 12:52:22,202403261252
13000000805,203,1,7,Tardó un poco más de lo esperado,2024-05-08 16:44:30,202405081644
13000000806,1180,1,8,Tardó un poco más de lo esperado,2025-05-13 12:59:05,202505131259
13000000807,358,2,6,Entrega rápida y producto excelente,2025-01-19 06:02:07,202501190602
13000000808,922,1,8,Volvería a comprar,2025-05-15 07:58:58,202505150758
13000000809,645,2,4,Entrega rápida y producto excelente,2025-02-25 21:56:48,202502252156
13000000810,582,1,7,Atención muy buena,2025-02-12 15:07:57,202502121507
13000000811,783,2,2,Podría mejorar el empaque,2025-09-20 16:36:01,202509201636
13000000812,852,1,0,Atención muy buena,2024-01-23 13:21:19,202401231321
13000000813,513,1,2,Entrega rápida y producto excelente,2025-08-09 02:16:29,202508090216
13000000814,169,1,8,Entrega rápida y producto excelente,2024-03-14 07:04:14,202403140704
13000000815,1209,1,10,No Comment,2024-05-01 07:10:20,202405010710
13000000816,147,1,9,Muy conforme con la calidad,2025-09-30 14:41:02,202509301441
13000000817,185,1,6,Podría mejorar el empaque,2025-02-07 08:21:01,202502070821
13000000818,739,2,10,Volvería a comprar,2024-10-27 16:02:57,202410271602
13000000819,1470,2,7,Atención muy buena,2025-01-22 00:50:11,202501220050
13000000820,198,1,8,Muy conforme con la calidad,2025-02-13 15:17:17,202502131517
13000000821,884,1,8,Todo perfecto,2024-03-12 14:39:22,202403121439
13000000822,457,1,10,Podría mejorar el empaque,2024-11-19 13:47:03,202411191347
13000000823,1184,1,10,Podría mejorar el empaque,2024-12-26 18:51:24,202412261851
13000000824,221,2,7,Entrega rápida y producto excelente,2025-05-27 23:28:08,202505272328
13000000825,117,2,10,Volvería a comprar,2024-08-29 17:19:25,202408291719
13000000826,703,2,6,Todo perfecto,2024-07-17 15:50:20,202407171550
13000000827,58,1,10,Podría mejorar el empaque,2025-10-04 18:11:14,202510041811
13000000828,840,1,8,Volvería a comprar,2025-05-06 16:19:33,202505061619
13000000829,634,2,8,Volvería a comprar,2025-02-05 07:02:06,202502050702
13000000830,914,2,9,Atención muy buena,2024-11-09 19:49:57,202411091949
13000000831,1281,1,8,Atención muy buena,2025-05-05 22:09:50,202505052209
13000000832,852,2,5,Atención muy buena,2024-01-18 19:22:17,202401181922
13000000833,1336,2,7,Tardó un poco más de lo esperado,2024-03-21 02:19:39,202403210219
13000000834,1264,1,1,Volvería a comprar,2025-10-09 01:40:51,202510090140
13000000835,140,1,1,No Comment,2025-02-01 19:30:04,202502011930
13000000836,162,1,9,Podría mejorar el empaque,2024-06-12 14:07:23,202406121407
13000000837,460,1,8,Volvería a comprar,2024-05-02 02:28:49,202405020228
13000000838,1392,1,5,Podría mejorar el empaque,2024-11-08 10:40:15,202411081040
13000000839,4,2,9,Entrega rápida y producto excelente,2024-11-09 12:18:56,202411091218
13000000840,1372,2,8,No Comment,2024-11-30 20:42:39,202411302042
13000000841,921,2,7,Atención muy buena,2025-07-26 06:01:12,202507260601
13000000842,880,1,8,Todo perfecto,2024-10-02 06:31:39,202410020631
13000000843,603,2,10,Todo perfecto,2024-05-31 04:42:33,202405310442
13000000844,389,1,5,Muy conforme con la calidad,2025-02-19 22:24:55,202502192224
13000000845,769,2,8,Podría mejorar el empaque,2024-02-09 07:49:33,202402090749
13000000846,1480,2,9,Podría mejorar el empaque,2024-08-23 16:21:14,202408231621
13000000847,1352,1,1,Todo perfecto,2025-06-20 21:29:16,202506202129
13000000848,1081,1,6,Todo perfecto,2024-05-31 17:22:53,202405311722
13000000849,1318,2,10,Volvería a comprar,2025-08-11 14:09:41,202508111409
13000000850,1129,2,8,Muy conforme con la calidad,2024-01-12 20:20:44,202401122020
13000000851,495,1,7,Muy conforme con la calidad,2025-07-30 07:36:49,202507300736
13000000852,586,1,10,Entrega rápida y producto excelente,2024-03-25 13:58:28,202403251358
13000000853,554,1,7,Entrega rápida y producto excelente,2024-04-25 12:00:49,202404251200
13000000854,440,1,1,Muy conforme con la calidad,2025-09-22 01:57:51,202509220157
13000000855,212,1,8,Entrega rápida y producto excelente,2024-12-31 12:05:42,202412311205
13000000856,538,1,8,Muy conforme con la calidad,2025-05-18 02:41:01,202505180241
13000000857,588,2,0,Atención muy buena,2025-07-30 15:09:05,202507301509
13000000858,1135,1,7,Atención muy buena,2025-08-05 10:06:17,202508051006
13000000859,452,1,7,Podría mejorar el empaque,2024-06-24 02:46:06,202406240246
13000000860,26,1,5,Entrega rápida y producto excelente,2025-02-19 11:55:10,202502191155
13000000861,33,2,10,Muy conforme con la calidad,2024-09-07 08:16:30,202409070816
13000000862,229,1,9,Entrega rápida y producto excelente,2025-05-13 01:39:02,202505130139
13000000863,1155,1,10,Volvería a comprar,2024-03-07 21:50:39,202403072150
13000000864,843,1,6,Muy conforme con la calidad,2025-09-02 21:17:09,202509022117
13000000865,570,2,8,Tardó un poco más de lo esperado,2024-05-13 10:55:18,202405131055
13000000866,1208,1,8,Tardó un poco más de lo esperado,2025-05-28 11:57:53,202505281157
13000000867,275,1,7,Entrega rápida y producto excelente,2025-05-09 23:32:32,202505092332
13000000868,529,1,6,Tardó un poco más de lo esperado,2025-04-13 14:48:05,202504131448
13000000869,599,2,10,Atención muy buena,2025-03-23 10:56:50,202503231056
13000000870,333,1,5,Todo perfecto,2025-01-19 04:49:19,202501190449
13000000871,6,1,9,Muy conforme con la calidad,2024-04-22 21:41:49,202404222141
13000000872,549,1,9,Atención muy buena,2025-05-11 01:15:59,202505110115
13000000873,1427,2,6,Muy conforme con la calidad,2025-03-26 18:32:22,202503261832
13000000874,1237,1,7,Entrega rápida y producto excelente,2024-10-09 10:56:28,202410091056
13000000875,432,2,8,Volvería a comprar,2025-02-26 06:03:30,202502260603
13000000876,657,1,7,Tardó un poco más de lo esperado,2025-05-02 13:18:13,202505021318
13000000877,730,1,9,Todo perfecto,2025-04-22 05:28:12,202504220528
13000000878,824,2,7,Tardó un poco más de lo esperado,2024-10-12 01:50:13,202410120150
13000000879,1001,1,9,No Comment,2025-03-02 03:41:27,202503020341
13000000880,188,1,8,Atención muy buena,2025-05-10 22:45:10,202505102245
13000000881,965,1,6,No Comment,2025-07-11 23:12:29,202507112312
13000000882,717,1,9,Tardó un poco más de lo esperado,2025-09-29 00:40:30,202509290040
13000000883,1085,2,9,Tardó un poco más de lo esperado,2024-03-06 19:23:11,202403061923
13000000884,765,1,9,Tardó un poco más de lo esperado,2024-10-09 14:23:36,202410091423
13000000885,484,2,2,Volvería a comprar,2025-06-28 20:54:10,202506282054
13000000886,931,1,6,Atención muy buena,2025-10-02 17:43:01,202510021743
13000000887,417,1,10,Tardó un poco más de lo esperado,2025-09-05 03:20:15,202509050320
13000000888,801,2,10,Tardó un poco más de lo esperado,2024-10-16 18:15:03,202410161815
13000000889,501,1,4,Atención muy buena,2024-06-21 21:30:37,202406212130
13000000890,1358,2,9,Volvería a comprar,2024-03-31 06:29:00,202403310629
13000000891,1325,2,6,Entrega rápida y producto excelente,2025-08-22 18:02:00,202508221802
13000000892,960,1,10,Muy conforme con la calidad,2024-12-26 10:49:39,202412261049
13000000893,637,1,6,Volvería a comprar,2024-07-21 06:18:39,202407210618
13000000894,956,2,2,Muy conforme con la calidad,2024-03-30 23:40:56,202403302340
13000000895,533,2,7,Podría mejorar el empaque,2025-04-04 06:14:41,202504040614
13000000896,1495,1,6,Volvería a comprar,2025-07-02 23:35:45,202507022335
13000000897,1025,2,8,Podría mejorar el empaque,2025-05-14 05:20:05,202505140520
13000000898,1176,1,10,Podría mejorar el empaque,2024-09-10 06:07:40,202409100607
13000000899,803,2,8,Atención muy buena,2024-03-28 04:53:22,202403280453
13000000900,725,1,6,Entrega rápida y producto excelente,2024-06-08 18:05:00,202406081805
13000000901,938,1,9,Entrega rápida y producto excelente,2025-06-30 05:35:44,202506300535
13000000902,1031,1,8,Podría mejorar el empaque,2024-09-11 19:55:00,202409111955
13000000903,696,1,1,Atención muy buena,2024-11-06 06:56:02,202411060656
13000000904,237,1,3,No Comment,2025-08-05 16:20:05,202508051620
13000000905,1053,1,10,Entrega rápida y producto excelente,2025-02-14 22:48:47,202502142248
13000000906,308,1,6,Volvería a comprar,2025-04-05 03:19:20,202504050319
13000000907,672,1,8,Tardó un poco más de lo esperado,2025-09-18 07:33:40,202509180733
13000000908,1147,2,8,Entrega rápida y producto excelente,2025-07-22 00:13:42,202507220013
13000000909,1238,2,7,Todo perfecto,2025-06-12 20:07:41,202506122007
13000000910,460,2,8,Podría mejorar el empaque,2025-04-11 10:19:27,202504111019
13000000911,906,2,10,Podría mejorar el empaque,2024-02-18 11:47:30,202402181147
13000000912,825,1,8,Tardó un poco más de lo esperado,2024-01-19 06:40:47,202401190640
13000000913,1095,2,8,No Comment,2025-05-09 20:38:12,202505092038
13000000914,435,2,10,Todo perfecto,2025-02-19 12:20:44,202502191220
13000000915,585,2,8,No Comment,2025-02-22 21:16:30,202502222116
13000000916,281,2,9,Tardó un poco más de lo esperado,2024-09-04 19:03:40,202409041903
13000000917,82,2,6,No Comment,2025-08-21 05:23:19,202508210523
13000000918,329,1,10,Muy conforme con la calidad,2024-05-03 03:38:36,202405030338
13000000919,415,1,7,No Comment,2024-12-19 00:09:42,202412190009
13000000920,1135,1,4,No Comment,2024-03-06 00:48:28,202403060048
13000000921,1021,1,4,Volvería a comprar,2024-05-06 23:15:19,202405062315
13000000922,160,1,4,No Comment,2025-10-10 18:52:09,202510101852
13000000923,434,1,7,Tardó un poco más de lo esperado,2025-01-18 14:16:54,202501181416
13000000924,357,2,4,Muy conforme con la calidad,2024-11-22 11:24:04,202411221124
13000000925,1285,1,7,Todo perfecto,2025-04-12 12:50:28,202504121250
13000000926,229,1,7,Muy conforme con la calidad,2025-02-17 04:58:22,202502170458
13000000927,420,1,9,No Comment,2024-06-08 20:57:57,202406082057
13000000928,2,2,8,Tardó un poco más de lo esperado,2024-12-20 12:03:30,202412201203
13000000929,47,1,10,Todo perfecto,2024-08-03 03:11:44,202408030311
13000000930,1163,1,6,Tardó un poco más de lo esperado,2025-05-01 04:57:20,202505010457
13000000931,1423,1,9,Entrega rápida y producto excelente,2025-07-31 07:31:34,202507310731
13000000932,615,1,4,Todo perfecto,2024-08-13 00:19:39,202408130019
13000000933,1149,1,7,Muy conforme con la calidad,2025-10-12 15:12:29,202510121512
13000000934,628,1,8,Muy conforme con la calidad,2024-09-28 15:31:35,202409281531
13000000935,1247,1,5,Volvería a comprar,2025-01-09 17:41:37,202501091741
13000000936,458,1,9,Tardó un poco más de lo esperado,2025-06-20 22:49:48,202506202249
13000000937,95,2,10,Entrega rápida y producto excelente,2025-06-05 10:15:12,202506051015
13000000938,1002,1,7,Atención muy buena,2024-02-27 17:52:26,202402271752
13000000939,488,2,1,Podría mejorar el empaque,2025-02-23 12:29:53,202502231229
13000000940,851,2,4,Volvería a comprar,2025-08-05 16:48:16,202508051648
13000000941,509,2,7,Entrega rápida y producto excelente,2025-03-01 02:36:55,202503010236
13000000942,888,1,10,Muy conforme con la calidad,2025-03-19 01:38:52,202503190138
13000000943,1268,2,9,Atención muy buena,2024-06-19 14:38:35,202406191438
13000000944,507,2,9,Muy conforme con la calidad,2024-08-15 11:11:37,202408151111
13000000945,387,2,10,Tardó un poco más de lo esperado,2025-06-05 02:05:24,202506050205
13000000946,670,1,2,Tardó un poco más de lo esperado,2024-11-14 10:41:57,202411141041
13000000947,186,1,9,No Comment,2025-07-26 21:20:14,202507262120
13000000948,1235,1,9,Podría mejorar el empaque,2024-07-29 22:48:51,202407292248
13000000949,418,1,10,Muy conforme con la calidad,2024-08-08 01:29:20,202408080129
13000000950,196,1,6,Volvería a comprar,2024-07-22 06:40:14,202407220640
13000000951,304,1,10,No Comment,2024-03-22 18:07:59,202403221807
13000000952,1434,2,9,No Comment,2024-12-30 21:07:23,202412302107
13000000953,453,2,10,Volvería a comprar,2025-05-22 15:05:33,202505221505
13000000954,1040,2,4,Tardó un poco más de lo esperado,2024-08-23 02:15:24,202408230215
13000000955,107,1,10,Atención muy buena,2025-05-16 18:46:22,202505161846
13000000956,887,2,8,Muy conforme con la calidad,2025-03-19 02:31:49,202503190231
13000000957,837,1,10,No Comment,2025-04-26 20:37:47,202504262037
13000000958,1327,1,9,Todo perfecto,2025-05-13 15:13:21,202505131513
13000000959,836,1,9,Podría mejorar el empaque,2024-04-17 10:16:03,202404171016
13000000960,1413,1,8,Podría mejorar el empaque,2025-05-25 07:20:42,202505250720
13000000961,621,2,9,Atención muy buena,2024-03-04 22:33:48,202403042233
13000000962,947,1,6,No Comment,2024-08-31 05:27:19,202408310527
13000000963,1015,1,8,Entrega rápida y producto excelente,2024-01-30 06:25:32,202401300625
13000000964,458,2,9,Muy conforme con la calidad,2025-06-25 11:46:08,202506251146
13000000965,1462,1,9,No Comment,2025-08-18 14:40:40,202508181440
13000000966,289,2,3,Todo perfecto,2024-10-09 05:40:46,202410090540
13000000967,1318,2,0,Podría mejorar el empaque,2024-03-04 16:58:23,202403041658
13000000968,720,2,6,Todo perfecto,2024-02-20 01:04:31,202402200104
13000000969,350,2,7,Entrega rápida y producto excelente,2024-10-25 13:22:29,202410251322
13000000970,1276,1,8,Volvería a comprar,2024-02-18 18:23:14,202402181823
13000000971,1141,2,10,No Comment,2025-02-17 05:53:07,202502170553
13000000972,640,2,10,No Comment,2025-04-15 00:56:04,202504150056
13000000973,8,2,8,Todo perfecto,2025-09-07 20:03:39,202509072003
13000000974,666,2,8,No Comment,2025-01-26 05:42:51,202501260542
13000000975,1451,1,10,Podría mejorar el empaque,2024-10-26 20:51:32,202410262051
13000000976,384,1,6,Muy conforme con la calidad,2025-04-17 21:02:03,202504172102
13000000977,1130,1,10,Atención muy buena,2024-10-13 14:53:11,202410131453
13000000978,547,1,8,Entrega rápida y producto excelente,2024-04-13 15:16:18,202404131516
13000000979,1228,1,10,Tardó un poco más de lo esperado,2025-05-26 07:13:26,202505260713
13000000980,1209,1,9,Todo perfecto,2025-09-09 22:52:02,202509092252
13000000981,1489,1,9,Entrega rápida y producto excelente,2025-04-25 13:40:23,202504251340
13000000982,4,1,10,Todo perfecto,2025-03-11 20:50:23,202503112050
13000000983,760,1,9,Atención muy buena,2024-08-13 01:57:11,202408130157
13000000984,286,1,9,Entrega rápida y producto excelente,2024-06-06 02:57:29,202406060257
13000000985,951,1,10,Atención muy buena,2025-02-20 09:49:32,202502200949
13000000986,487,2,10,Atención muy buena,2025-08-07 01:54:14,202508070154
13000000987,1218,2,2,Atención muy buena,2024-02-10 08:28:13,202402100828
13000000988,522,1,5,Entrega rápida y producto excelente,2025-07-14 00:53:54,202507140053
13000000989,468,1,8,Podría mejorar el empaque,2025-03-03 01:54:59,202503030154
13000000990,703,2,10,Entrega rápida y producto excelente,2024-06-01 06:17:42,202406010617
13000000991,1000,1,9,Atención muy buena,2024-12-26 11:52:45,202412261152
13000000992,137,2,10,No Comment,2025-04-18 09:30:57,202504180930
13000000993,168,2,9,No Comment,2024-10-30 04:01:45,202410300401
13000000994,452,2,10,No Comment,2024-11-23 00:42:14,202411230042
13000000995,1210,2,2,Tardó un poco más de lo esperado,2025-01-17 10:00:09,202501171000
13000000996,599,2,10,Podría mejorar el empaque,2025-07-23 13:34:10,202507231334
13000000997,734,1,10,Tardó un poco más de lo esperado,2025-06-16 01:17:36,202506160117
13000000998,27,2,9,Atención muy buena,2025-09-04 01:47:15,202509040147
13000000999,1186,1,10,Tardó un poco más de lo esperado,2024-05-28 22:16:40,202405282216
13000001000,1227,2,5,Entrega rápida y producto excelente,2025-06-21 08:02:35,202506210802
13000001001,1338,2,9,Muy conforme con la calidad,2024-07-22 17:36:40,202407221736
13000001002,1275,2,7,Entrega rápida y producto excelente,2025-06-29 20:10:39,202506292010
13000001003,934,1,6,Todo perfecto,2025-03-19 22:59:08,202503192259
13000001004,883,2,10,Tardó un poco más de lo esperado,2024-07-06 00:00:15,202407060000
13000001005,624,1,8,No Comment,2024-11-15 12:40:21,202411151240
13000001006,1272,1,7,Podría mejorar el empaque,2025-08-10 16:22:33,202508101622
13000001007,746,2,10,No Comment,2025-01-05 05:24:55,202501050524
13000001008,858,1,8,Tardó un poco más de lo esperado,2024-05-11 19:03:47,202405111903
13000001009,393,1,10,Volvería a comprar,2025-06-20 11:16:51,202506201116
13000001010,990,1,10,Entrega rápida y producto excelente,2024-07-07 10:35:26,202407071035
13000001011,769,1,7,Volvería a comprar,2024-11-11 12:39:51,202411111239
13000001012,496,1,2,Muy conforme con la calidad,2024-09-27 16:02:59,202409271602
13000001013,401,1,7,Tardó un poco más de lo esperado,2024-02-23 14:46:37,202402231446
13000001014,1042,1,10,Todo perfecto,2024-05-09 02:34:17,202405090234
13000001015,1101,2,6,No Comment,2024-09-15 14:20:39,202409151420
13000001016,15,1,9,No Comment,2024-10-29 10:30:00,202410291030
13000001017,748,1,7,Podría mejorar el empaque,2024-05-08 03:57:36,202405080357
13000001018,825,1,10,Atención muy buena,2025-10-07 19:08:07,202510071908
13000001019,957,2,7,Entrega rápida y producto excelente,2025-05-31 21:29:44,202505312129
13000001020,528,1,3,Tardó un poco más de lo esperado,2025-01-21 08:31:15,202501210831
13000001021,1422,1,1,Volvería a comprar,2025-01-15 10:21:36,202501151021
13000001022,71,1,5,Entrega rápida y producto excelente,2025-10-10 01:31:39,202510100131
13000001023,1375,2,5,Tardó un poco más de lo esperado,2024-08-08 16:37:43,202408081637
13000001024,504,2,9,Entrega rápida y producto excelente,2024-12-21 13:17:32,202412211317
13000001025,1257,2,8,Podría mejorar el empaque,2024-04-20 03:12:14,202404200312
13000001026,1165,2,2,Muy conforme con la calidad,2024-08-20 00:35:34,202408200035
13000001027,39,1,8,Tardó un poco más de lo esperado,2025-04-10 03:31:10,202504100331
13000001028,102,2,3,Muy conforme con la calidad,2024-12-23 20:56:25,202412232056
13000001029,863,1,7,No Comment,2025-09-17 19:37:22,202509171937
13000001030,494,1,3,Entrega rápida y producto excelente,2024-05-12 16:23:38,202405121623
13000001031,1132,1,5,Muy conforme con la calidad,2025-04-18 05:58:13,202504180558
13000001032,723,1,9,Volvería a comprar,2024-05-13 11:14:58,202405131114
13000001033,280,2,9,Podría mejorar el empaque,2024-02-02 10:59:12,202402021059
13000001034,765,1,8,Todo perfecto,2025-06-17 13:41:36,202506171341
13000001035,778,1,1,Todo perfecto,2024-06-03 19:23:07,202406031923
13000001036,428,1,8,Podría mejorar el empaque,2024-06-26 23:39:23,202406262339
13000001037,559,2,7,Podría mejorar el empaque,2024-02-04 19:27:13,202402041927
13000001038,1318,2,10,Podría mejorar el empaque,2024-03-26 20:00:12,202403262000
13000001039,1451,1,6,Atención muy buena,2025-02-15 19:35:21,202502151935
13000001040,994,1,4,Todo perfecto,2024-02-24 13:38:09,202402241338
13000001041,311,1,5,Atención muy buena,2024-04-26 13:29:47,202404261329
13000001042,282,1,8,Atención muy buena,2025-08-12 08:37:51,202508120837
13000001043,94,2,9,Todo perfecto,2024-10-06 13:37:34,202410061337
13000001044,1359,1,9,Muy conforme con la calidad,2024-03-25 17:08:50,202403251708
13000001045,1400,2,8,No Comment,2024-12-19 01:51:00,202412190151
13000001046,244,2,7,Todo perfecto,2024-02-24 17:09:41,202402241709
13000001047,295,1,8,Muy conforme con la calidad,2025-10-09 10:20:11,202510091020
13000001048,731,1,1,No Comment,2024-11-11 12:19:29,202411111219
13000001049,1191,2,7,Tardó un poco más de lo esperado,2025-04-19 03:37:17,202504190337
13000001050,1104,1,8,Atención muy buena,2025-03-09 12:47:01,202503091247
13000001051,489,2,7,Volvería a comprar,2025-07-11 01:34:33,202507110134
