payment_sk,payment_id,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,paid_at_sk,method,status,currency_code,subtotal,tax_amount,shipping_fee,amount,transaction_ref
6102,7000006101,1000006101,518,1,-1,-1,1260,506320,508420,GATEWAY,PAID,ARS,64680.0,13582.8,1200.0,79462.8,TX-7PKRO4NGKNJ3
6103,7000006102,1000006102,1318,1,-1,-1,1314,488055,488775,GATEWAY,PAID,ARS,42750.0,8977.5,1200.0,52927.5,TX-M0GIXDROE9SS
6104,7000006103,1000006103,721,2,3,3,3,598972,600232,CARD,PAID,ARS,24300.0,5103.0,0.0,29403.0,TX-VU9GBG1QJY3C
6105,7000006104,1000006104,275,1,-1,-1,2796,1250035,1252255,CARD,PAID,ARS,70875.0,14883.75,1200.0,86958.75,TX-SPJKXV00E796
6106,7000006105,1000006105,1310,2,4,4,4,1212298,1215538,TRANSFER,PAID,ARS,11400.0,2394.0,0.0,13794.0,TX-5S9XUIFTH16L
6107,7000006106,1000006106,555,2,1,1,1,1263788,1267628,TRANSFER,PAID,ARS,15750.0,3307.5,0.0,19057.5,TX-VZZIYPKML38K
6108,7000006107,1000006107,1020,1,-1,-1,387,740402,743102,GATEWAY,PAID,ARS,46305.0,9724.05,900.0,56929.05,TX-FF03E1QDF5KN
6109,7000006108,1000006108,1013,1,-1,-1,3137,580629,581829,GATEWAY,PAID,ARS,22800.0,4788.0,1500.0,29088.0,TX-GKAL7YDU4078
6110,7000006109,1000006109,415,2,2,2,2,1082452,1083052,CASH,PAID,ARS,35280.0,7408.8,0.0,42688.8,TX-RJKITBI9GQHQ
6111,7000006110,1000006110,1155,2,4,4,4,869357,-1,CARD,PENDING,ARS,32400.0,6804.0,0.0,39204.0,-1
6112,7000006111,1000006111,1426,1,-1,-1,2318,377378,379658,CARD,PAID,ARS,35280.0,7408.8,900.0,43588.8,TX-TCN0105PK31R
6113,7000006112,1000006112,1269,2,1,1,1,1093757,1097717,CASH,PAID,ARS,34260.0,7194.6,0.0,41454.6,TX-KEDJWKE6Y5O1
6114,7000006113,1000006113,1230,1,-1,-1,3099,707904,707964,CARD,PAID,ARS,27000.0,5670.0,900.0,33570.0,TX-3YK7Y6EBQDGW
6115,7000006114,1000006114,972,2,3,3,3,819063,820083,CARD,PAID,ARS,29400.0,6174.0,0.0,35574.0,TX-5N5R3GHXH229
6116,7000006115,1000006115,1107,1,-1,-1,2762,1252650,1256490,GATEWAY,PAID,ARS,14962.5,3142.12,900.0,19004.62,TX-TWTN5HV4179N
6117,7000006116,1000006116,788,1,-1,-1,1655,706268,708968,GATEWAY,PAID,ARS,13500.0,2835.0,0.0,16335.0,TX-LQOB743T9SAL
6118,7000006117,1000006117,1120,1,-1,-1,1597,618886,623206,CARD,PAID,ARS,41880.0,8794.8,0.0,50674.8,TX-JFI7N3304X4D
6119,7000006118,1000006118,168,1,-1,-1,603,696859,-1,CARD,PENDING,ARS,23520.0,4939.2,1500.0,29959.2,-1
6120,7000006119,1000006119,746,2,2,2,2,702901,-1,CARD,FAILED,ARS,10260.0,2154.6,0.0,12414.6,-1
6121,7000006120,1000006120,127,1,-1,-1,2637,987815,988115,CARD,PAID,ARS,28350.0,5953.5,1200.0,35503.5,TX-GISWGQAQ5UQA
6122,7000006121,1000006121,447,1,-1,-1,680,457853,461693,GATEWAY,PAID,ARS,47250.0,9922.5,900.0,58072.5,TX-MXBD6RGX6HVM
6123,7000006122,1000006122,815,1,-1,-1,2895,649769,652829,GATEWAY,PAID,ARS,24000.0,5040.0,900.0,29940.0,TX-73XFJEUGWSFD
6124,7000006123,1000006123,882,1,-1,-1,461,853868,854588,CARD,PAID,ARS,64800.0,13608.0,1200.0,79608.0,TX-7STKLGXLEIG4
6125,7000006124,1000006124,1213,1,-1,-1,2662,933548,935468,CARD,PAID,ARS,15000.0,3150.0,1200.0,19350.0,TX-5C22FSX3NJZH
6126,7000006125,1000006125,1266,1,-1,-1,1280,832682,834182,CARD,PAID,ARS,31185.0,6548.85,1500.0,39233.85,TX-9GOHM9CZXBX5
6127,7000006126,1000006126,195,1,-1,-1,2595,817488,818748,CARD,PAID,ARS,14700.0,3087.0,1200.0,18987.0,TX-VPIUDDXMOK7Y
6128,7000006127,1000006127,1128,2,3,3,3,780737,784877,CASH,PAID,ARS,40500.0,8505.0,0.0,49005.0,TX-QGZO03IT2EN9
6129,7000006128,1000006128,661,1,-1,-1,284,518617,-1,GATEWAY,FAILED,ARS,58200.0,12222.0,1200.0,71622.0,-1
6130,7000006129,1000006129,1054,1,-1,-1,2520,778764,782724,GATEWAY,PAID,ARS,55800.0,11718.0,1200.0,68718.0,TX-3U3NEIJYAZWC
6131,7000006130,1000006130,887,1,-1,-1,2387,737769,739869,GATEWAY,PAID,ARS,12600.0,2646.0,1200.0,16446.0,TX-FPEJ10ZJ2CA1
6132,7000006131,1000006131,71,1,-1,-1,1168,415966,-1,CARD,FAILED,ARS,25650.0,5386.5,1200.0,32236.5,-1
6133,7000006132,1000006132,1303,1,-1,-1,977,997863,1001763,CARD,PAID,ARS,29700.0,6237.0,1200.0,37137.0,TX-KP407ZN58KHP
6134,7000006133,1000006133,545,1,-1,-1,2602,553557,557637,CARD,PAID,ARS,24000.0,5040.0,1200.0,30240.0,TX-0A0HLDW9POCF
6135,7000006134,1000006134,613,2,2,2,2,1100421,1102521,CASH,REFUNDED,ARS,29160.0,6123.6,0.0,35283.6,TX-0C05ZN26948P
6136,7000006135,1000006135,616,1,-1,-1,545,481108,-1,CARD,FAILED,ARS,28500.0,5985.0,900.0,35385.0,-1
6137,7000006136,1000006136,309,1,-1,-1,482,756834,-1,CARD,PENDING,ARS,20520.0,4309.2,900.0,25729.2,-1
6138,7000006137,1000006137,740,1,-1,-1,2541,665665,668245,GATEWAY,PAID,ARS,28500.0,5985.0,1200.0,35685.0,TX-8QFO5L8RSBCS
6139,7000006138,1000006138,1281,2,1,1,1,1034455,1037035,CASH,PAID,ARS,11760.0,2469.6,0.0,14229.6,TX-EXVNAE5M5PX2
6140,7000006139,1000006139,347,2,3,3,3,610592,612392,CASH,PAID,ARS,43950.0,9229.5,0.0,53179.5,TX-OAEUUCSONGH3
6141,7000006140,1000006140,1385,1,-1,-1,1768,445176,447456,CARD,PAID,ARS,47400.0,9954.0,1200.0,58554.0,TX-FH4N26VHULME
6142,7000006141,1000006141,547,2,4,4,4,1033393,1034413,TRANSFER,PAID,ARS,23520.0,4939.2,0.0,28459.2,TX-BIZ7Z5Q9T63B
6143,7000006142,1000006142,726,1,-1,-1,2699,618279,621039,CARD,PAID,ARS,44100.0,9261.0,900.0,54261.0,TX-I6VXX574DCTE
6144,7000006143,1000006143,315,2,3,3,3,531842,534722,CARD,REFUNDED,ARS,59400.0,12474.0,0.0,71874.0,TX-UL487BARDUWP
6145,7000006144,1000006144,914,1,-1,-1,680,931967,933467,CARD,PAID,ARS,34200.0,7182.0,900.0,42282.0,TX-RWLM6FIPRIYY
6146,7000006145,1000006145,896,1,-1,-1,2464,1190041,1192981,CARD,PAID,ARS,90450.0,18994.5,900.0,110344.5,TX-CHI8IBVG5SOS
6147,7000006146,1000006146,289,2,3,3,3,1001037,-1,CASH,FAILED,ARS,15000.0,3150.0,0.0,18150.0,-1
6148,7000006147,1000006147,597,2,4,4,4,539225,542345,CASH,PAID,ARS,54900.0,11529.0,0.0,66429.0,TX-OURYZ1EYMX6X
6149,7000006148,1000006148,195,1,-1,-1,1874,1024495,1025335,CARD,PAID,ARS,64200.0,13482.0,1500.0,79182.0,TX-646SXJRLCMNI
6150,7000006149,1000006149,1129,2,4,4,4,1218239,1221599,CASH,PAID,ARS,34200.0,7182.0,0.0,41382.0,TX-WZ7O9HVNA86R
6151,7000006150,1000006150,713,1,-1,-1,1395,372422,376562,CARD,PAID,ARS,42750.0,8977.5,900.0,52627.5,TX-87E1G5JSKM7F
6152,7000006151,1000006151,1158,1,-1,-1,2427,892752,-1,GATEWAY,FAILED,ARS,72900.0,15309.0,1500.0,89709.0,-1
6153,7000006152,1000006152,820,2,4,4,4,607725,-1,CARD,FAILED,ARS,64152.0,13471.92,0.0,77623.92,-1
6154,7000006153,1000006153,425,1,-1,-1,774,678581,679541,CARD,PAID,ARS,40500.0,8505.0,900.0,49905.0,TX-9WCOTXM0ENI6
6155,7000006154,1000006154,461,1,-1,-1,2650,432088,435088,CARD,PAID,ARS,12000.0,2520.0,0.0,14520.0,TX-5TUJUN9IWFYE
6156,7000006155,1000006155,804,2,1,1,1,742147,745567,CASH,PAID,ARS,39084.0,8207.64,0.0,47291.64,TX-OTWFOX97DWU1
6157,7000006156,1000006156,83,1,-1,-1,704,1018298,1022378,CARD,PAID,ARS,79200.0,16632.0,1200.0,97032.0,TX-S27IZNNDK5VX
6158,7000006157,1000006157,376,2,3,3,3,494431,496231,CARD,PAID,ARS,44400.0,9324.0,0.0,53724.0,TX-7MMMSCO53CZ3
6159,7000006158,1000006158,1429,1,-1,-1,896,531981,532821,CARD,PAID,ARS,24348.0,5113.08,0.0,29461.08,TX-3WDM3BLM5KLE
6160,7000006159,1000006159,1360,1,-1,-1,1553,684655,685795,GATEWAY,PAID,ARS,63000.0,13230.0,1200.0,77430.0,TX-0Y7HPHAWXIG6
6161,7000006160,1000006160,900,1,-1,-1,545,1095749,1096829,CARD,PAID,ARS,26400.0,5544.0,1500.0,33444.0,TX-KZGV4YXBKKKM
6162,7000006161,1000006161,1039,1,-1,-1,58,408273,411993,CARD,PAID,ARS,22800.0,4788.0,1500.0,29088.0,TX-T97M612ZQOJW
6163,7000006162,1000006162,1066,1,-1,-1,2864,735526,736486,GATEWAY,PAID,ARS,32400.0,6804.0,0.0,39204.0,TX-GBEJIPOE5V06
6164,7000006163,1000006163,165,2,4,4,4,1119116,1121336,CASH,PAID,ARS,35280.0,7408.8,0.0,42688.8,TX-G5GXPUI4E3J7
6165,7000006164,1000006164,957,1,-1,-1,881,1023739,1025959,GATEWAY,PAID,ARS,11970.0,2513.7,900.0,15383.7,TX-LB39MEWMPU7G
6166,7000006165,1000006165,1335,1,-1,-1,2897,1272189,1273389,GATEWAY,PAID,ARS,101310.0,21275.1,1200.0,123785.1,TX-V510DT2FGJJ1
6167,7000006166,1000006166,442,2,1,1,1,684210,685050,CASH,PAID,ARS,47250.0,9922.5,0.0,57172.5,TX-8UML3JGFGJ14
6168,7000006167,1000006167,1443,2,1,1,1,500657,502637,CARD,PAID,ARS,21600.0,4536.0,0.0,26136.0,TX-9SQQ8WII5FSB
6169,7000006168,1000006168,492,1,-1,-1,1923,462780,465420,GATEWAY,PAID,ARS,39600.0,8316.0,1200.0,49116.0,TX-PFS6BR1YDKQJ
6170,7000006169,1000006169,944,1,-1,-1,2643,739361,742001,CARD,PAID,ARS,27000.0,5670.0,900.0,33570.0,TX-PWBSGZLLLR3V
6171,7000006170,1000006170,370,1,-1,-1,1299,1075225,1075525,CARD,PAID,ARS,25650.0,5386.5,1200.0,32236.5,TX-6PEE3CD9YTUI
6172,7000006171,1000006171,516,1,-1,-1,351,618479,621959,GATEWAY,PAID,ARS,14250.0,2992.5,1500.0,18742.5,TX-7WR6EAE5JZ46
6173,7000006172,1000006172,1392,1,-1,-1,262,440891,441851,GATEWAY,PAID,ARS,29700.0,6237.0,1200.0,37137.0,TX-9S02I1M8AVD9
6174,7000006173,1000006173,1019,2,2,2,2,603077,-1,CASH,PENDING,ARS,29160.0,6123.6,0.0,35283.6,-1
6175,7000006174,1000006174,337,1,-1,-1,100,544516,545536,GATEWAY,PAID,ARS,36000.0,7560.0,900.0,44460.0,TX-OU0NR9IIKW32
6176,7000006175,1000006175,387,1,-1,-1,521,988746,993066,CARD,PAID,ARS,13230.0,2778.3,1500.0,17508.3,TX-M2JGWJZQE061
6177,7000006176,1000006176,281,1,-1,-1,2619,615100,615160,CARD,PAID,ARS,21600.0,4536.0,1200.0,27336.0,TX-T9YG4B8FWNAM
6178,7000006177,1000006177,628,1,-1,-1,1308,1038931,1042891,CARD,PAID,ARS,12600.0,2646.0,900.0,16146.0,TX-QY3FXFVX4T19
6179,7000006178,1000006178,952,1,-1,-1,2681,1111255,1113175,CARD,PAID,ARS,45000.0,9450.0,1500.0,55950.0,TX-KA8O3BIKI9VB
6180,7000006179,1000006179,1340,1,-1,-1,1101,709858,713338,CARD,PAID,ARS,42750.0,8977.5,900.0,52627.5,TX-B2ZMI5E4BDLB
6181,7000006180,1000006180,1076,1,-1,-1,3174,717072,720372,CARD,PAID,ARS,64152.0,13471.92,0.0,77623.92,TX-9Z63JCVG9CGO
6182,7000006181,1000006181,185,1,-1,-1,41,442737,445857,GATEWAY,PAID,ARS,46650.0,9796.5,1200.0,57646.5,TX-Y9Y5ZIX881I7
6183,7000006182,1000006182,475,1,-1,-1,308,1259924,1264244,CARD,PAID,ARS,39600.0,8316.0,900.0,48816.0,TX-6VSOE7QZU93R
6184,7000006183,1000006183,154,1,-1,-1,3080,1122711,1126911,GATEWAY,PAID,ARS,45600.0,9576.0,1200.0,56376.0,TX-4U5C5JAXF856
6185,7000006184,1000006184,1168,2,4,4,4,449343,452763,CASH,PAID,ARS,79050.0,16600.5,0.0,95650.5,TX-QPBZYG2BQXWM
6186,7000006185,1000006185,309,1,-1,-1,1377,1263683,1264583,GATEWAY,PAID,ARS,55272.0,11607.12,1200.0,68079.12,TX-G72C8823Y57E
6187,7000006186,1000006186,828,2,4,4,4,567503,569663,CASH,REFUNDED,ARS,34020.0,7144.2,0.0,41164.2,TX-7WVEMH8C4ANT
6188,7000006187,1000006187,1200,1,-1,-1,992,471172,472192,CARD,PAID,ARS,64350.0,13513.5,1200.0,79063.5,TX-5AYWQWA4SDQU
6189,7000006188,1000006188,1286,1,-1,-1,1628,694815,698535,CARD,PAID,ARS,42780.0,8983.8,900.0,52663.8,TX-MAP6K1NQMIS1
6190,7000006189,1000006189,659,2,1,1,1,399569,402809,CASH,PAID,ARS,56070.0,11774.7,0.0,67844.7,TX-Q6AL1A1VDGEZ
6191,7000006190,1000006190,430,1,-1,-1,2797,1136008,1137328,GATEWAY,PAID,ARS,22800.0,4788.0,900.0,28488.0,TX-IZ7XJS3EZWRR
6192,7000006191,1000006191,704,1,-1,-1,3011,985969,986569,CARD,PAID,ARS,22800.0,4788.0,1200.0,28788.0,TX-E4K4ID4P2S1K
6193,7000006192,1000006192,1087,2,3,3,3,600248,604448,CASH,PAID,ARS,29700.0,6237.0,0.0,35937.0,TX-6907FBCBZ0YM
6194,7000006193,1000006193,63,1,-1,-1,218,875050,876970,CARD,PAID,ARS,36000.0,7560.0,1200.0,44760.0,TX-5F5MC37IZPWE
6195,7000006194,1000006194,1388,1,-1,-1,850,943470,945930,GATEWAY,REFUNDED,ARS,57712.5,12119.62,1500.0,71332.12,TX-J162Z4RP6HI5
6196,7000006195,1000006195,987,2,1,1,1,367423,367843,CASH,PAID,ARS,31752.0,6667.92,0.0,38419.92,TX-ZOP27EXGBWZD
6197,7000006196,1000006196,311,1,-1,-1,1971,356278,358258,CARD,PAID,ARS,33000.0,6930.0,1200.0,41130.0,TX-K34RTUAJBQQX
6198,7000006197,1000006197,379,2,4,4,4,771081,771321,CASH,PAID,ARS,32400.0,6804.0,0.0,39204.0,TX-USRRM2XXDD1M
6199,7000006198,1000006198,585,1,-1,-1,956,619978,-1,CARD,PENDING,ARS,14850.0,3118.5,900.0,18868.5,-1
6200,7000006199,1000006199,877,1,-1,-1,2706,1207591,1211491,GATEWAY,REFUNDED,ARS,64200.0,13482.0,900.0,78582.0,TX-WZB0ZSCPNZON
6201,7000006200,1000006200,416,2,3,3,3,1181790,-1,CARD,FAILED,ARS,32400.0,6804.0,0.0,39204.0,-1
6202,7000006201,1000006201,173,1,-1,-1,1857,823109,823469,GATEWAY,PAID,ARS,32400.0,6804.0,900.0,40104.0,TX-BD02SMKDSN30
6203,7000006202,1000006202,659,1,-1,-1,86,1224300,1227840,GATEWAY,PAID,ARS,31752.0,6667.92,900.0,39319.92,TX-F5FDJER5AFSC
6204,7000006203,1000006203,4,1,-1,-1,1911,966051,967251,GATEWAY,PAID,ARS,27000.0,5670.0,1500.0,34170.0,TX-S6TBXK6W61ZS
6205,7000006204,1000006204,849,2,1,1,1,434489,436949,TRANSFER,PAID,ARS,34200.0,7182.0,0.0,41382.0,TX-Q01SARVK8VC1
6206,7000006205,1000006205,271,2,4,4,4,935489,938369,CARD,PAID,ARS,23520.0,4939.2,0.0,28459.2,TX-VAMYIRS2YDP2
6207,7000006206,1000006206,1388,1,-1,-1,157,1142873,1146293,GATEWAY,PAID,ARS,35640.0,7484.4,0.0,43124.4,TX-F8O6571MYIIE
6208,7000006207,1000006207,623,1,-1,-1,1778,1066489,-1,GATEWAY,FAILED,ARS,29137.5,6118.88,1200.0,36456.38,-1
6209,7000006208,1000006208,1388,1,-1,-1,620,722584,724324,GATEWAY,PAID,ARS,31170.0,6545.7,900.0,38615.7,TX-T4ZVD3L9DYR0
6210,7000006209,1000006209,1427,2,2,2,2,632664,-1,CASH,FAILED,ARS,11400.0,2394.0,0.0,13794.0,-1
6211,7000006210,1000006210,1139,2,4,4,4,415579,416179,TRANSFER,PAID,ARS,30870.0,6482.7,0.0,37352.7,TX-R3NRK7QJ1XGU
6212,7000006211,1000006211,463,1,-1,-1,432,1219488,1221768,CARD,PAID,ARS,12348.0,2593.08,900.0,15841.08,TX-159ZW34866JQ
6213,7000006212,1000006212,1430,1,-1,-1,997,530903,535163,GATEWAY,PAID,ARS,21600.0,4536.0,0.0,26136.0,TX-0ULEQBSF1QUN
6214,7000006213,1000006213,499,1,-1,-1,1431,536053,536293,CARD,PAID,ARS,58305.0,12244.05,900.0,71449.05,TX-RL8NIJHLQPMV
6215,7000006214,1000006214,67,1,-1,-1,2854,506150,508430,GATEWAY,PAID,ARS,41760.0,8769.6,900.0,51429.6,TX-ENZ604KVDQ3P
6216,7000006215,1000006215,249,1,-1,-1,636,1217022,1219242,CARD,REFUNDED,ARS,13230.0,2778.3,0.0,16008.3,TX-MU69JVTGRWFE
6217,7000006216,1000006216,764,1,-1,-1,1440,838805,840485,GATEWAY,PAID,ARS,22800.0,4788.0,1500.0,29088.0,TX-R7J5X1T92859
6218,7000006217,1000006217,911,2,3,3,3,1263742,1265062,CARD,PAID,ARS,42675.0,8961.75,0.0,51636.75,TX-P61L3BSB3ZIL
6219,7000006218,1000006218,801,2,3,3,3,1141794,1142874,CASH,REFUNDED,ARS,24696.0,5186.16,0.0,29882.16,TX-2DA0MZHP15BD
6220,7000006219,1000006219,130,1,-1,-1,1165,1013088,1015368,CARD,PAID,ARS,78000.0,16380.0,900.0,95280.0,TX-9LYUKZ8CQGI2
6221,7000006220,1000006220,1106,1,-1,-1,900,1206215,-1,CARD,FAILED,ARS,29400.0,6174.0,1200.0,36774.0,-1
6222,7000006221,1000006221,1441,1,-1,-1,2607,460552,462472,CARD,PAID,ARS,106530.0,22371.3,1500.0,130401.3,TX-60M1FHSSF0FD
6223,7000006222,1000006222,364,1,-1,-1,230,1004855,1007375,CARD,PAID,ARS,11970.0,2513.7,900.0,15383.7,TX-6FRSZSMVOVJW
6224,7000006223,1000006223,35,1,-1,-1,3121,490537,491917,CARD,PAID,ARS,11400.0,2394.0,1200.0,14994.0,TX-R0C4PL7MHBZA
6225,7000006224,1000006224,1451,1,-1,-1,1000,1014435,1018455,GATEWAY,PAID,ARS,13500.0,2835.0,900.0,17235.0,TX-EKXF0C2FU6SL
6226,7000006225,1000006225,679,1,-1,-1,172,421118,424898,CARD,PAID,ARS,32400.0,6804.0,900.0,40104.0,TX-YJKQ08JKZCYF
6227,7000006226,1000006226,1084,1,-1,-1,2211,374099,378179,GATEWAY,PAID,ARS,23520.0,4939.2,1200.0,29659.2,TX-Z063O0RMHB24
6228,7000006227,1000006227,248,1,-1,-1,729,1093512,1094292,CARD,PAID,ARS,37800.0,7938.0,0.0,45738.0,TX-CWSXJLTDDWG0
6229,7000006228,1000006228,1249,1,-1,-1,2033,1012372,1016512,GATEWAY,PAID,ARS,12600.0,2646.0,1200.0,16446.0,TX-8I2WALCNSF1J
6230,7000006229,1000006229,4,2,1,1,1,576770,578450,CARD,PAID,ARS,35760.0,7509.6,0.0,43269.6,TX-SEE1S9EP0MOW
6231,7000006230,1000006230,1405,2,3,3,3,824692,-1,CASH,FAILED,ARS,36000.0,7560.0,0.0,43560.0,-1
6232,7000006231,1000006231,1212,2,4,4,4,480344,484664,CARD,PAID,ARS,47670.0,10010.7,0.0,57680.7,TX-RBPKZD85BG4M
6233,7000006232,1000006232,962,1,-1,-1,259,1091059,1094839,CARD,PAID,ARS,28500.0,5985.0,900.0,35385.0,TX-6LZSSGAJ30S2
6234,7000006233,1000006233,1016,2,3,3,3,582457,-1,CARD,FAILED,ARS,40230.0,8448.3,0.0,48678.3,-1
6235,7000006234,1000006234,1346,1,-1,-1,2965,354700,357940,GATEWAY,PAID,ARS,23520.0,4939.2,1200.0,29659.2,TX-739IYGKAD4M1
6236,7000006235,1000006235,249,1,-1,-1,2336,804969,-1,CARD,FAILED,ARS,62520.0,13129.2,900.0,76549.2,-1
6237,7000006236,1000006236,1301,1,-1,-1,3138,547313,548513,GATEWAY,PAID,ARS,43200.0,9072.0,1200.0,53472.0,TX-3RTKCE5EO405
6238,7000006237,1000006237,1224,2,4,4,4,956347,-1,CASH,FAILED,ARS,30780.0,6463.8,0.0,37243.8,-1
6239,7000006238,1000006238,790,1,-1,-1,2519,1097241,1098921,GATEWAY,PAID,ARS,27000.0,5670.0,900.0,33570.0,TX-U6ODZU44DUC8
6240,7000006239,1000006239,1307,1,-1,-1,1395,619996,620776,GATEWAY,PAID,ARS,70200.0,14742.0,900.0,85842.0,TX-V9ZVMZ4TO82G
6241,7000006240,1000006240,56,1,-1,-1,2447,513904,515284,CARD,PAID,ARS,11400.0,2394.0,900.0,14694.0,TX-VOZEIHVTJA6P
6242,7000006241,1000006241,266,2,4,4,4,771452,772112,CARD,PAID,ARS,38520.0,8089.2,0.0,46609.2,TX-U5GF8Z1VM68T
6243,7000006242,1000006242,80,2,1,1,1,880107,881667,CARD,PAID,ARS,21600.0,4536.0,0.0,26136.0,TX-X8WTK60QGW4M
6244,7000006243,1000006243,1458,2,3,3,3,1093694,1097174,CASH,PAID,ARS,10260.0,2154.6,0.0,12414.6,TX-DINTY5KRXFCE
6245,7000006244,1000006244,685,1,-1,-1,570,437701,439321,CARD,PAID,ARS,20520.0,4309.2,1500.0,26329.2,TX-XBDBJVANJNUY
6246,7000006245,1000006245,1284,2,1,1,1,818842,819562,CASH,PAID,ARS,11760.0,2469.6,0.0,14229.6,TX-U3WCFR6IM00B
6247,7000006246,1000006246,1460,2,1,1,1,549856,553096,CARD,PAID,ARS,14962.5,3142.12,0.0,18104.62,TX-60YUTW5ZF6NN
6248,7000006247,1000006247,1024,1,-1,-1,1446,502509,504909,GATEWAY,PAID,ARS,31500.0,6615.0,1200.0,39315.0,TX-5WZ50ARCNO4Q
6249,7000006248,1000006248,937,1,-1,-1,337,1065821,1069661,CARD,PAID,ARS,14250.0,2992.5,1200.0,18442.5,TX-W65F3TBA5Z3F
6250,7000006249,1000006249,1489,2,1,1,1,478250,479390,CASH,PAID,ARS,22680.0,4762.8,0.0,27442.8,TX-EWEDIIJJRDUB
6251,7000006250,1000006250,1233,2,4,4,4,576448,580228,CASH,PAID,ARS,66420.0,13948.2,0.0,80368.2,TX-DTNX6VYN0LJ6
6252,7000006251,1000006251,176,1,-1,-1,2837,1192394,1193174,CARD,PAID,ARS,59520.0,12499.2,0.0,72019.2,TX-CNWEKI0UZWLR
6253,7000006252,1000006252,396,1,-1,-1,3154,512870,516170,GATEWAY,PAID,ARS,47628.0,10001.88,900.0,58529.88,TX-8Y89FF03LUN1
6254,7000006253,1000006253,552,1,-1,-1,828,1087426,1088926,GATEWAY,PAID,ARS,25650.0,5386.5,900.0,31936.5,TX-7HZYPA4T2YKC
6255,7000006254,1000006254,709,1,-1,-1,2673,709835,714155,GATEWAY,PAID,ARS,35850.0,7528.5,1500.0,44878.5,TX-R205902CQYRD
6256,7000006255,1000006255,1262,1,-1,-1,12,1113577,1117597,CARD,PAID,ARS,25650.0,5386.5,1200.0,32236.5,TX-UFI39G25UUA2
6257,7000006256,1000006256,310,2,2,2,2,1045341,1045761,CARD,PAID,ARS,14700.0,3087.0,0.0,17787.0,TX-XN6J5KHFB4MC
6258,7000006257,1000006257,1258,1,-1,-1,3080,718300,719080,GATEWAY,PAID,ARS,24000.0,5040.0,900.0,29940.0,TX-8ZI7NVIVMYUZ
6259,7000006258,1000006258,1039,2,3,3,3,507613,508873,CARD,PAID,ARS,44887.5,9426.38,0.0,54313.88,TX-UBY8A7HSE09M
6260,7000006259,1000006259,145,1,-1,-1,1506,935684,936104,CARD,PAID,ARS,10260.0,2154.6,1200.0,13614.6,TX-STXZF5RCN3AH
6261,7000006260,1000006260,928,1,-1,-1,2542,384193,387493,GATEWAY,PAID,ARS,33750.0,7087.5,1200.0,42037.5,TX-NQYRMUWUKAI8
6262,7000006261,1000006261,1061,1,-1,-1,858,1148908,1153228,CARD,PAID,ARS,60780.0,12763.8,0.0,73543.8,TX-DTPOGV7WFHET
6263,7000006262,1000006262,1421,2,1,1,1,547810,549310,CASH,PAID,ARS,40500.0,8505.0,0.0,49005.0,TX-OTNG0AC6FI6O
6264,7000006263,1000006263,1219,1,-1,-1,2782,1181107,1183447,CARD,PAID,ARS,69300.0,14553.0,900.0,84753.0,TX-P4M5OZE98C5Z
6265,7000006264,1000006264,510,1,-1,-1,1239,1256531,1259231,GATEWAY,REFUNDED,ARS,23520.0,4939.2,900.0,29359.2,TX-TJ9TW9URU396
6266,7000006265,1000006265,684,1,-1,-1,596,1059647,1062947,CARD,PAID,ARS,21600.0,4536.0,900.0,27036.0,TX-WJD5TMGYKBV1
6267,7000006266,1000006266,727,1,-1,-1,2981,775929,779709,CARD,PAID,ARS,34020.0,7144.2,1200.0,42364.2,TX-9GZ3UQZFCOQ2
6268,7000006267,1000006267,584,1,-1,-1,1086,900296,901676,GATEWAY,PAID,ARS,53925.0,11324.25,1500.0,66749.25,TX-5AS5E1KKXVJL
6269,7000006268,1000006268,521,1,-1,-1,2220,964448,-1,CARD,FAILED,ARS,13500.0,2835.0,1200.0,17535.0,-1
6270,7000006269,1000006269,475,1,-1,-1,45,911929,913009,CARD,PAID,ARS,69900.0,14679.0,1200.0,85779.0,TX-3TMTZ2T6UL0W
6271,7000006270,1000006270,1472,1,-1,-1,1331,797224,798124,CARD,PAID,ARS,14700.0,3087.0,900.0,18687.0,TX-2Y977B34SXDM
6272,7000006271,1000006271,188,1,-1,-1,2796,1048246,1049746,GATEWAY,PAID,ARS,57000.0,11970.0,1500.0,70470.0,TX-QSP7OC20W751
6273,7000006272,1000006272,601,2,1,1,1,502355,506615,CASH,PAID,ARS,14700.0,3087.0,0.0,17787.0,TX-FH48TV2OVY1W
6274,7000006273,1000006273,407,1,-1,-1,220,1211495,1212695,CARD,PAID,ARS,15750.0,3307.5,900.0,19957.5,TX-KR1IMVZG00TV
6275,7000006274,1000006274,210,2,2,2,2,902047,905407,CASH,PAID,ARS,48510.0,10187.1,0.0,58697.1,TX-9R5P4SIQJ29I
6276,7000006275,1000006275,1472,2,2,2,2,732590,733310,CASH,REFUNDED,ARS,27000.0,5670.0,0.0,32670.0,TX-GOLJNUTK3NZT
6277,7000006276,1000006276,1317,2,1,1,1,968903,971603,CARD,PAID,ARS,21600.0,4536.0,0.0,26136.0,TX-5DHEO4Q07SA2
6278,7000006277,1000006277,1450,1,-1,-1,2482,832033,835933,CARD,PAID,ARS,20520.0,4309.2,1500.0,26329.2,TX-8SVCP7EJK0PO
