shipment_sk,shipment_id,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,shipped_at_sk,delivered_at_sk,carrier,tracking_number,status,shipping_fee
3441,9000003440,1000003440,1423,1,-1,-1,714,1154794,1156234,1164874,Correo Argentino,TRK-UZQN7OMACI,DELIVERED,1500.0
3442,9000003441,1000003441,668,2,2,2,2,754098,754098,755538,PICKUP,-1,DELIVERED,0.0
3443,9000003442,1000003442,655,1,-1,-1,476,1164814,1166254,1172014,Correo Argentino,TRK-QDFKT6E6UB,DELIVERED,900.0
3444,9000003443,1000003443,292,1,-1,-1,2105,1072155,1073595,1079355,Correo Argentino,TRK-QPFJL7L9VK,DELIVERED,1500.0
3445,9000003444,1000003444,712,2,4,4,4,1061565,1061565,1063005,PICKUP,-1,DELIVERED,0.0
3446,9000003445,1000003445,1421,1,-1,-1,2294,467457,468897,474657,Correo Argentino,TRK-FZXWTBDWXF,DELIVERED,1200.0
3447,9000003446,1000003446,1290,1,-1,-1,60,666542,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3448,9000003447,1000003447,576,2,4,4,4,371418,371418,372858,PICKUP,-1,DELIVERED,0.0
3449,9000003448,1000003448,612,2,1,1,1,981047,981047,982487,PICKUP,-1,DELIVERED,0.0
3450,9000003449,1000003449,227,2,4,4,4,983777,983777,985217,PICKUP,-1,DELIVERED,0.0
3451,9000003450,1000003450,590,1,-1,-1,1297,384674,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3452,9000003451,1000003451,1498,1,-1,-1,2244,429626,431066,438266,Correo Argentino,TRK-S2Q882PA3G,DELIVERED,900.0
3453,9000003452,1000003452,184,1,-1,-1,2888,1197446,1198886,1203206,Correo Argentino,TRK-SJT8FC33MO,DELIVERED,0.0
3454,9000003453,1000003453,88,1,-1,-1,2140,673703,675143,682343,Correo Argentino,TRK-L2Z1KO5SB2,DELIVERED,0.0
3455,9000003454,1000003454,1321,1,-1,-1,890,986211,987651,993411,Correo Argentino,TRK-6S1MWQOITQ,DELIVERED,1500.0
3456,9000003455,1000003455,528,1,-1,-1,128,1106238,1107678,1110558,Correo Argentino,TRK-YJK1U6WZGX,DELIVERED,1500.0
3457,9000003456,1000003456,1259,1,-1,-1,222,1197491,1198931,1207571,Correo Argentino,TRK-74WHHG9EZF,DELIVERED,900.0
3458,9000003457,1000003457,817,2,2,2,2,1062693,1062693,1064133,PICKUP,-1,DELIVERED,0.0
3459,9000003458,1000003458,85,2,4,4,4,1264075,1264075,1265515,PICKUP,-1,DELIVERED,0.0
3460,9000003459,1000003459,771,2,3,3,3,736674,-1,-1,PICKUP,-1,CANCELLED,0.0
3461,9000003460,1000003460,1386,1,-1,-1,3172,632732,634172,638492,Correo Argentino,TRK-ISE1JCNFYO,DELIVERED,1200.0
3462,9000003461,1000003461,514,1,-1,-1,118,571772,573212,580412,Correo Argentino,TRK-6DX2FLKDOC,DELIVERED,0.0
3463,9000003462,1000003462,1252,2,3,3,3,837564,837564,839004,PICKUP,-1,DELIVERED,0.0
3464,9000003463,1000003463,1427,1,-1,-1,2518,822447,823887,828207,Correo Argentino,TRK-6OEU9TAMAH,DELIVERED,1500.0
3465,9000003464,1000003464,965,1,-1,-1,657,1224965,1226405,1230725,Correo Argentino,TRK-LLMZGMSUM8,DELIVERED,900.0
3466,9000003465,1000003465,1139,1,-1,-1,570,1232310,1233750,1240950,Correo Argentino,TRK-J7FL3I34MR,DELIVERED,1200.0
3467,9000003466,1000003466,1197,2,3,3,3,629394,629394,630834,PICKUP,-1,DELIVERED,0.0
3468,9000003467,1000003467,1252,1,-1,-1,1358,899885,901325,904205,Correo Argentino,TRK-UXTQS3Q5MF,SHIPPED,900.0
3469,9000003468,1000003468,976,2,4,4,4,628336,628336,629776,PICKUP,-1,SHIPPED,0.0
3470,9000003469,1000003469,549,2,4,4,4,979321,-1,-1,PICKUP,-1,CANCELLED,0.0
3471,9000003470,1000003470,1301,1,-1,-1,3019,729452,730892,735212,Correo Argentino,TRK-D5T57QBWVA,SHIPPED,0.0
3472,9000003471,1000003471,331,1,-1,-1,1237,659709,661149,665469,Correo Argentino,TRK-HL2IFAKGDZ,DELIVERED,1200.0
3473,9000003472,1000003472,219,1,-1,-1,509,519550,520990,528190,Correo Argentino,TRK-LQ4LCV4M72,DELIVERED,1200.0
3474,9000003473,1000003473,422,2,1,1,1,523897,523897,525337,PICKUP,-1,DELIVERED,0.0
3475,9000003474,1000003474,181,1,-1,-1,989,740827,742267,750907,Correo Argentino,TRK-I21NC70SOM,DELIVERED,0.0
3476,9000003475,1000003475,1073,1,-1,-1,1380,776258,777698,782018,Correo Argentino,TRK-H7V1WRYJFU,DELIVERED,1200.0
3477,9000003476,1000003476,1362,1,-1,-1,2029,774330,775770,782970,Correo Argentino,TRK-8OX85U1LH6,DELIVERED,1500.0
3478,9000003477,1000003477,1436,2,3,3,3,703480,703480,704920,PICKUP,-1,DELIVERED,0.0
3479,9000003478,1000003478,364,1,-1,-1,162,490549,491989,497749,Correo Argentino,TRK-OJ5FMW5CVR,DELIVERED,1200.0
3480,9000003479,1000003479,343,1,-1,-1,184,384324,385764,390084,Correo Argentino,TRK-JXHP4FVXX4,SHIPPED,1200.0
3481,9000003480,1000003480,1044,1,-1,-1,141,450233,451673,455993,Correo Argentino,TRK-9ZAV0N0Z65,DELIVERED,0.0
3482,9000003481,1000003481,805,2,4,4,4,546295,546295,547735,PICKUP,-1,DELIVERED,0.0
3483,9000003482,1000003482,1121,2,1,1,1,879651,-1,-1,PICKUP,-1,CANCELLED,0.0
3484,9000003483,1000003483,1395,2,3,3,3,940610,-1,-1,PICKUP,-1,CANCELLED,0.0
3485,9000003484,1000003484,728,1,-1,-1,3022,763922,765362,771122,Correo Argentino,TRK-JT9B52WP07,DELIVERED,1500.0
3486,9000003485,1000003485,688,2,1,1,1,1098489,1098489,1099929,PICKUP,-1,DELIVERED,0.0
3487,9000003486,1000003486,831,1,-1,-1,1252,595809,597249,604449,Correo Argentino,TRK-XCYMEFZ4V0,DELIVERED,900.0
3488,9000003487,1000003487,744,1,-1,-1,436,1203184,1204624,1211824,Correo Argentino,TRK-RMWF2HVBQG,SHIPPED,1500.0
3489,9000003488,1000003488,1371,2,2,2,2,746610,746610,748050,PICKUP,-1,SHIPPED,0.0
3490,9000003489,1000003489,167,1,-1,-1,3085,444201,445641,452841,Correo Argentino,TRK-F07AJ7BEW6,DELIVERED,900.0
3491,9000003490,1000003490,111,1,-1,-1,608,551077,552517,555397,Correo Argentino,TRK-DQU0LBK2Q8,READY,900.0
3492,9000003491,1000003491,580,1,-1,-1,2016,833505,834945,840705,Correo Argentino,TRK-S1UAXN2SF2,SHIPPED,900.0
3493,9000003492,1000003492,117,2,1,1,1,358765,358765,360205,PICKUP,-1,DELIVERED,0.0
3494,9000003493,1000003493,1264,1,-1,-1,2120,1268741,1270181,1274501,Correo Argentino,TRK-CB2WRSTEI2,DELIVERED,900.0
3495,9000003494,1000003494,233,1,-1,-1,2733,1089946,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3496,9000003495,1000003495,671,1,-1,-1,1942,538109,539549,542429,Correo Argentino,TRK-TY0Z7ACL8D,DELIVERED,900.0
3497,9000003496,1000003496,94,1,-1,-1,648,487924,489364,496564,Correo Argentino,TRK-QAKZEO74I6,DELIVERED,0.0
3498,9000003497,1000003497,390,2,4,4,4,599583,599583,601023,PICKUP,-1,DELIVERED,0.0
3499,9000003498,1000003498,305,1,-1,-1,63,882316,883756,886636,Correo Argentino,TRK-DU31FBDPBK,DELIVERED,1200.0
3500,9000003499,1000003499,400,1,-1,-1,968,826470,827910,837990,Correo Argentino,TRK-C0JG9YR3UC,DELIVERED,1200.0
3501,9000003500,1000003500,396,1,-1,-1,996,456314,457754,460634,Correo Argentino,TRK-KEJDVT65J4,DELIVERED,1200.0
3502,9000003501,1000003501,1168,1,-1,-1,1629,870473,871913,877673,Correo Argentino,TRK-G1FAFVA3SD,DELIVERED,900.0
3503,9000003502,1000003502,655,2,3,3,3,939436,939436,940876,PICKUP,-1,DELIVERED,0.0
3504,9000003503,1000003503,343,1,-1,-1,2693,1142560,1144000,1151200,Correo Argentino,TRK-MUZG4QBXUK,DELIVERED,900.0
3505,9000003504,1000003504,684,1,-1,-1,1406,994388,995828,998708,Correo Argentino,TRK-VKKMNND57S,READY,1200.0
3506,9000003505,1000003505,1150,1,-1,-1,2547,594211,595651,598531,Correo Argentino,TRK-CHH29AFQ9H,DELIVERED,0.0
3507,9000003506,1000003506,1028,2,3,3,3,421430,421430,422870,PICKUP,-1,DELIVERED,0.0
3508,9000003507,1000003507,585,2,1,1,1,538035,538035,539475,PICKUP,-1,DELIVERED,0.0
3509,9000003508,1000003508,1294,1,-1,-1,1558,1087181,1088621,1094381,Correo Argentino,TRK-OAE73KIQ6M,DELIVERED,900.0
3510,9000003509,1000003509,455,2,4,4,4,762854,762854,764294,PICKUP,-1,DELIVERED,0.0
3511,9000003510,1000003510,1141,2,1,1,1,1255748,1255748,1257188,PICKUP,-1,DELIVERED,0.0
3512,9000003511,1000003511,376,2,2,2,2,1199188,1199188,1200628,PICKUP,-1,DELIVERED,0.0
3513,9000003512,1000003512,1154,1,-1,-1,3000,551785,553225,556105,Correo Argentino,TRK-EP2R91N5FP,DELIVERED,1200.0
3514,9000003513,1000003513,1498,1,-1,-1,2277,767643,769083,771963,Correo Argentino,TRK-CH3SFTEJAR,DELIVERED,1200.0
3515,9000003514,1000003514,603,2,3,3,3,1263352,-1,-1,PICKUP,-1,CANCELLED,0.0
3516,9000003515,1000003515,1002,2,3,3,3,439693,439693,441133,PICKUP,-1,DELIVERED,0.0
3517,9000003516,1000003516,924,1,-1,-1,2238,702328,703768,708088,Correo Argentino,TRK-EQF0QZ17BV,DELIVERED,0.0
3518,9000003517,1000003517,1309,2,1,1,1,1124463,1124463,1125903,PICKUP,-1,DELIVERED,0.0
3519,9000003518,1000003518,1212,2,4,4,4,1099599,1099599,1101039,PICKUP,-1,DELIVERED,0.0
3520,9000003519,1000003519,974,2,2,2,2,1148609,1148609,1150049,PICKUP,-1,DELIVERED,0.0
3521,9000003520,1000003520,1154,2,1,1,1,535733,535733,537173,PICKUP,-1,DELIVERED,0.0
3522,9000003521,1000003521,105,1,-1,-1,2219,1232271,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
3523,9000003522,1000003522,335,1,-1,-1,2934,790758,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3524,9000003523,1000003523,421,2,1,1,1,423297,-1,-1,PICKUP,-1,CANCELLED,0.0
3525,9000003524,1000003524,77,1,-1,-1,2091,1177754,1179194,1186394,Correo Argentino,TRK-N5S7JPYI4F,DELIVERED,1200.0
3526,9000003525,1000003525,1399,2,1,1,1,431530,431530,432970,PICKUP,-1,DELIVERED,0.0
3527,9000003526,1000003526,761,1,-1,-1,2440,518203,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
3528,9000003527,1000003527,160,2,2,2,2,1211250,1211250,1212690,PICKUP,-1,DELIVERED,0.0
3529,9000003528,1000003528,555,1,-1,-1,936,684809,686249,693449,Correo Argentino,TRK-8EXUZVETYT,SHIPPED,900.0
3530,9000003529,1000003529,634,1,-1,-1,2842,656292,657732,663492,Correo Argentino,TRK-XX451HCIPK,DELIVERED,1200.0
3531,9000003530,1000003530,1187,2,4,4,4,447188,447188,448628,PICKUP,-1,DELIVERED,0.0
3532,9000003531,1000003531,1329,1,-1,-1,2518,1233599,1235039,1240799,Correo Argentino,TRK-4E1A7HASFY,DELIVERED,900.0
3533,9000003532,1000003532,1231,1,-1,-1,2385,1202804,1204244,1208564,Correo Argentino,TRK-EEWDIMZIUT,DELIVERED,0.0
3534,9000003533,1000003533,571,2,1,1,1,1012899,-1,-1,PICKUP,-1,CANCELLED,0.0
3535,9000003534,1000003534,1336,2,1,1,1,955397,955397,956837,PICKUP,-1,DELIVERED,0.0
3536,9000003535,1000003535,243,2,1,1,1,435986,435986,437426,PICKUP,-1,DELIVERED,0.0
3537,9000003536,1000003536,678,2,3,3,3,830147,-1,-1,PICKUP,-1,CANCELLED,0.0
3538,9000003537,1000003537,791,1,-1,-1,496,421988,423428,429188,Correo Argentino,TRK-C9ET9DK9QW,DELIVERED,900.0
3539,9000003538,1000003538,580,1,-1,-1,3056,1060180,1061620,1067380,Correo Argentino,TRK-Q96V6A9VV3,DELIVERED,1200.0
3540,9000003539,1000003539,121,2,3,3,3,845902,845902,847342,PICKUP,-1,SHIPPED,0.0
3541,9000003540,1000003540,1130,2,4,4,4,1161943,1161943,1163383,PICKUP,-1,DELIVERED,0.0
3542,9000003541,1000003541,1275,2,4,4,4,562871,562871,564311,PICKUP,-1,DELIVERED,0.0
3543,9000003542,1000003542,1039,1,-1,-1,1981,515092,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3544,9000003543,1000003543,171,2,3,3,3,765270,765270,766710,PICKUP,-1,DELIVERED,0.0
3545,9000003544,1000003544,132,2,1,1,1,1088142,1088142,1089582,PICKUP,-1,DELIVERED,0.0
3546,9000003545,1000003545,889,2,3,3,3,904108,904108,905548,PICKUP,-1,DELIVERED,0.0
3547,9000003546,1000003546,640,1,-1,-1,1814,419614,421054,423934,Correo Argentino,TRK-QI10CJ1I4E,DELIVERED,900.0
3548,9000003547,1000003547,841,1,-1,-1,22,1085975,1087415,1094615,Correo Argentino,TRK-94HJJPM4YM,DELIVERED,1200.0
3549,9000003548,1000003548,1188,2,4,4,4,900982,-1,-1,PICKUP,-1,CANCELLED,0.0
3550,9000003549,1000003549,1319,1,-1,-1,2845,795071,796511,803711,Correo Argentino,TRK-IVF3UNTC2Z,DELIVERED,1200.0
3551,9000003550,1000003550,580,1,-1,-1,2315,889276,890716,896476,Correo Argentino,TRK-R7W7XPJ6W6,DELIVERED,900.0
3552,9000003551,1000003551,589,1,-1,-1,3068,767634,769074,773394,Correo Argentino,TRK-W4ZLTX34L9,DELIVERED,1200.0
3553,9000003552,1000003552,204,1,-1,-1,3107,946756,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
3554,9000003553,1000003553,867,1,-1,-1,528,495629,497069,504269,Correo Argentino,TRK-HS8QV0NUR0,DELIVERED,900.0
3555,9000003554,1000003554,250,1,-1,-1,3162,737088,738528,745728,Correo Argentino,TRK-CI6JCZ48ZI,DELIVERED,1500.0
3556,9000003555,1000003555,1215,1,-1,-1,1711,1053326,1054766,1061966,Correo Argentino,TRK-0E74FPPALP,DELIVERED,0.0
3557,9000003556,1000003556,1363,2,4,4,4,508145,508145,509585,PICKUP,-1,SHIPPED,0.0
3558,9000003557,1000003557,589,1,-1,-1,1928,1137736,1139176,1144936,Correo Argentino,TRK-SW2MBJSXHV,SHIPPED,900.0
3559,9000003558,1000003558,1462,1,-1,-1,2377,553332,554772,561972,Correo Argentino,TRK-YLWNMQNL0K,SHIPPED,900.0
3560,9000003559,1000003559,837,2,4,4,4,1127720,1127720,1129160,PICKUP,-1,SHIPPED,0.0
3561,9000003560,1000003560,1210,2,1,1,1,846383,846383,847823,PICKUP,-1,DELIVERED,0.0
3562,9000003561,1000003561,370,2,3,3,3,828658,828658,830098,PICKUP,-1,DELIVERED,0.0
3563,9000003562,1000003562,1474,2,4,4,4,1188039,1188039,1189479,PICKUP,-1,DELIVERED,0.0
3564,9000003563,1000003563,294,2,1,1,1,823066,823066,824506,PICKUP,-1,DELIVERED,0.0
3565,9000003564,1000003564,1427,1,-1,-1,2099,1073213,1074653,1080413,Correo Argentino,TRK-YWJJYB0BLI,DELIVERED,900.0
3566,9000003565,1000003565,119,1,-1,-1,2492,586756,588196,591076,Correo Argentino,TRK-K7ZPBJ8FLY,DELIVERED,1500.0
3567,9000003566,1000003566,485,1,-1,-1,2874,356916,358356,364116,Correo Argentino,TRK-CRXOW6S6CI,SHIPPED,0.0
3568,9000003567,1000003567,583,2,4,4,4,395623,395623,397063,PICKUP,-1,DELIVERED,0.0
3569,9000003568,1000003568,1463,1,-1,-1,1622,1039244,1040684,1046444,Correo Argentino,TRK-I9RK0LGZAG,DELIVERED,900.0
3570,9000003569,1000003569,160,1,-1,-1,908,1011619,1013059,1018819,Correo Argentino,TRK-KQBFVQHOE8,DELIVERED,0.0
3571,9000003570,1000003570,629,1,-1,-1,510,1208887,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
3572,9000003571,1000003571,727,2,1,1,1,667664,667664,669104,PICKUP,-1,DELIVERED,0.0
3573,9000003572,1000003572,590,1,-1,-1,3158,530989,532429,539629,Correo Argentino,TRK-KP2F8RR80F,DELIVERED,1200.0
3574,9000003573,1000003573,443,1,-1,-1,2024,777147,778587,785787,Correo Argentino,TRK-J47T28Q4FF,SHIPPED,900.0
3575,9000003574,1000003574,705,1,-1,-1,1878,463450,464890,470650,Correo Argentino,TRK-7TOYFIIFFA,DELIVERED,900.0
3576,9000003575,1000003575,188,1,-1,-1,2062,1067949,1069389,1073709,Correo Argentino,TRK-67YYD2OIUK,DELIVERED,1200.0
3577,9000003576,1000003576,1097,2,4,4,4,502380,502380,503820,PICKUP,-1,DELIVERED,0.0
3578,9000003577,1000003577,1328,2,4,4,4,950705,950705,952145,PICKUP,-1,SHIPPED,0.0
3579,9000003578,1000003578,304,2,3,3,3,356789,356789,358229,PICKUP,-1,DELIVERED,0.0
3580,9000003579,1000003579,876,1,-1,-1,1812,1161471,1162911,1168671,Correo Argentino,TRK-GCS40R1S8D,DELIVERED,1500.0
3581,9000003580,1000003580,1116,1,-1,-1,1869,528827,530267,536027,Correo Argentino,TRK-M4ZX263LYA,DELIVERED,1200.0
3582,9000003581,1000003581,1219,1,-1,-1,867,985731,987171,991491,Correo Argentino,TRK-2S7J15NFJ9,DELIVERED,1500.0
3583,9000003582,1000003582,1134,1,-1,-1,907,907656,909096,911976,Correo Argentino,TRK-IT7O2CVPQL,DELIVERED,1500.0
3584,9000003583,1000003583,1074,2,4,4,4,439201,439201,440641,PICKUP,-1,DELIVERED,0.0
3585,9000003584,1000003584,350,1,-1,-1,2061,1082981,1084421,1087301,Correo Argentino,TRK-JS12XU386K,DELIVERED,900.0
3586,9000003585,1000003585,1406,1,-1,-1,2454,863065,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3587,9000003586,1000003586,1176,2,4,4,4,947895,947895,949335,PICKUP,-1,DELIVERED,0.0
3588,9000003587,1000003587,1367,1,-1,-1,407,436140,437580,440460,Correo Argentino,TRK-FDW4U41UTU,SHIPPED,900.0
3589,9000003588,1000003588,232,1,-1,-1,1334,629434,630874,638074,Correo Argentino,TRK-5VBZM2LHO7,DELIVERED,1200.0
3590,9000003589,1000003589,844,1,-1,-1,1097,1132844,1134284,1137164,Correo Argentino,TRK-8GCOW9EO3J,DELIVERED,900.0
3591,9000003590,1000003590,671,1,-1,-1,2775,1107289,1108729,1113049,Correo Argentino,TRK-5S8RI5X3JM,DELIVERED,900.0
3592,9000003591,1000003591,407,1,-1,-1,2310,677768,679208,687848,Correo Argentino,TRK-TMPDR0RXUJ,DELIVERED,900.0
3593,9000003592,1000003592,944,1,-1,-1,2189,961796,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3594,9000003593,1000003593,327,2,2,2,2,772018,772018,773458,PICKUP,-1,SHIPPED,0.0
3595,9000003594,1000003594,199,1,-1,-1,2756,611174,612614,615494,Correo Argentino,TRK-ESFGK1M08Q,DELIVERED,900.0
3596,9000003595,1000003595,1409,1,-1,-1,1076,868422,869862,878502,Correo Argentino,TRK-PZMM2JCYUG,DELIVERED,900.0
3597,9000003596,1000003596,949,2,2,2,2,439188,439188,440628,PICKUP,-1,SHIPPED,0.0
3598,9000003597,1000003597,900,1,-1,-1,1115,799599,801039,803919,Correo Argentino,TRK-0BHCU3L462,SHIPPED,900.0
3599,9000003598,1000003598,932,2,1,1,1,448243,448243,449683,PICKUP,-1,SHIPPED,0.0
3600,9000003599,1000003599,683,2,1,1,1,373303,373303,374743,PICKUP,-1,DELIVERED,0.0
3601,9000003600,1000003600,1360,2,4,4,4,419282,-1,-1,PICKUP,-1,CANCELLED,0.0
3602,9000003601,1000003601,505,1,-1,-1,156,713566,715006,720766,Correo Argentino,TRK-723GAXFZ4E,DELIVERED,900.0
3603,9000003602,1000003602,371,1,-1,-1,514,1126320,1127760,1137840,Correo Argentino,TRK-PVWCTINZ56,DELIVERED,900.0
3604,9000003603,1000003603,535,1,-1,-1,1935,361232,362672,366992,Correo Argentino,TRK-SPAJYQEFQQ,DELIVERED,900.0
3605,9000003604,1000003604,446,1,-1,-1,550,773610,775050,777930,Correo Argentino,TRK-RVSYLHFF6X,DELIVERED,1200.0
3606,9000003605,1000003605,610,2,4,4,4,1097443,1097443,1098883,PICKUP,-1,READY,0.0
3607,9000003606,1000003606,243,1,-1,-1,1732,598713,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
3608,9000003607,1000003607,1469,2,2,2,2,800863,800863,802303,PICKUP,-1,SHIPPED,0.0
3609,9000003608,1000003608,86,1,-1,-1,942,963939,965379,972579,Correo Argentino,TRK-A0PC53YE5O,DELIVERED,900.0
3610,9000003609,1000003609,437,1,-1,-1,684,1164809,1166249,1169129,Correo Argentino,TRK-B3B2VNH2F5,DELIVERED,1200.0
3611,9000003610,1000003610,199,1,-1,-1,900,678029,679469,686669,Correo Argentino,TRK-LEKQGW12G9,DELIVERED,900.0
3612,9000003611,1000003611,350,1,-1,-1,309,521303,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3613,9000003612,1000003612,105,2,1,1,1,418980,418980,420420,PICKUP,-1,DELIVERED,0.0
3614,9000003613,1000003613,698,1,-1,-1,2474,520272,521712,527472,Correo Argentino,TRK-DJV5NYUJAX,DELIVERED,0.0
3615,9000003614,1000003614,1236,1,-1,-1,2872,437082,438522,441402,Correo Argentino,TRK-KJY0Y7ABLN,DELIVERED,1200.0
3616,9000003615,1000003615,1305,1,-1,-1,1106,874119,875559,881319,Correo Argentino,TRK-9V6ZSMWOPJ,DELIVERED,900.0
3617,9000003616,1000003616,1262,1,-1,-1,254,1103276,1104716,1107596,Correo Argentino,TRK-89SVDZ7F19,DELIVERED,900.0
3618,9000003617,1000003617,1325,2,4,4,4,874464,874464,875904,PICKUP,-1,DELIVERED,0.0
3619,9000003618,1000003618,117,1,-1,-1,3153,367774,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3620,9000003619,1000003619,1322,1,-1,-1,84,1260130,1261570,1264450,Correo Argentino,TRK-2E0Q8DVQNT,DELIVERED,1200.0
3621,9000003620,1000003620,694,2,3,3,3,403121,403121,404561,PICKUP,-1,READY,0.0
3622,9000003621,1000003621,1092,2,2,2,2,641174,641174,642614,PICKUP,-1,DELIVERED,0.0
3623,9000003622,1000003622,279,1,-1,-1,3068,480003,481443,488643,Correo Argentino,TRK-1J5S5SV880,SHIPPED,1200.0
3624,9000003623,1000003623,1277,2,1,1,1,362567,362567,364007,PICKUP,-1,DELIVERED,0.0
3625,9000003624,1000003624,983,2,3,3,3,1149016,1149016,1150456,PICKUP,-1,DELIVERED,0.0
3626,9000003625,1000003625,1300,1,-1,-1,2080,466251,467691,477771,Correo Argentino,TRK-6RPN927PUU,DELIVERED,0.0
3627,9000003626,1000003626,727,2,4,4,4,789273,789273,790713,PICKUP,-1,DELIVERED,0.0
3628,9000003627,1000003627,496,1,-1,-1,1963,606195,607635,610515,Correo Argentino,TRK-CAPGRHP6JI,DELIVERED,1500.0
3629,9000003628,1000003628,657,1,-1,-1,525,669636,671076,678276,Correo Argentino,TRK-IJYRYDZPFI,DELIVERED,0.0
3630,9000003629,1000003629,277,1,-1,-1,1483,899846,901286,907046,Correo Argentino,TRK-K0SZMIT3CT,DELIVERED,0.0
3631,9000003630,1000003630,523,1,-1,-1,744,739643,741083,746843,Correo Argentino,TRK-MI3VRU4HJX,DELIVERED,1200.0
3632,9000003631,1000003631,126,1,-1,-1,283,807151,808591,811471,Correo Argentino,TRK-3BVYP9SXPD,DELIVERED,900.0
3633,9000003632,1000003632,1034,2,1,1,1,512343,-1,-1,PICKUP,-1,CANCELLED,0.0
3634,9000003633,1000003633,358,2,4,4,4,894603,894603,896043,PICKUP,-1,DELIVERED,0.0
3635,9000003634,1000003634,637,1,-1,-1,1692,477684,479124,486324,Correo Argentino,TRK-KRKZDEQ5EN,DELIVERED,1200.0
3636,9000003635,1000003635,691,2,2,2,2,703716,703716,705156,PICKUP,-1,DELIVERED,0.0
3637,9000003636,1000003636,380,2,4,4,4,805218,805218,806658,PICKUP,-1,DELIVERED,0.0
3638,9000003637,1000003637,1253,1,-1,-1,368,697403,698843,706043,Correo Argentino,TRK-9Q1LMYNGLQ,DELIVERED,900.0
3639,9000003638,1000003638,1068,2,4,4,4,645326,-1,-1,PICKUP,-1,CANCELLED,0.0
3640,9000003639,1000003639,1188,1,-1,-1,234,960468,961908,966228,Correo Argentino,TRK-4FMER30TXG,DELIVERED,1500.0
3641,9000003640,1000003640,1354,1,-1,-1,1323,1206555,1207995,1213755,Correo Argentino,TRK-6770QZQT13,DELIVERED,900.0
3642,9000003641,1000003641,1109,2,2,2,2,743645,743645,745085,PICKUP,-1,DELIVERED,0.0
3643,9000003642,1000003642,1399,2,1,1,1,718645,718645,720085,PICKUP,-1,DELIVERED,0.0
3644,9000003643,1000003643,672,2,1,1,1,543612,543612,545052,PICKUP,-1,DELIVERED,0.0
3645,9000003644,1000003644,1351,2,1,1,1,510831,510831,512271,PICKUP,-1,DELIVERED,0.0
3646,9000003645,1000003645,725,1,-1,-1,1776,653736,-1,-1,Correo Argentino,-1,CANCELLED,1500.0
3647,9000003646,1000003646,1288,2,3,3,3,596788,596788,598228,PICKUP,-1,DELIVERED,0.0
3648,9000003647,1000003647,542,1,-1,-1,2243,629377,630817,635137,Correo Argentino,TRK-B3MXZEAK3L,DELIVERED,1200.0
3649,9000003648,1000003648,205,1,-1,-1,2420,1255782,1257222,1264422,Correo Argentino,TRK-SL8SJ684ZT,DELIVERED,1200.0
3650,9000003649,1000003649,421,1,-1,-1,1182,516036,517476,521796,Correo Argentino,TRK-SXLAB1DB07,DELIVERED,1200.0
3651,9000003650,1000003650,433,1,-1,-1,2925,694195,695635,698515,Correo Argentino,TRK-VOCJGBRQE0,SHIPPED,1200.0
3652,9000003651,1000003651,313,1,-1,-1,1495,603449,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3653,9000003652,1000003652,556,2,4,4,4,408176,408176,409616,PICKUP,-1,DELIVERED,0.0
3654,9000003653,1000003653,1225,1,-1,-1,709,1025628,1027068,1029948,Correo Argentino,TRK-3UC1X82JHD,DELIVERED,1500.0
3655,9000003654,1000003654,1326,1,-1,-1,2759,676390,677830,682150,Correo Argentino,TRK-YGQNQHZEJ7,SHIPPED,1200.0
3656,9000003655,1000003655,513,1,-1,-1,544,1121842,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3657,9000003656,1000003656,196,1,-1,-1,1750,533156,534596,541796,Correo Argentino,TRK-EBU9EE9X07,READY,1500.0
3658,9000003657,1000003657,377,1,-1,-1,2521,745346,-1,-1,Correo Argentino,-1,CANCELLED,900.0
3659,9000003658,1000003658,400,2,2,2,2,582343,582343,583783,PICKUP,-1,DELIVERED,0.0
3660,9000003659,1000003659,1177,1,-1,-1,2469,995386,996826,1004026,Correo Argentino,TRK-TBD6D1J6Q6,READY,1500.0
3661,9000003660,1000003660,833,1,-1,-1,1804,453933,455373,459693,Correo Argentino,TRK-YIYOMPY4I0,DELIVERED,1500.0
3662,9000003661,1000003661,308,1,-1,-1,1460,735573,737013,744213,Correo Argentino,TRK-BDZ7A87DF0,READY,1500.0
3663,9000003662,1000003662,291,2,4,4,4,727441,727441,728881,PICKUP,-1,DELIVERED,0.0
