order_item_sk,order_item_id,order_id,product_sk,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,quantity,unit_price,discount_amount,line_total,status,currency_code,tax_amount,shipping_fee
2711,5000002710,1000002054,1,241,1,-1,-1,582,849430,2,10800.0,0.0,21600.0,FULFILLED,ARS,4536.0,900.0
2712,5000002711,1000002055,1,1098,2,2,2,2,697444,3,10800.0,0.0,32400.0,FULFILLED,ARS,13286.7,0.0
2713,5000002712,1000002055,2,1098,2,2,2,2,697444,2,15750.0,630.0,30870.0,FULFILLED,ARS,13286.7,0.0
2714,5000002713,1000002056,2,835,2,1,1,1,481627,2,16500.0,3300.0,29700.0,FULFILLED,ARS,6237.0,0.0
2715,5000002714,1000002057,1,1246,2,4,4,4,560595,2,12000.0,2400.0,21600.0,FULFILLED,ARS,4536.0,0.0
2716,5000002715,1000002058,1,1499,1,-1,-1,1037,424524,2,12600.0,504.0,24696.0,CANCELLED,ARS,5186.16,0.0
2717,5000002716,1000002059,1,919,1,-1,-1,751,1155426,1,12000.0,240.0,11760.0,FULFILLED,ARS,2469.6,900.0
2718,5000002717,1000002060,1,1120,2,2,2,2,654836,3,12600.0,3780.0,34020.0,PAID,ARS,10385.55,0.0
2719,5000002718,1000002060,2,1120,2,2,2,2,654836,1,15750.0,315.0,15435.0,PAID,ARS,10385.55,0.0
2720,5000002719,1000002061,1,1364,1,-1,-1,2269,441598,3,12000.0,720.0,35280.0,PAID,ARS,7408.8,1200.0
2721,5000002720,1000002062,2,85,1,-1,-1,2890,1002239,2,15000.0,1500.0,28500.0,FULFILLED,ARS,5985.0,1200.0
2722,5000002721,1000002063,2,971,2,1,1,1,557716,3,16500.0,4950.0,44550.0,FULFILLED,ARS,11749.5,0.0
2723,5000002722,1000002063,1,971,2,1,1,1,557716,1,12000.0,600.0,11400.0,FULFILLED,ARS,11749.5,0.0
2724,5000002723,1000002064,1,431,2,4,4,4,520180,3,12000.0,1800.0,34200.0,CANCELLED,ARS,11491.2,0.0
2725,5000002724,1000002064,1,431,2,4,4,4,520180,2,10800.0,1080.0,20520.0,CANCELLED,ARS,11491.2,0.0
2726,5000002725,1000002065,2,927,2,4,4,4,418485,1,13500.0,0.0,13500.0,FULFILLED,ARS,2835.0,0.0
2727,5000002726,1000002066,2,27,1,-1,-1,182,956619,3,16500.0,4950.0,44550.0,CANCELLED,ARS,9355.5,1200.0
2728,5000002727,1000002067,1,120,1,-1,-1,1975,1253540,2,12000.0,480.0,23520.0,PAID,ARS,4939.2,1200.0
2729,5000002728,1000002068,2,917,1,-1,-1,16,1004228,2,15000.0,600.0,29400.0,FULFILLED,ARS,6174.0,1200.0
2730,5000002729,1000002069,1,1138,1,-1,-1,1453,475803,2,12000.0,480.0,23520.0,REFUNDED,ARS,4939.2,0.0
2731,5000002730,1000002070,1,1139,1,-1,-1,1763,562024,3,12600.0,1890.0,35910.0,PAID,ARS,7541.1,1200.0
2732,5000002731,1000002071,2,588,1,-1,-1,2752,1036541,2,15000.0,600.0,29400.0,FULFILLED,ARS,8694.0,900.0
2733,5000002732,1000002071,1,588,1,-1,-1,2752,1036541,1,12000.0,0.0,12000.0,FULFILLED,ARS,8694.0,900.0
2734,5000002733,1000002072,1,1336,1,-1,-1,2591,874947,1,12000.0,240.0,11760.0,CANCELLED,ARS,2469.6,1500.0
2735,5000002734,1000002073,2,702,1,-1,-1,2239,556360,1,15000.0,1500.0,13500.0,FULFILLED,ARS,2835.0,0.0
2736,5000002735,1000002074,1,779,2,2,2,2,746864,3,12000.0,0.0,36000.0,FULFILLED,ARS,7560.0,0.0
2737,5000002736,1000002075,1,483,1,-1,-1,2158,873557,3,13200.0,792.0,38808.0,FULFILLED,ARS,13189.68,1200.0
2738,5000002737,1000002075,1,483,1,-1,-1,2158,873557,2,12000.0,0.0,24000.0,FULFILLED,ARS,13189.68,1200.0
2739,5000002738,1000002076,1,757,2,4,4,4,1040928,3,12000.0,1800.0,34200.0,PAID,ARS,7182.0,0.0
2740,5000002739,1000002077,2,927,2,4,4,4,1027930,3,15750.0,2362.5,44887.5,CANCELLED,ARS,9426.38,0.0
2741,5000002740,1000002078,1,560,1,-1,-1,2796,806614,2,12600.0,0.0,25200.0,CANCELLED,ARS,5292.0,900.0
2742,5000002741,1000002079,2,832,1,-1,-1,2478,792048,2,15000.0,1500.0,28500.0,PAID,ARS,13545.0,900.0
2743,5000002742,1000002079,1,832,1,-1,-1,2478,792048,3,12000.0,0.0,36000.0,PAID,ARS,13545.0,900.0
2744,5000002743,1000002080,1,301,1,-1,-1,1776,522649,1,10800.0,540.0,10260.0,FULFILLED,ARS,2154.6,1500.0
2745,5000002744,1000002081,1,425,1,-1,-1,2564,532759,2,12600.0,1260.0,23940.0,FULFILLED,ARS,5027.4,1200.0
2746,5000002745,1000002082,1,1453,1,-1,-1,2492,759014,1,13200.0,264.0,12936.0,CANCELLED,ARS,2716.56,0.0
2747,5000002746,1000002083,1,1135,1,-1,-1,31,1006444,1,10800.0,540.0,10260.0,FULFILLED,ARS,2154.6,1200.0
2748,5000002747,1000002084,1,149,1,-1,-1,1032,1191060,2,12600.0,1260.0,23940.0,FULFILLED,ARS,5027.4,1500.0
2749,5000002748,1000002085,2,12,1,-1,-1,1607,510357,2,15000.0,3000.0,27000.0,CANCELLED,ARS,16644.6,900.0
2750,5000002749,1000002085,1,12,1,-1,-1,1607,510357,1,12000.0,240.0,11760.0,CANCELLED,ARS,16644.6,900.0
2751,5000002750,1000002085,2,12,1,-1,-1,1607,510357,3,13500.0,0.0,40500.0,CANCELLED,ARS,16644.6,900.0
2752,5000002751,1000002086,2,1328,1,-1,-1,2281,982403,1,15000.0,0.0,15000.0,FULFILLED,ARS,3150.0,0.0
2753,5000002752,1000002087,2,492,2,2,2,2,577967,2,15000.0,0.0,30000.0,FULFILLED,ARS,6300.0,0.0
2754,5000002753,1000002088,1,343,1,-1,-1,2958,1079845,1,12000.0,0.0,12000.0,FULFILLED,ARS,9324.0,900.0
2755,5000002754,1000002088,1,343,1,-1,-1,2958,1079845,3,12000.0,3600.0,32400.0,FULFILLED,ARS,9324.0,900.0
2756,5000002755,1000002089,1,729,2,1,1,1,644092,2,12000.0,0.0,24000.0,FULFILLED,ARS,5040.0,0.0
2757,5000002756,1000002090,1,1261,2,3,3,3,363210,3,12000.0,3600.0,32400.0,FULFILLED,ARS,16065.0,0.0
2758,5000002757,1000002090,2,1261,2,3,3,3,363210,3,15000.0,900.0,44100.0,FULFILLED,ARS,16065.0,0.0
2759,5000002758,1000002091,1,829,2,4,4,4,1118390,1,12600.0,0.0,12600.0,FULFILLED,ARS,2646.0,0.0
2760,5000002759,1000002092,2,342,1,-1,-1,1167,405392,2,15000.0,1500.0,28500.0,PAID,ARS,5985.0,1500.0
2761,5000002760,1000002093,1,944,2,4,4,4,602763,3,13200.0,3960.0,35640.0,FULFILLED,ARS,15564.15,0.0
2762,5000002761,1000002093,2,944,2,4,4,4,602763,3,13500.0,2025.0,38475.0,FULFILLED,ARS,15564.15,0.0
2763,5000002762,1000002094,1,1499,2,4,4,4,660783,3,12000.0,720.0,35280.0,CANCELLED,ARS,14968.8,0.0
2764,5000002763,1000002094,1,1499,2,4,4,4,660783,3,12000.0,0.0,36000.0,CANCELLED,ARS,14968.8,0.0
2765,5000002764,1000002095,1,852,2,4,4,4,1162819,1,12000.0,600.0,11400.0,PAID,ARS,14981.4,0.0
2766,5000002765,1000002095,1,852,2,4,4,4,1162819,3,10800.0,1620.0,30780.0,PAID,ARS,14981.4,0.0
2767,5000002766,1000002095,1,852,2,4,4,4,1162819,3,10800.0,3240.0,29160.0,PAID,ARS,14981.4,0.0
2768,5000002767,1000002096,2,52,2,1,1,1,799376,1,13500.0,675.0,12825.0,REFUNDED,ARS,2693.25,0.0
2769,5000002768,1000002097,2,397,1,-1,-1,1285,474074,2,16500.0,3300.0,29700.0,PAID,ARS,15939.0,900.0
2770,5000002769,1000002097,1,397,1,-1,-1,1285,474074,1,12000.0,0.0,12000.0,PAID,ARS,15939.0,900.0
2771,5000002770,1000002097,1,397,1,-1,-1,1285,474074,3,12000.0,1800.0,34200.0,PAID,ARS,15939.0,900.0
2772,5000002771,1000002098,2,1111,1,-1,-1,525,415579,3,13500.0,810.0,39690.0,FULFILLED,ARS,8334.9,900.0
2773,5000002772,1000002099,2,1380,1,-1,-1,1302,1077772,2,15000.0,3000.0,27000.0,REFUNDED,ARS,17866.8,1200.0
2774,5000002773,1000002099,1,1380,1,-1,-1,1302,1077772,3,12000.0,720.0,35280.0,REFUNDED,ARS,17866.8,1200.0
2775,5000002774,1000002099,1,1380,1,-1,-1,1302,1077772,2,12000.0,1200.0,22800.0,REFUNDED,ARS,17866.8,1200.0
2776,5000002775,1000002100,2,1359,1,-1,-1,811,388278,2,15000.0,1500.0,28500.0,PAID,ARS,18465.3,900.0
2777,5000002776,1000002100,1,1359,1,-1,-1,811,388278,2,12000.0,480.0,23520.0,PAID,ARS,18465.3,900.0
2778,5000002777,1000002100,1,1359,1,-1,-1,811,388278,3,12600.0,1890.0,35910.0,PAID,ARS,18465.3,900.0
2779,5000002778,1000002101,1,332,1,-1,-1,2096,547034,1,12600.0,0.0,12600.0,FULFILLED,ARS,2646.0,900.0
2780,5000002779,1000002102,2,631,1,-1,-1,2677,357504,1,15000.0,750.0,14250.0,FULFILLED,ARS,5386.5,900.0
2781,5000002780,1000002102,1,631,1,-1,-1,2677,357504,1,12000.0,600.0,11400.0,FULFILLED,ARS,5386.5,900.0
2782,5000002781,1000002103,1,1055,2,1,1,1,1012018,2,12600.0,0.0,25200.0,FULFILLED,ARS,10848.6,0.0
2783,5000002782,1000002103,2,1055,2,1,1,1,1012018,2,13500.0,540.0,26460.0,FULFILLED,ARS,10848.6,0.0
2784,5000002783,1000002104,1,1478,1,-1,-1,1718,1074039,1,12000.0,0.0,12000.0,PAID,ARS,2520.0,900.0
2785,5000002784,1000002105,2,831,2,2,2,2,371864,3,15000.0,900.0,44100.0,PAID,ARS,9261.0,0.0
2786,5000002785,1000002106,1,1108,2,2,2,2,1210660,3,12000.0,3600.0,32400.0,REFUNDED,ARS,11743.2,0.0
2787,5000002786,1000002106,1,1108,2,2,2,2,1210660,2,12000.0,480.0,23520.0,REFUNDED,ARS,11743.2,0.0
2788,5000002787,1000002107,2,1227,2,3,3,3,1109909,3,16500.0,4950.0,44550.0,FULFILLED,ARS,12442.5,0.0
2789,5000002788,1000002107,2,1227,2,3,3,3,1109909,1,15000.0,300.0,14700.0,FULFILLED,ARS,12442.5,0.0
2790,5000002789,1000002108,2,1049,2,4,4,4,1166014,2,15000.0,0.0,30000.0,FULFILLED,ARS,14379.75,0.0
2791,5000002790,1000002108,2,1049,2,4,4,4,1166014,3,13500.0,2025.0,38475.0,FULFILLED,ARS,14379.75,0.0
2792,5000002791,1000002109,1,582,2,3,3,3,552491,3,12000.0,0.0,36000.0,FULFILLED,ARS,10867.5,0.0
2793,5000002792,1000002109,2,582,2,3,3,3,552491,1,15750.0,0.0,15750.0,FULFILLED,ARS,10867.5,0.0
2794,5000002793,1000002110,2,119,1,-1,-1,106,1044668,3,15000.0,4500.0,40500.0,FULFILLED,ARS,8505.0,900.0
2795,5000002794,1000002111,2,6,1,-1,-1,2113,499542,1,16500.0,330.0,16170.0,REFUNDED,ARS,3395.7,1500.0
2796,5000002795,1000002112,2,736,2,2,2,2,1061065,3,15750.0,4725.0,42525.0,CANCELLED,ARS,8930.25,0.0
2797,5000002796,1000002113,2,611,2,2,2,2,955517,2,15000.0,600.0,29400.0,FULFILLED,ARS,6174.0,0.0
2798,5000002797,1000002114,1,921,2,1,1,1,693163,3,12000.0,0.0,36000.0,FULFILLED,ARS,9828.0,0.0
2799,5000002798,1000002114,1,921,2,1,1,1,693163,1,12000.0,1200.0,10800.0,FULFILLED,ARS,9828.0,0.0
2800,5000002799,1000002115,2,259,1,-1,-1,621,508831,1,15000.0,300.0,14700.0,CANCELLED,ARS,3087.0,1200.0
2801,5000002800,1000002116,2,795,1,-1,-1,1186,463940,1,13500.0,675.0,12825.0,FULFILLED,ARS,2693.25,1200.0
2802,5000002801,1000002117,1,5,1,-1,-1,2845,617845,1,12000.0,240.0,11760.0,FULFILLED,ARS,2469.6,1200.0
2803,5000002802,1000002118,1,178,2,2,2,2,983885,2,12000.0,480.0,23520.0,REFUNDED,ARS,12348.0,0.0
2804,5000002803,1000002118,1,178,2,2,2,2,983885,3,12000.0,720.0,35280.0,REFUNDED,ARS,12348.0,0.0
2805,5000002804,1000002119,1,708,1,-1,-1,2212,973923,3,12000.0,720.0,35280.0,FULFILLED,ARS,7408.8,900.0
2806,5000002805,1000002120,1,1062,1,-1,-1,3128,618070,1,10800.0,216.0,10584.0,PAID,ARS,2222.64,1500.0
2807,5000002806,1000002121,1,463,1,-1,-1,597,945184,3,13200.0,1980.0,37620.0,FULFILLED,ARS,7900.2,900.0
2808,5000002807,1000002122,1,819,2,1,1,1,1101330,3,12000.0,1800.0,34200.0,FULFILLED,ARS,7182.0,0.0
2809,5000002808,1000002123,1,106,1,-1,-1,961,1195446,3,12000.0,1800.0,34200.0,PAID,ARS,14326.2,900.0
2810,5000002809,1000002123,1,106,1,-1,-1,961,1195446,3,12600.0,3780.0,34020.0,PAID,ARS,14326.2,900.0
2811,5000002810,1000002124,2,353,1,-1,-1,2896,609278,2,16500.0,1650.0,31350.0,FULFILLED,ARS,6583.5,1200.0
2812,5000002811,1000002125,2,1270,1,-1,-1,962,1005368,3,16500.0,0.0,49500.0,FULFILLED,ARS,10395.0,1200.0
2813,5000002812,1000002126,2,320,1,-1,-1,1940,1042658,3,15000.0,0.0,45000.0,FULFILLED,ARS,9450.0,900.0
2814,5000002813,1000002127,1,1053,2,3,3,3,834027,1,10800.0,540.0,10260.0,CREATED,ARS,2154.6,0.0
2815,5000002814,1000002128,2,474,1,-1,-1,225,1124953,2,15000.0,0.0,30000.0,FULFILLED,ARS,17892.0,0.0
2816,5000002815,1000002128,1,474,1,-1,-1,225,1124953,2,12000.0,1200.0,22800.0,FULFILLED,ARS,17892.0,0.0
2817,5000002816,1000002128,1,474,1,-1,-1,225,1124953,3,12000.0,3600.0,32400.0,FULFILLED,ARS,17892.0,0.0
2818,5000002817,1000002129,1,991,2,3,3,3,1026613,1,12000.0,1200.0,10800.0,FULFILLED,ARS,2268.0,0.0
2819,5000002818,1000002130,1,161,1,-1,-1,823,963858,1,12600.0,1260.0,11340.0,CANCELLED,ARS,2381.4,0.0
2820,5000002819,1000002131,2,1395,1,-1,-1,1503,1131862,3,16500.0,990.0,48510.0,FULFILLED,ARS,19637.1,0.0
2821,5000002820,1000002131,2,1395,1,-1,-1,1503,1131862,3,15000.0,0.0,45000.0,FULFILLED,ARS,19637.1,0.0
2822,5000002821,1000002132,1,937,2,4,4,4,941854,2,12000.0,480.0,23520.0,CANCELLED,ARS,4939.2,0.0
2823,5000002822,1000002133,2,373,1,-1,-1,1378,363751,2,15000.0,3000.0,27000.0,PAID,ARS,5670.0,1200.0
2824,5000002823,1000002134,1,1001,2,2,2,2,1201135,2,10800.0,1080.0,20520.0,PAID,ARS,4309.2,0.0
2825,5000002824,1000002135,2,399,2,4,4,4,576311,2,13500.0,2700.0,24300.0,FULFILLED,ARS,11907.0,0.0
2826,5000002825,1000002135,1,399,2,4,4,4,576311,3,12000.0,3600.0,32400.0,FULFILLED,ARS,11907.0,0.0
2827,5000002826,1000002136,1,663,1,-1,-1,2533,618126,2,12000.0,480.0,23520.0,FULFILLED,ARS,7532.28,900.0
2828,5000002827,1000002136,1,663,1,-1,-1,2533,618126,1,12600.0,252.0,12348.0,FULFILLED,ARS,7532.28,900.0
2829,5000002828,1000002137,1,240,1,-1,-1,928,524371,3,12000.0,3600.0,32400.0,PAID,ARS,6804.0,1200.0
2830,5000002829,1000002138,2,255,1,-1,-1,1861,891952,3,13500.0,810.0,39690.0,FULFILLED,ARS,8334.9,900.0
2831,5000002830,1000002139,2,1061,2,1,1,1,711470,3,13500.0,4050.0,36450.0,PAID,ARS,23700.6,0.0
2832,5000002831,1000002139,1,1061,2,1,1,1,711470,3,12600.0,1890.0,35910.0,PAID,ARS,23700.6,0.0
2833,5000002832,1000002139,2,1061,2,1,1,1,711470,3,15000.0,4500.0,40500.0,PAID,ARS,23700.6,0.0
2834,5000002833,1000002140,1,216,1,-1,-1,3046,798365,2,12600.0,2520.0,22680.0,CANCELLED,ARS,4762.8,1200.0
2835,5000002834,1000002141,1,526,1,-1,-1,2110,938180,3,12000.0,1800.0,34200.0,FULFILLED,ARS,7182.0,900.0
2836,5000002835,1000002142,1,1030,2,1,1,1,516350,3,10800.0,0.0,32400.0,CANCELLED,ARS,14345.1,0.0
2837,5000002836,1000002142,1,1030,2,1,1,1,516350,3,12600.0,1890.0,35910.0,CANCELLED,ARS,14345.1,0.0
2838,5000002837,1000002143,2,802,1,-1,-1,694,822828,1,15000.0,750.0,14250.0,PAID,ARS,2992.5,900.0
2839,5000002838,1000002144,2,1337,1,-1,-1,1204,978885,1,15000.0,750.0,14250.0,FULFILLED,ARS,8178.66,900.0
2840,5000002839,1000002144,1,1337,1,-1,-1,1204,978885,2,12600.0,504.0,24696.0,FULFILLED,ARS,8178.66,900.0
2841,5000002840,1000002145,2,690,1,-1,-1,1458,1204756,3,15750.0,4725.0,42525.0,PAID,ARS,13718.25,1500.0
2842,5000002841,1000002145,1,690,1,-1,-1,1458,1204756,2,12000.0,1200.0,22800.0,PAID,ARS,13718.25,1500.0
2843,5000002842,1000002146,1,1323,2,3,3,3,679190,2,12000.0,480.0,23520.0,FULFILLED,ARS,4939.2,0.0
2844,5000002843,1000002147,2,204,1,-1,-1,543,1071409,1,15000.0,0.0,15000.0,FULFILLED,ARS,3150.0,900.0
2845,5000002844,1000002148,1,155,1,-1,-1,1891,742725,3,12000.0,0.0,36000.0,CANCELLED,ARS,7560.0,1200.0
2846,5000002845,1000002149,1,559,2,2,2,2,848187,3,12000.0,3600.0,32400.0,PAID,ARS,6804.0,0.0
2847,5000002846,1000002150,1,1137,1,-1,-1,2709,798671,2,12000.0,480.0,23520.0,PAID,ARS,4939.2,0.0
2848,5000002847,1000002151,1,132,1,-1,-1,14,554952,2,12000.0,480.0,23520.0,FULFILLED,ARS,4939.2,1200.0
2849,5000002848,1000002152,1,674,2,3,3,3,1222456,2,10800.0,2160.0,19440.0,FULFILLED,ARS,4082.4,0.0
2850,5000002849,1000002153,1,747,1,-1,-1,1822,618328,1,13200.0,264.0,12936.0,PAID,ARS,2716.56,1500.0
2851,5000002850,1000002154,2,503,2,2,2,2,794427,3,15000.0,900.0,44100.0,FULFILLED,ARS,9261.0,0.0
2852,5000002851,1000002155,1,55,1,-1,-1,3081,488939,2,10800.0,0.0,21600.0,PAID,ARS,15019.2,900.0
2853,5000002852,1000002155,2,55,1,-1,-1,3081,488939,2,15000.0,600.0,29400.0,PAID,ARS,15019.2,900.0
2854,5000002853,1000002155,1,55,1,-1,-1,3081,488939,2,10800.0,1080.0,20520.0,PAID,ARS,15019.2,900.0
2855,5000002854,1000002156,1,146,1,-1,-1,1682,1242096,3,12000.0,1800.0,34200.0,FULFILLED,ARS,13482.0,1200.0
2856,5000002855,1000002156,2,146,1,-1,-1,1682,1242096,2,15000.0,0.0,30000.0,FULFILLED,ARS,13482.0,1200.0
2857,5000002856,1000002157,2,978,2,3,3,3,1211205,2,13500.0,2700.0,24300.0,FULFILLED,ARS,12436.2,0.0
2858,5000002857,1000002157,1,978,2,3,3,3,1211205,2,12000.0,480.0,23520.0,FULFILLED,ARS,12436.2,0.0
2859,5000002858,1000002157,1,978,2,3,3,3,1211205,1,12000.0,600.0,11400.0,FULFILLED,ARS,12436.2,0.0
2860,5000002859,1000002158,2,1414,1,-1,-1,788,1024810,3,15000.0,900.0,44100.0,FULFILLED,ARS,16821.0,1200.0
2861,5000002860,1000002158,1,1414,1,-1,-1,788,1024810,3,12000.0,0.0,36000.0,FULFILLED,ARS,16821.0,1200.0
2862,5000002861,1000002159,1,1406,2,1,1,1,499524,2,12600.0,0.0,25200.0,CANCELLED,ARS,5292.0,0.0
2863,5000002862,1000002160,1,1188,1,-1,-1,1088,959533,2,12600.0,0.0,25200.0,PAID,ARS,5292.0,1200.0
2864,5000002863,1000002161,2,212,1,-1,-1,1393,823840,3,15000.0,2250.0,42750.0,REFUNDED,ARS,14269.5,1200.0
2865,5000002864,1000002161,1,212,1,-1,-1,1393,823840,2,12600.0,0.0,25200.0,REFUNDED,ARS,14269.5,1200.0
2866,5000002865,1000002162,2,1075,2,1,1,1,408748,2,16500.0,0.0,33000.0,FULFILLED,ARS,6930.0,0.0
2867,5000002866,1000002163,1,974,1,-1,-1,1117,1229646,2,12000.0,1200.0,22800.0,FULFILLED,ARS,4788.0,900.0
2868,5000002867,1000002164,1,1476,2,2,2,2,599365,3,12600.0,1890.0,35910.0,FULFILLED,ARS,7541.1,0.0
2869,5000002868,1000002165,2,1438,1,-1,-1,873,917150,1,15000.0,300.0,14700.0,FULFILLED,ARS,3087.0,0.0
2870,5000002869,1000002166,2,1012,2,4,4,4,399333,1,15000.0,750.0,14250.0,FULFILLED,ARS,2992.5,0.0
2871,5000002870,1000002167,1,27,2,1,1,1,1057889,1,12600.0,0.0,12600.0,REFUNDED,ARS,2646.0,0.0
2872,5000002871,1000002168,2,723,2,4,4,4,910817,2,15000.0,3000.0,27000.0,CANCELLED,ARS,5670.0,0.0
2873,5000002872,1000002169,1,247,1,-1,-1,439,1247724,3,12000.0,720.0,35280.0,REFUNDED,ARS,7408.8,1200.0
2874,5000002873,1000002170,2,304,1,-1,-1,2420,1010610,3,15000.0,0.0,45000.0,FULFILLED,ARS,9450.0,1200.0
2875,5000002874,1000002171,2,394,1,-1,-1,68,434837,1,15750.0,787.5,14962.5,PAID,ARS,7678.12,900.0
2876,5000002875,1000002171,1,394,1,-1,-1,68,434837,2,12000.0,2400.0,21600.0,PAID,ARS,7678.12,900.0
2877,5000002876,1000002172,2,1485,2,2,2,2,892550,1,15000.0,1500.0,13500.0,FULFILLED,ARS,2835.0,0.0
2878,5000002877,1000002173,2,1210,1,-1,-1,505,509201,2,15000.0,0.0,30000.0,PAID,ARS,6300.0,0.0
2879,5000002878,1000002174,1,381,1,-1,-1,2176,361808,1,12000.0,240.0,11760.0,FULFILLED,ARS,2469.6,900.0
2880,5000002879,1000002175,2,1108,2,3,3,3,453247,1,13500.0,675.0,12825.0,FULFILLED,ARS,2693.25,0.0
2881,5000002880,1000002176,1,1171,2,2,2,2,1164735,1,12600.0,630.0,11970.0,FULFILLED,ARS,2513.7,0.0
2882,5000002881,1000002177,1,834,2,1,1,1,402456,2,12000.0,0.0,24000.0,FULFILLED,ARS,14490.0,0.0
2883,5000002882,1000002177,2,834,2,1,1,1,402456,3,15000.0,0.0,45000.0,FULFILLED,ARS,14490.0,0.0
2884,5000002883,1000002178,2,746,1,-1,-1,1674,1008751,1,13500.0,0.0,13500.0,FULFILLED,ARS,2835.0,900.0
2885,5000002884,1000002179,1,796,1,-1,-1,2232,599545,2,12000.0,480.0,23520.0,PAID,ARS,4939.2,1200.0
2886,5000002885,1000002180,1,814,2,2,2,2,1183536,3,12600.0,1890.0,35910.0,FULFILLED,ARS,7541.1,0.0
2887,5000002886,1000002181,2,843,1,-1,-1,227,1213758,3,15000.0,0.0,45000.0,FULFILLED,ARS,9450.0,1200.0
2888,5000002887,1000002182,2,218,1,-1,-1,2392,1127766,1,15750.0,1575.0,14175.0,FULFILLED,ARS,2976.75,1200.0
2889,5000002888,1000002183,1,209,2,4,4,4,420464,2,12000.0,1200.0,22800.0,PAID,ARS,4788.0,0.0
2890,5000002889,1000002184,1,367,2,1,1,1,1123087,1,12000.0,600.0,11400.0,REFUNDED,ARS,2394.0,0.0
2891,5000002890,1000002185,2,902,1,-1,-1,2861,517551,1,16500.0,1650.0,14850.0,PAID,ARS,3118.5,1500.0
2892,5000002891,1000002186,1,1484,2,4,4,4,566464,1,13200.0,0.0,13200.0,FULFILLED,ARS,5241.6,0.0
2893,5000002892,1000002186,1,1484,2,4,4,4,566464,1,12000.0,240.0,11760.0,FULFILLED,ARS,5241.6,0.0
2894,5000002893,1000002187,2,1094,1,-1,-1,521,912696,3,13500.0,2025.0,38475.0,FULFILLED,ARS,8079.75,1500.0
2895,5000002894,1000002188,1,1113,2,3,3,3,379892,2,12600.0,2520.0,22680.0,FULFILLED,ARS,4762.8,0.0
2896,5000002895,1000002189,2,930,1,-1,-1,2970,531345,2,13500.0,2700.0,24300.0,FULFILLED,ARS,12310.2,0.0
2897,5000002896,1000002189,1,930,1,-1,-1,2970,531345,2,12000.0,480.0,23520.0,FULFILLED,ARS,12310.2,0.0
2898,5000002897,1000002189,1,930,1,-1,-1,2970,531345,1,12000.0,1200.0,10800.0,FULFILLED,ARS,12310.2,0.0
2899,5000002898,1000002190,1,1135,2,1,1,1,1026334,1,12000.0,600.0,11400.0,FULFILLED,ARS,2394.0,0.0
2900,5000002899,1000002191,1,476,1,-1,-1,3124,1166292,2,12000.0,0.0,24000.0,PAID,ARS,8032.5,1200.0
2901,5000002900,1000002191,2,476,1,-1,-1,3124,1166292,1,15000.0,750.0,14250.0,PAID,ARS,8032.5,1200.0
2902,5000002901,1000002192,1,972,2,2,2,2,751318,1,12000.0,0.0,12000.0,CANCELLED,ARS,4914.0,0.0
2903,5000002902,1000002192,1,972,2,2,2,2,751318,1,12000.0,600.0,11400.0,CANCELLED,ARS,4914.0,0.0
2904,5000002903,1000002193,1,872,2,4,4,4,562139,3,12600.0,3780.0,34020.0,FULFILLED,ARS,7144.2,0.0
2905,5000002904,1000002194,1,1396,2,2,2,2,739922,1,12000.0,240.0,11760.0,FULFILLED,ARS,11730.6,0.0
2906,5000002905,1000002194,2,1396,2,2,2,2,739922,3,15000.0,900.0,44100.0,FULFILLED,ARS,11730.6,0.0
2907,5000002906,1000002195,2,998,2,2,2,2,628641,3,15750.0,0.0,47250.0,FULFILLED,ARS,9922.5,0.0
2908,5000002907,1000002196,2,69,1,-1,-1,2930,1098486,3,15000.0,4500.0,40500.0,CANCELLED,ARS,8505.0,1200.0
2909,5000002908,1000002197,2,873,1,-1,-1,123,1250694,3,15000.0,4500.0,40500.0,PAID,ARS,8505.0,900.0
2910,5000002909,1000002198,2,862,2,3,3,3,840496,1,15000.0,750.0,14250.0,FULFILLED,ARS,9276.75,0.0
2911,5000002910,1000002198,2,862,2,3,3,3,840496,2,15750.0,1575.0,29925.0,FULFILLED,ARS,9276.75,0.0
2912,5000002911,1000002199,2,1029,1,-1,-1,2977,1010677,2,15750.0,630.0,30870.0,FULFILLED,ARS,6482.7,1200.0
2913,5000002912,1000002200,1,721,2,3,3,3,1071758,3,12000.0,0.0,36000.0,FULFILLED,ARS,7560.0,0.0
2914,5000002913,1000002201,1,150,2,4,4,4,993325,2,12600.0,1260.0,23940.0,FULFILLED,ARS,9966.6,0.0
2915,5000002914,1000002201,1,150,2,4,4,4,993325,2,12000.0,480.0,23520.0,FULFILLED,ARS,9966.6,0.0
2916,5000002915,1000002202,2,1004,1,-1,-1,1367,913095,2,15000.0,1500.0,28500.0,FULFILLED,ARS,5985.0,0.0
2917,5000002916,1000002203,1,450,2,1,1,1,1044001,2,10800.0,0.0,21600.0,FULFILLED,ARS,13769.28,0.0
2918,5000002917,1000002203,1,450,2,1,1,1,1044001,2,12000.0,1200.0,22800.0,FULFILLED,ARS,13769.28,0.0
2919,5000002918,1000002203,1,450,2,1,1,1,1044001,2,10800.0,432.0,21168.0,FULFILLED,ARS,13769.28,0.0
2920,5000002919,1000002204,2,172,2,1,1,1,478743,2,15750.0,1575.0,29925.0,FULFILLED,ARS,6284.25,0.0
