order_sk,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount
1267,1000001266,60,2,2,2,2,1150091,CANCELLED,ARS,29400.0,6174.0,0.0,35574.0
1268,1000001267,293,1,-1,-1,1906,627872,FULFILLED,ARS,45780.0,9613.8,0.0,55393.8
1269,1000001268,385,1,-1,-1,746,960581,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1270,1000001269,748,1,-1,-1,1509,393091,FULFILLED,ARS,10584.0,2222.64,1500.0,14306.64
1271,1000001270,559,1,-1,-1,1809,798632,CREATED,ARS,30870.0,6482.7,1200.0,38552.7
1272,1000001271,151,2,4,4,4,438190,CANCELLED,ARS,13500.0,2835.0,0.0,16335.0
1273,1000001272,189,1,-1,-1,2899,484327,FULFILLED,ARS,34020.0,7144.2,900.0,42064.2
1274,1000001273,1438,1,-1,-1,1455,386104,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
1275,1000001274,503,1,-1,-1,348,582786,CREATED,ARS,42000.0,8820.0,1500.0,52320.0
1276,1000001275,889,1,-1,-1,2357,1091056,FULFILLED,ARS,25800.0,5418.0,0.0,31218.0
1277,1000001276,430,2,2,2,2,1117249,FULFILLED,ARS,47472.0,9969.12,0.0,57441.12
1278,1000001277,998,1,-1,-1,1197,807095,FULFILLED,ARS,42750.0,8977.5,1500.0,53227.5
1279,1000001278,612,1,-1,-1,809,1158183,CANCELLED,ARS,21120.0,4435.2,1200.0,26755.2
1280,1000001279,658,1,-1,-1,732,958822,REFUNDED,ARS,51300.0,10773.0,900.0,62973.0
1281,1000001280,44,1,-1,-1,2973,1003417,FULFILLED,ARS,35640.0,7484.4,1200.0,44324.4
1282,1000001281,892,1,-1,-1,2925,407850,FULFILLED,ARS,62532.0,13131.72,900.0,76563.72
1283,1000001282,1360,1,-1,-1,339,504368,FULFILLED,ARS,38475.0,8079.75,1200.0,47754.75
1284,1000001283,252,1,-1,-1,2850,456846,FULFILLED,ARS,15000.0,3150.0,1200.0,19350.0
1285,1000001284,197,2,1,1,1,1250236,PAID,ARS,129600.0,27216.0,0.0,156816.0
1286,1000001285,342,2,2,2,2,546748,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
1287,1000001286,925,2,1,1,1,437780,REFUNDED,ARS,36000.0,7560.0,0.0,43560.0
1288,1000001287,779,1,-1,-1,3121,1042567,PAID,ARS,45000.0,9450.0,1200.0,55650.0
1289,1000001288,285,1,-1,-1,2080,402436,PAID,ARS,13200.0,2772.0,1500.0,17472.0
1290,1000001289,1121,1,-1,-1,1476,819781,CANCELLED,ARS,42750.0,8977.5,1200.0,52927.5
1291,1000001290,916,1,-1,-1,992,1268688,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
1292,1000001291,818,2,2,2,2,475890,PAID,ARS,27000.0,5670.0,0.0,32670.0
1293,1000001292,826,1,-1,-1,836,831001,FULFILLED,ARS,25200.0,5292.0,900.0,31392.0
1294,1000001293,1082,1,-1,-1,2877,863375,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
1295,1000001294,999,1,-1,-1,336,465297,FULFILLED,ARS,10584.0,2222.64,0.0,12806.64
1296,1000001295,488,1,-1,-1,867,548655,FULFILLED,ARS,12348.0,2593.08,1500.0,16441.08
1297,1000001296,1155,1,-1,-1,1250,428991,REFUNDED,ARS,35280.0,7408.8,900.0,43588.8
1298,1000001297,1092,2,2,2,2,680508,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
1299,1000001298,221,1,-1,-1,1463,573848,CANCELLED,ARS,42240.0,8870.4,0.0,51110.4
1300,1000001299,865,1,-1,-1,639,550200,CANCELLED,ARS,35280.0,7408.8,1200.0,43888.8
1301,1000001300,715,2,1,1,1,1022833,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
1302,1000001301,180,1,-1,-1,601,594224,PAID,ARS,19440.0,4082.4,1500.0,25022.4
1303,1000001302,650,2,4,4,4,967904,FULFILLED,ARS,35640.0,7484.4,0.0,43124.4
1304,1000001303,208,1,-1,-1,149,471474,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0
1305,1000001304,1406,2,3,3,3,426956,FULFILLED,ARS,63036.0,13237.56,0.0,76273.56
1306,1000001305,353,1,-1,-1,1922,765354,FULFILLED,ARS,16500.0,3465.0,0.0,19965.0
1307,1000001306,1263,1,-1,-1,505,754967,CANCELLED,ARS,10800.0,2268.0,0.0,13068.0
1308,1000001307,1094,2,2,2,2,719096,CREATED,ARS,9720.0,2041.2,0.0,11761.2
1309,1000001308,318,2,4,4,4,642138,PAID,ARS,25650.0,5386.5,0.0,31036.5
1310,1000001309,1257,1,-1,-1,1990,526681,FULFILLED,ARS,60075.0,12615.75,1500.0,74190.75
1311,1000001310,551,2,3,3,3,559360,CANCELLED,ARS,28500.0,5985.0,0.0,34485.0
1312,1000001311,918,1,-1,-1,1837,456191,PAID,ARS,58644.0,12315.24,900.0,71859.24
1313,1000001312,800,2,2,2,2,480762,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
1314,1000001313,1152,1,-1,-1,2073,629374,FULFILLED,ARS,44100.0,9261.0,1500.0,54861.0
1315,1000001314,1471,1,-1,-1,1941,701821,FULFILLED,ARS,28500.0,5985.0,1500.0,35985.0
1316,1000001315,696,1,-1,-1,2076,1241294,PAID,ARS,27000.0,5670.0,900.0,33570.0
1317,1000001316,945,2,1,1,1,622536,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
1318,1000001317,214,1,-1,-1,1015,938312,CANCELLED,ARS,39960.0,8391.6,1200.0,49551.6
1319,1000001318,465,1,-1,-1,575,774436,CREATED,ARS,24000.0,5040.0,1200.0,30240.0
1320,1000001319,998,1,-1,-1,3046,462417,FULFILLED,ARS,58020.0,12184.2,1500.0,71704.2
1321,1000001320,144,1,-1,-1,198,671220,FULFILLED,ARS,15000.0,3150.0,1500.0,19650.0
1322,1000001321,683,1,-1,-1,20,876017,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5
1323,1000001322,937,1,-1,-1,384,1023275,FULFILLED,ARS,60408.0,12685.68,1200.0,74293.68
1324,1000001323,500,1,-1,-1,2087,606854,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0
1325,1000001324,237,2,4,4,4,497526,FULFILLED,ARS,75780.0,15913.8,0.0,91693.8
1326,1000001325,1371,1,-1,-1,867,678998,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0
1327,1000001326,479,1,-1,-1,3151,1017427,FULFILLED,ARS,50274.0,10557.54,1200.0,62031.54
1328,1000001327,786,2,2,2,2,1064321,CREATED,ARS,11400.0,2394.0,0.0,13794.0
1329,1000001328,1148,2,1,1,1,597459,FULFILLED,ARS,47700.0,10017.0,0.0,57717.0
1330,1000001329,756,2,3,3,3,809176,REFUNDED,ARS,34200.0,7182.0,0.0,41382.0
1331,1000001330,1266,2,2,2,2,1267479,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
1332,1000001331,276,2,3,3,3,689990,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
1333,1000001332,174,2,2,2,2,1163431,FULFILLED,ARS,54390.0,11421.9,0.0,65811.9
1334,1000001333,9,2,2,2,2,1250468,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1335,1000001334,326,1,-1,-1,1585,609391,FULFILLED,ARS,9720.0,2041.2,900.0,12661.2
1336,1000001335,1213,2,2,2,2,1092311,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28
1337,1000001336,550,2,4,4,4,1245703,FULFILLED,ARS,24696.0,5186.16,0.0,29882.16
1338,1000001337,837,2,2,2,2,925059,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
1339,1000001338,1303,2,1,1,1,356256,FULFILLED,ARS,38760.0,8139.6,0.0,46899.6
1340,1000001339,327,1,-1,-1,2109,1097790,FULFILLED,ARS,44550.0,9355.5,900.0,54805.5
1341,1000001340,1206,2,1,1,1,1020852,CREATED,ARS,12000.0,2520.0,0.0,14520.0
1342,1000001341,942,1,-1,-1,74,387304,PAID,ARS,32400.0,6804.0,1200.0,40404.0
1343,1000001342,379,2,2,2,2,1109157,FULFILLED,ARS,86850.0,18238.5,0.0,105088.5
1344,1000001343,186,1,-1,-1,2778,956921,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0
1345,1000001344,1264,1,-1,-1,1252,1105553,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8
1346,1000001345,1327,2,1,1,1,1075634,FULFILLED,ARS,13200.0,2772.0,0.0,15972.0
1347,1000001346,498,1,-1,-1,1862,946478,FULFILLED,ARS,11400.0,2394.0,1200.0,14994.0
1348,1000001347,1439,1,-1,-1,2315,804137,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0
1349,1000001348,545,2,2,2,2,1074184,FULFILLED,ARS,41175.0,8646.75,0.0,49821.75
1350,1000001349,833,1,-1,-1,1408,1071055,PAID,ARS,32400.0,6804.0,1200.0,40404.0
1351,1000001350,646,1,-1,-1,1627,694988,PAID,ARS,13500.0,2835.0,1200.0,17535.0
1352,1000001351,732,1,-1,-1,783,657862,FULFILLED,ARS,21600.0,4536.0,1500.0,27636.0
1353,1000001352,213,1,-1,-1,1845,612541,FULFILLED,ARS,54300.0,11403.0,0.0,65703.0
1354,1000001353,1365,2,3,3,3,885174,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
1355,1000001354,545,2,1,1,1,797127,FULFILLED,ARS,31752.0,6667.92,0.0,38419.92
1356,1000001355,821,2,3,3,3,899722,CANCELLED,ARS,10800.0,2268.0,0.0,13068.0
1357,1000001356,641,2,1,1,1,1046134,FULFILLED,ARS,31500.0,6615.0,0.0,38115.0
1358,1000001357,468,1,-1,-1,466,951955,FULFILLED,ARS,58800.0,12348.0,0.0,71148.0
1359,1000001358,609,2,2,2,2,860521,PAID,ARS,79269.0,16646.49,0.0,95915.49
1360,1000001359,880,1,-1,-1,1838,1192745,CANCELLED,ARS,36000.0,7560.0,900.0,44460.0
1361,1000001360,237,1,-1,-1,1237,1221378,CREATED,ARS,22800.0,4788.0,900.0,28488.0
1362,1000001361,506,1,-1,-1,3017,840607,FULFILLED,ARS,32400.0,6804.0,1500.0,40704.0
1363,1000001362,716,1,-1,-1,134,680273,CREATED,ARS,12000.0,2520.0,1200.0,15720.0
1364,1000001363,1141,1,-1,-1,26,1199076,FULFILLED,ARS,31752.0,6667.92,1200.0,39619.92
1365,1000001364,1492,1,-1,-1,1176,1016631,FULFILLED,ARS,37800.0,7938.0,900.0,46638.0
1366,1000001365,1465,1,-1,-1,3102,1069529,CANCELLED,ARS,38475.0,8079.75,900.0,47454.75
1367,1000001366,1133,1,-1,-1,1774,834455,FULFILLED,ARS,40584.0,8522.64,900.0,50006.64
1368,1000001367,1120,1,-1,-1,3095,1156596,REFUNDED,ARS,32400.0,6804.0,1200.0,40404.0
1369,1000001368,692,1,-1,-1,639,376881,FULFILLED,ARS,47250.0,9922.5,1500.0,58672.5
1370,1000001369,1176,1,-1,-1,630,965340,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
1371,1000001370,188,1,-1,-1,3012,1037510,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
1372,1000001371,700,1,-1,-1,2819,1022361,FULFILLED,ARS,30780.0,6463.8,1200.0,38443.8
1373,1000001372,194,2,2,2,2,1009604,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
1374,1000001373,1054,1,-1,-1,2363,874587,REFUNDED,ARS,26340.0,5531.4,900.0,32771.4
1375,1000001374,993,2,1,1,1,934741,CANCELLED,ARS,46260.0,9714.6,0.0,55974.6
1376,1000001375,337,1,-1,-1,1493,994022,FULFILLED,ARS,56880.0,11944.8,1500.0,70324.8
1377,1000001376,218,2,2,2,2,666143,FULFILLED,ARS,10260.0,2154.6,0.0,12414.6
1378,1000001377,1456,1,-1,-1,3134,457813,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
1379,1000001378,259,2,1,1,1,742347,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
1380,1000001379,279,2,4,4,4,625473,FULFILLED,ARS,21384.0,4490.64,0.0,25874.64
1381,1000001380,132,1,-1,-1,2981,1072875,FULFILLED,ARS,15675.0,3291.75,900.0,19866.75
1382,1000001381,1250,2,2,2,2,424749,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
1383,1000001382,1354,2,1,1,1,1125224,FULFILLED,ARS,98550.0,20695.5,0.0,119245.5
1384,1000001383,1447,1,-1,-1,313,1211719,REFUNDED,ARS,11340.0,2381.4,0.0,13721.4
1385,1000001384,995,2,2,2,2,755034,PAID,ARS,46560.0,9777.6,0.0,56337.6
1386,1000001385,755,1,-1,-1,719,778477,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0
1387,1000001386,964,1,-1,-1,2943,658772,FULFILLED,ARS,15000.0,3150.0,1200.0,19350.0
1388,1000001387,147,1,-1,-1,2771,648762,FULFILLED,ARS,11400.0,2394.0,1200.0,14994.0
1389,1000001388,1340,2,1,1,1,943756,FULFILLED,ARS,45252.0,9502.92,0.0,54754.92
1390,1000001389,544,1,-1,-1,1615,1052187,PAID,ARS,11400.0,2394.0,0.0,13794.0
1391,1000001390,667,1,-1,-1,2602,1135817,PAID,ARS,32400.0,6804.0,900.0,40104.0
1392,1000001391,1200,2,4,4,4,726489,CANCELLED,ARS,36000.0,7560.0,0.0,43560.0
1393,1000001392,1251,1,-1,-1,1332,587854,FULFILLED,ARS,19440.0,4082.4,1200.0,24722.4
1394,1000001393,1187,1,-1,-1,1951,695736,FULFILLED,ARS,25260.0,5304.6,0.0,30564.6
1395,1000001394,1158,2,3,3,3,386566,REFUNDED,ARS,35280.0,7408.8,0.0,42688.8
1396,1000001395,250,1,-1,-1,3048,750978,FULFILLED,ARS,44887.5,9426.38,900.0,55213.88
1397,1000001396,618,1,-1,-1,2635,865583,FULFILLED,ARS,12936.0,2716.56,1200.0,16852.56
1398,1000001397,1319,2,3,3,3,1157975,FULFILLED,ARS,15750.0,3307.5,0.0,19057.5
1399,1000001398,5,2,2,2,2,803298,FULFILLED,ARS,42525.0,8930.25,0.0,51455.25
1400,1000001399,1390,1,-1,-1,1814,923204,REFUNDED,ARS,58725.0,12332.25,0.0,71057.25
1401,1000001400,761,1,-1,-1,2331,880404,FULFILLED,ARS,38475.0,8079.75,1500.0,48054.75
1402,1000001401,16,2,4,4,4,832960,PAID,ARS,49260.0,10344.6,0.0,59604.6
1403,1000001402,261,1,-1,-1,749,653530,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6
1404,1000001403,18,1,-1,-1,616,1187518,FULFILLED,ARS,80880.0,16984.8,900.0,98764.8
1405,1000001404,1320,1,-1,-1,2590,1157488,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
1406,1000001405,1010,1,-1,-1,1340,496332,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0
1407,1000001406,614,2,1,1,1,480337,FULFILLED,ARS,84780.0,17803.8,0.0,102583.8
1408,1000001407,1264,1,-1,-1,1974,1044629,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
1409,1000001408,1134,1,-1,-1,930,694905,FULFILLED,ARS,25650.0,5386.5,900.0,31936.5
1410,1000001409,385,1,-1,-1,690,936654,FULFILLED,ARS,42936.0,9016.56,900.0,52852.56
1411,1000001410,235,1,-1,-1,1712,641515,FULFILLED,ARS,13500.0,2835.0,1500.0,17835.0
1412,1000001411,1388,1,-1,-1,69,800440,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
1413,1000001412,398,1,-1,-1,2715,1127012,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
1414,1000001413,774,1,-1,-1,2703,1157944,FULFILLED,ARS,13200.0,2772.0,1500.0,17472.0
1415,1000001414,833,1,-1,-1,2930,1103008,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
1416,1000001415,195,2,2,2,2,377494,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
1417,1000001416,355,2,2,2,2,875918,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
1418,1000001417,1095,2,2,2,2,1053879,REFUNDED,ARS,11400.0,2394.0,0.0,13794.0
1419,1000001418,1374,2,2,2,2,624396,CANCELLED,ARS,109305.0,22954.05,0.0,132259.05
1420,1000001419,1426,1,-1,-1,676,917888,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7
1421,1000001420,1226,1,-1,-1,304,629928,FULFILLED,ARS,11400.0,2394.0,1500.0,15294.0
1422,1000001421,561,1,-1,-1,2514,856663,PAID,ARS,47025.0,9875.25,1200.0,58100.25
1423,1000001422,756,1,-1,-1,2050,526777,REFUNDED,ARS,39300.0,8253.0,1500.0,49053.0
1424,1000001423,418,2,1,1,1,523794,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
1425,1000001424,1213,1,-1,-1,835,542493,PAID,ARS,40500.0,8505.0,1500.0,50505.0
1426,1000001425,600,2,3,3,3,818555,PAID,ARS,25080.0,5266.8,0.0,30346.8
1427,1000001426,242,2,3,3,3,657543,FULFILLED,ARS,50400.0,10584.0,0.0,60984.0
1428,1000001427,341,2,1,1,1,748885,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
1429,1000001428,325,2,1,1,1,1143088,FULFILLED,ARS,63510.0,13337.1,0.0,76847.1
1430,1000001429,104,1,-1,-1,336,407574,FULFILLED,ARS,11760.0,2469.6,1200.0,15429.6
1431,1000001430,1125,2,1,1,1,754958,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
1432,1000001431,598,1,-1,-1,2883,1187064,REFUNDED,ARS,84120.0,17665.2,0.0,101785.2
1433,1000001432,20,1,-1,-1,1081,996209,FULFILLED,ARS,70425.0,14789.25,1200.0,86414.25
1434,1000001433,656,1,-1,-1,2400,1167456,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
1435,1000001434,319,2,3,3,3,1269931,FULFILLED,ARS,50520.0,10609.2,0.0,61129.2
1436,1000001435,922,2,3,3,3,437743,PAID,ARS,83925.0,17624.25,0.0,101549.25
1437,1000001436,868,2,1,1,1,487885,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
1438,1000001437,31,2,1,1,1,570548,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2
1439,1000001438,890,2,4,4,4,362961,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1440,1000001439,643,1,-1,-1,2090,1126845,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0
1441,1000001440,1110,1,-1,-1,2188,808912,PAID,ARS,13500.0,2835.0,900.0,17235.0
1442,1000001441,1210,1,-1,-1,2023,727956,FULFILLED,ARS,59850.0,12568.5,1200.0,73618.5
1443,1000001442,1041,2,1,1,1,629756,CANCELLED,ARS,24000.0,5040.0,0.0,29040.0
1444,1000001443,561,1,-1,-1,412,568662,FULFILLED,ARS,59670.0,12530.7,0.0,72200.7
1445,1000001444,812,1,-1,-1,168,882912,CANCELLED,ARS,11340.0,2381.4,1200.0,14921.4
1446,1000001445,1219,2,3,3,3,811205,PAID,ARS,37620.0,7900.2,0.0,45520.2
1447,1000001446,1246,2,3,3,3,451621,FULFILLED,ARS,36600.0,7686.0,0.0,44286.0
1448,1000001447,116,1,-1,-1,334,841987,CANCELLED,ARS,35910.0,7541.1,0.0,43451.1
1449,1000001448,204,2,2,2,2,860205,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
1450,1000001449,116,2,3,3,3,1051189,FULFILLED,ARS,12600.0,2646.0,0.0,15246.0
1451,1000001450,491,1,-1,-1,3151,626210,FULFILLED,ARS,12600.0,2646.0,1500.0,16746.0
1452,1000001451,1281,1,-1,-1,1391,1217295,FULFILLED,ARS,81144.0,17040.24,1200.0,99384.24
1453,1000001452,384,2,2,2,2,1049269,FULFILLED,ARS,83400.0,17514.0,0.0,100914.0
1454,1000001453,595,2,3,3,3,1187405,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
1455,1000001454,185,1,-1,-1,32,957895,FULFILLED,ARS,24420.0,5128.2,1200.0,30748.2
1456,1000001455,1329,1,-1,-1,2560,1166446,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
1457,1000001456,458,2,4,4,4,380629,FULFILLED,ARS,53568.0,11249.28,0.0,64817.28
1458,1000001457,711,1,-1,-1,1015,470142,PAID,ARS,10800.0,2268.0,1500.0,14568.0
1459,1000001458,1169,1,-1,-1,667,412940,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
1460,1000001459,1185,1,-1,-1,1428,587856,FULFILLED,ARS,54900.0,11529.0,900.0,67329.0
1461,1000001460,1042,2,1,1,1,526525,CANCELLED,ARS,60750.0,12757.5,0.0,73507.5
1462,1000001461,941,2,1,1,1,420642,FULFILLED,ARS,24696.0,5186.16,0.0,29882.16
1463,1000001462,963,2,3,3,3,627786,FULFILLED,ARS,63210.0,13274.1,0.0,76484.1
1464,1000001463,642,1,-1,-1,1058,933844,PAID,ARS,48720.0,10231.2,900.0,59851.2
1465,1000001464,948,2,1,1,1,503258,PAID,ARS,67596.0,14195.16,0.0,81791.16
1466,1000001465,1356,1,-1,-1,2266,541329,FULFILLED,ARS,30780.0,6463.8,1500.0,38743.8
1467,1000001466,708,1,-1,-1,2855,401246,CANCELLED,ARS,30375.0,6378.75,1500.0,38253.75
1468,1000001467,841,2,1,1,1,420333,FULFILLED,ARS,25650.0,5386.5,0.0,31036.5
1469,1000001468,1325,2,2,2,2,1204923,FULFILLED,ARS,26700.0,5607.0,0.0,32307.0
1470,1000001469,703,1,-1,-1,946,358137,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1471,1000001470,748,1,-1,-1,1489,744783,FULFILLED,ARS,34020.0,7144.2,900.0,42064.2
1472,1000001471,1219,2,4,4,4,530139,PAID,ARS,14700.0,3087.0,0.0,17787.0
1473,1000001472,1358,2,1,1,1,471270,FULFILLED,ARS,45225.0,9497.25,0.0,54722.25
1474,1000001473,395,1,-1,-1,3102,636998,FULFILLED,ARS,34800.0,7308.0,1200.0,43308.0
1475,1000001474,536,1,-1,-1,1602,831525,FULFILLED,ARS,55800.0,11718.0,1500.0,69018.0
1476,1000001475,31,2,1,1,1,1116229,FULFILLED,ARS,90000.0,18900.0,0.0,108900.0
1477,1000001476,1414,1,-1,-1,3051,354150,PAID,ARS,40500.0,8505.0,1500.0,50505.0
1478,1000001477,963,1,-1,-1,267,470222,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
1479,1000001478,780,1,-1,-1,2735,1190513,FULFILLED,ARS,33048.0,6940.08,1200.0,41188.08
1480,1000001479,489,1,-1,-1,2403,355944,CANCELLED,ARS,37800.0,7938.0,0.0,45738.0
1481,1000001480,42,2,3,3,3,1037801,REFUNDED,ARS,37125.0,7796.25,0.0,44921.25
1482,1000001481,228,2,1,1,1,499091,FULFILLED,ARS,56100.0,11781.0,0.0,67881.0
1483,1000001482,670,1,-1,-1,2491,942143,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
1484,1000001483,652,2,2,2,2,645557,FULFILLED,ARS,39690.0,8334.9,0.0,48024.9
1485,1000001484,308,2,1,1,1,723568,FULFILLED,ARS,65160.0,13683.6,0.0,78843.6
1486,1000001485,1094,1,-1,-1,943,874974,REFUNDED,ARS,68100.0,14301.0,0.0,82401.0
1487,1000001486,76,2,3,3,3,626638,FULFILLED,ARS,43200.0,9072.0,0.0,52272.0
1488,1000001487,1435,1,-1,-1,1156,681408,REFUNDED,ARS,10800.0,2268.0,0.0,13068.0
1489,1000001488,703,1,-1,-1,1943,750770,PAID,ARS,12936.0,2716.56,1200.0,16852.56
1490,1000001489,792,2,1,1,1,1182375,PAID,ARS,13200.0,2772.0,0.0,15972.0
1491,1000001490,332,1,-1,-1,3103,550147,FULFILLED,ARS,10260.0,2154.6,900.0,13314.6
1492,1000001491,69,1,-1,-1,2102,922870,FULFILLED,ARS,75396.0,15833.16,1200.0,92429.16
1493,1000001492,311,2,4,4,4,615690,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
1494,1000001493,724,1,-1,-1,1774,1080006,FULFILLED,ARS,28350.0,5953.5,900.0,35203.5
1495,1000001494,1238,1,-1,-1,2746,1163922,FULFILLED,ARS,23940.0,5027.4,900.0,29867.4
1496,1000001495,488,2,3,3,3,471763,PAID,ARS,46305.0,9724.05,0.0,56029.05
1497,1000001496,1435,2,3,3,3,799390,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
1498,1000001497,612,2,3,3,3,1051595,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
1499,1000001498,1116,2,3,3,3,428011,PAID,ARS,33000.0,6930.0,0.0,39930.0
1500,1000001499,1496,1,-1,-1,1740,690788,PAID,ARS,29700.0,6237.0,1200.0,37137.0
1501,1000001500,559,2,2,2,2,391408,FULFILLED,ARS,11970.0,2513.7,0.0,14483.7
1502,1000001501,745,2,3,3,3,878669,FULFILLED,ARS,83700.0,17577.0,0.0,101277.0
1503,1000001502,790,1,-1,-1,105,849253,FULFILLED,ARS,54870.0,11522.7,0.0,66392.7
1504,1000001503,67,2,4,4,4,497266,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
1505,1000001504,1029,1,-1,-1,402,958891,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
1506,1000001505,1360,2,1,1,1,1215058,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
1507,1000001506,1366,1,-1,-1,135,1129298,PAID,ARS,24000.0,5040.0,1200.0,30240.0
1508,1000001507,404,1,-1,-1,2213,951746,CANCELLED,ARS,37044.0,7779.24,900.0,45723.24
1509,1000001508,102,2,2,2,2,856617,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
1510,1000001509,1386,1,-1,-1,3034,1272439,FULFILLED,ARS,29700.0,6237.0,1200.0,37137.0
1511,1000001510,1026,1,-1,-1,2197,540017,FULFILLED,ARS,75360.0,15825.6,1200.0,92385.6
1512,1000001511,185,1,-1,-1,3105,657443,REFUNDED,ARS,24300.0,5103.0,900.0,30303.0
1513,1000001512,875,1,-1,-1,465,477184,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
1514,1000001513,1054,2,4,4,4,1098697,CREATED,ARS,23100.0,4851.0,0.0,27951.0
1515,1000001514,351,1,-1,-1,1451,1183392,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
1516,1000001515,1162,1,-1,-1,1432,1228519,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
1517,1000001516,1237,1,-1,-1,969,878741,PAID,ARS,45000.0,9450.0,1200.0,55650.0
1518,1000001517,633,2,1,1,1,1236402,FULFILLED,ARS,42525.0,8930.25,0.0,51455.25
1519,1000001518,405,1,-1,-1,481,712452,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
1520,1000001519,244,1,-1,-1,2600,829174,FULFILLED,ARS,37200.0,7812.0,900.0,45912.0
1521,1000001520,1048,2,1,1,1,1103315,REFUNDED,ARS,37905.0,7960.05,0.0,45865.05
1522,1000001521,324,2,1,1,1,579160,FULFILLED,ARS,46800.0,9828.0,0.0,56628.0
1523,1000001522,179,1,-1,-1,1164,820173,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
1524,1000001523,518,2,4,4,4,865571,FULFILLED,ARS,37770.0,7931.7,0.0,45701.7
1525,1000001524,222,1,-1,-1,2935,1031637,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
1526,1000001525,1301,1,-1,-1,773,980467,FULFILLED,ARS,14175.0,2976.75,900.0,18051.75
1527,1000001526,884,1,-1,-1,664,619912,CREATED,ARS,21600.0,4536.0,1500.0,27636.0
1528,1000001527,865,2,3,3,3,667063,CREATED,ARS,34200.0,7182.0,0.0,41382.0
