nps_sk,responded_at_sk,nps_id,score,comment
612,1267364,13000000611,8,Volvería a comprar
613,688097,13000000612,9,Muy conforme con la calidad
614,367796,13000000613,10,Volvería a comprar
615,1053902,13000000614,1,Volvería a comprar
616,1071604,13000000615,6,Atención muy buena
617,405951,13000000616,9,Tardó un poco más de lo esperado
618,585914,13000000617,7,Atención muy buena
619,701720,13000000618,8,Todo perfecto
620,997741,13000000619,3,Volvería a comprar
621,1204404,13000000620,0,Muy conforme con la calidad
622,602891,13000000621,8,Atención muy buena
623,1155047,13000000622,7,Atención muy buena
624,896312,13000000623,5,Muy conforme con la calidad
625,1025650,13000000624,7,Podría mejorar el empaque
626,1039088,13000000625,10,Muy conforme con la calidad
627,1022648,13000000626,9,Entrega rápida y producto excelente
628,546107,13000000627,7,Todo perfecto
629,682149,13000000628,5,Entrega rápida y producto excelente
630,623088,13000000629,10,Volvería a comprar
631,693297,13000000630,9,Volvería a comprar
632,859149,13000000631,0,Entrega rápida y producto excelente
633,370285,13000000632,9,Volvería a comprar
634,1011480,13000000633,2,Podría mejorar el empaque
635,822097,13000000634,9,Atención muy buena
636,1051910,13000000635,9,Todo perfecto
637,972870,13000000636,9,Podría mejorar el empaque
638,466645,13000000637,9,Todo perfecto
639,1246539,13000000638,10,Tardó un poco más de lo esperado
640,757278,13000000639,10,Muy conforme con la calidad
641,539263,13000000640,10,Atención muy buena
642,1043544,13000000641,8,Muy conforme con la calidad
643,1095052,13000000642,2,No Comment
644,1275148,13000000643,8,No Comment
645,987743,13000000644,7,Muy conforme con la calidad
646,1054702,13000000645,6,Podría mejorar el empaque
647,1018628,13000000646,9,Tardó un poco más de lo esperado
648,1148122,13000000647,0,Tardó un poco más de lo esperado
649,729290,13000000648,6,Atención muy buena
650,392585,13000000649,10,Todo perfecto
651,871704,13000000650,6,Podría mejorar el empaque
652,650310,13000000651,8,Entrega rápida y producto excelente
653,1017462,13000000652,6,Muy conforme con la calidad
654,995297,13000000653,7,Muy conforme con la calidad
655,564996,13000000654,9,Entrega rápida y producto excelente
656,926274,13000000655,6,No Comment
657,574865,13000000656,9,Volvería a comprar
658,998208,13000000657,8,No Comment
659,734517,13000000658,6,Todo perfecto
660,1076191,13000000659,1,Todo perfecto
661,1110009,13000000660,8,Muy conforme con la calidad
662,453210,13000000661,7,Atención muy buena
663,380130,13000000662,1,Podría mejorar el empaque
664,797557,13000000663,9,Tardó un poco más de lo esperado
665,1021276,13000000664,7,Todo perfecto
666,1034101,13000000665,2,Muy conforme con la calidad
667,1268877,13000000666,7,Volvería a comprar
668,1046132,13000000667,7,Entrega rápida y producto excelente
669,1007466,13000000668,7,No Comment
670,417199,13000000669,8,Entrega rápida y producto excelente
671,1003731,13000000670,7,Tardó un poco más de lo esperado
672,1076209,13000000671,6,No Comment
673,434014,13000000672,10,Volvería a comprar
674,1029652,13000000673,7,Todo perfecto
675,683627,13000000674,8,Volvería a comprar
676,448778,13000000675,7,Podría mejorar el empaque
677,480712,13000000676,10,Volvería a comprar
678,1158943,13000000677,9,Podría mejorar el empaque
679,872818,13000000678,7,Atención muy buena
680,384626,13000000679,8,No Comment
681,453410,13000000680,7,Muy conforme con la calidad
682,565425,13000000681,3,Podría mejorar el empaque
683,514188,13000000682,9,Volvería a comprar
684,897384,13000000683,6,Volvería a comprar
685,601441,13000000684,10,Entrega rápida y producto excelente
686,899197,13000000685,0,Todo perfecto
687,447114,13000000686,1,Tardó un poco más de lo esperado
688,479917,13000000687,6,Todo perfecto
689,1202112,13000000688,8,Podría mejorar el empaque
690,391596,13000000689,7,Podría mejorar el empaque
691,571974,13000000690,7,Tardó un poco más de lo esperado
692,1022140,13000000691,10,No Comment
693,793050,13000000692,9,Tardó un poco más de lo esperado
694,775288,13000000693,9,Volvería a comprar
695,1256915,13000000694,9,Muy conforme con la calidad
696,1019766,13000000695,8,No Comment
697,1029553,13000000696,0,No Comment
698,737361,13000000697,10,Podría mejorar el empaque
699,1063816,13000000698,8,Entrega rápida y producto excelente
700,767021,13000000699,10,Volvería a comprar
701,660395,13000000700,1,Tardó un poco más de lo esperado
702,1211719,13000000701,10,Muy conforme con la calidad
703,911478,13000000702,8,Volvería a comprar
704,602039,13000000703,8,Volvería a comprar
705,519960,13000000704,8,Atención muy buena
706,686618,13000000705,3,Muy conforme con la calidad
707,392770,13000000706,1,No Comment
708,1165473,13000000707,10,Volvería a comprar
709,413546,13000000708,10,Todo perfecto
710,1054362,13000000709,6,Podría mejorar el empaque
711,830921,13000000710,9,No Comment
712,1196886,13000000711,6,Atención muy buena
713,436269,13000000712,3,Tardó un poco más de lo esperado
714,897649,13000000713,9,Tardó un poco más de lo esperado
715,682266,13000000714,9,Todo perfecto
716,442578,13000000715,9,Todo perfecto
717,805173,13000000716,9,Volvería a comprar
718,669656,13000000717,9,Tardó un poco más de lo esperado
719,1182094,13000000718,9,Todo perfecto
720,497657,13000000719,9,Volvería a comprar
721,1176756,13000000720,10,Todo perfecto
722,1163947,13000000721,9,Entrega rápida y producto excelente
723,435238,13000000722,7,Podría mejorar el empaque
724,863799,13000000723,7,Podría mejorar el empaque
725,775520,13000000724,6,Atención muy buena
726,1173628,13000000725,7,No Comment
727,859303,13000000726,9,Muy conforme con la calidad
728,675147,13000000727,3,Tardó un poco más de lo esperado
729,405007,13000000728,9,Todo perfecto
730,1113081,13000000729,5,Tardó un poco más de lo esperado
731,714027,13000000730,9,Atención muy buena
732,1233105,13000000731,5,Muy conforme con la calidad
733,958437,13000000732,0,Muy conforme con la calidad
734,375545,13000000733,8,Entrega rápida y producto excelente
735,1013530,13000000734,7,No Comment
736,872588,13000000735,8,No Comment
737,942151,13000000736,7,Tardó un poco más de lo esperado
738,782841,13000000737,6,Entrega rápida y producto excelente
739,775502,13000000738,4,Tardó un poco más de lo esperado
740,1108792,13000000739,7,Muy conforme con la calidad
741,558122,13000000740,9,No Comment
742,1214221,13000000741,10,Tardó un poco más de lo esperado
743,620595,13000000742,6,Entrega rápida y producto excelente
744,588292,13000000743,5,Muy conforme con la calidad
745,557412,13000000744,7,Volvería a comprar
746,515157,13000000745,10,No Comment
747,1082370,13000000746,10,No Comment
748,1060363,13000000747,3,Tardó un poco más de lo esperado
749,1235166,13000000748,8,No Comment
750,1256659,13000000749,9,Entrega rápida y producto excelente
751,451249,13000000750,8,Volvería a comprar
752,531676,13000000751,9,No Comment
753,1095064,13000000752,7,Entrega rápida y producto excelente
754,904750,13000000753,5,No Comment
755,1279233,13000000754,7,Todo perfecto
756,953655,13000000755,0,Muy conforme con la calidad
757,716505,13000000756,9,No Comment
758,1087275,13000000757,8,Muy conforme con la calidad
759,584821,13000000758,0,Todo perfecto
760,507864,13000000759,5,Todo perfecto
761,1020027,13000000760,10,No Comment
762,654412,13000000761,10,No Comment
763,445780,13000000762,8,Tardó un poco más de lo esperado
764,1253937,13000000763,7,Entrega rápida y producto excelente
765,1190679,13000000764,9,Atención muy buena
766,625623,13000000765,3,Entrega rápida y producto excelente
767,1254305,13000000766,10,No Comment
768,1027957,13000000767,8,Todo perfecto
769,671843,13000000768,10,Todo perfecto
770,584638,13000000769,8,Podría mejorar el empaque
771,680264,13000000770,6,Atención muy buena
772,1240439,13000000771,10,Tardó un poco más de lo esperado
773,689990,13000000772,1,Podría mejorar el empaque
774,496184,13000000773,9,Tardó un poco más de lo esperado
775,994641,13000000774,9,Entrega rápida y producto excelente
776,967694,13000000775,0,Muy conforme con la calidad
777,711868,13000000776,9,No Comment
778,376359,13000000777,8,Todo perfecto
779,753444,13000000778,10,Entrega rápida y producto excelente
780,1195286,13000000779,9,Atención muy buena
781,569843,13000000780,6,Muy conforme con la calidad
782,1207408,13000000781,3,Volvería a comprar
783,837860,13000000782,3,Podría mejorar el empaque
784,600719,13000000783,6,Podría mejorar el empaque
785,1089823,13000000784,9,Todo perfecto
786,1252258,13000000785,4,Podría mejorar el empaque
787,1046248,13000000786,10,Todo perfecto
788,485663,13000000787,9,Tardó un poco más de lo esperado
789,714428,13000000788,2,No Comment
790,831915,13000000789,8,Muy conforme con la calidad
791,695704,13000000790,7,Entrega rápida y producto excelente
792,785964,13000000791,10,Entrega rápida y producto excelente
793,1269306,13000000792,8,Volvería a comprar
794,384077,13000000793,7,Entrega rápida y producto excelente
795,691859,13000000794,5,No Comment
796,843255,13000000795,10,Todo perfecto
797,1109651,13000000796,6,Muy conforme con la calidad
798,865679,13000000797,7,Tardó un poco más de lo esperado
799,525414,13000000798,10,No Comment
800,876219,13000000799,5,Volvería a comprar
801,1079225,13000000800,9,Volvería a comprar
802,875075,13000000801,8,Muy conforme con la calidad
803,800927,13000000802,6,Podría mejorar el empaque
804,1045284,13000000803,10,No Comment
805,475973,13000000804,8,Atención muy buena
806,538125,13000000805,7,Tardó un poco más de lo esperado
807,1070700,13000000806,8,Tardó un poco más de lo esperado
808,906123,13000000807,6,Entrega rápida y producto excelente
809,1073279,13000000808,8,Volvería a comprar
810,960357,13000000809,4,Entrega rápida y producto excelente
811,941228,13000000810,7,Atención muy buena
812,1258117,13000000811,2,Podría mejorar el empaque
813,385282,13000000812,0,Atención muy buena
814,1196777,13000000813,2,Entrega rápida y producto excelente
815,458345,13000000814,8,Entrega rápida y producto excelente
816,527471,13000000815,10,No Comment
817,1272402,13000000816,9,Muy conforme con la calidad
818,933622,13000000817,6,Podría mejorar el empaque
819,785763,13000000818,10,Volvería a comprar
820,910131,13000000819,7,Atención muy buena
821,942678,13000000820,8,Muy conforme con la calidad
822,455920,13000000821,8,Todo perfecto
823,818748,13000000822,10,Podría mejorar el empaque
824,872332,13000000823,10,Podría mejorar el empaque
825,1091489,13000000824,7,Entrega rápida y producto excelente
826,700880,13000000825,10,Volvería a comprar
827,638871,13000000826,6,Todo perfecto
828,1278372,13000000827,10,Podría mejorar el empaque
829,1060820,13000000828,8,Volvería a comprar
830,930663,13000000829,8,Volvería a comprar
831,804710,13000000830,9,Atención muy buena
832,1059730,13000000831,8,Atención muy buena
833,378443,13000000832,5,Atención muy buena
834,468140,13000000833,7,Tardó un poco más de lo esperado
835,1284581,13000000834,1,Volvería a comprar
836,925651,13000000835,1,No Comment
837,588368,13000000836,9,Podría mejorar el empaque
838,528629,13000000837,8,Volvería a comprar
839,802721,13000000838,5,Podría mejorar el empaque
840,804259,13000000839,9,Entrega rápida y producto excelente
841,835003,13000000840,8,No Comment
842,1176842,13000000841,7,Atención muy buena
843,749192,13000000842,8,Todo perfecto
844,570523,13000000843,10,Todo perfecto
845,951745,13000000844,5,Muy conforme con la calidad
846,409430,13000000845,8,Podría mejorar el empaque
847,692182,13000000846,9,Podría mejorar el empaque
848,1125930,13000000847,1,Todo perfecto
849,571283,13000000848,6,Todo perfecto
850,1200370,13000000849,10,Volvería a comprar
851,369861,13000000850,8,Muy conforme con la calidad
852,1182697,13000000851,7,Muy conforme con la calidad
853,474599,13000000852,10,Entrega rápida y producto excelente
854,519121,13000000853,7,Entrega rápida y producto excelente
855,1260118,13000000854,1,Muy conforme con la calidad
856,879126,13000000855,8,Entrega rápida y producto excelente
857,1077282,13000000856,8,Muy conforme con la calidad
858,1183150,13000000857,0,Atención muy buena
859,1191487,13000000858,7,Atención muy buena
860,604967,13000000859,7,Podría mejorar el empaque
861,951116,13000000860,5,Entrega rápida y producto excelente
862,713297,13000000861,10,Muy conforme con la calidad
863,1070020,13000000862,9,Entrega rápida y producto excelente
864,449151,13000000863,10,Volvería a comprar
865,1232478,13000000864,6,Muy conforme con la calidad
866,544976,13000000865,8,Tardó un poco más de lo esperado
867,1092238,13000000866,8,Tardó un poco más de lo esperado
868,1065573,13000000867,7,Entrega rápida y producto excelente
869,1027609,13000000868,6,Tardó un poco más de lo esperado
870,997137,13000000869,10,Atención muy buena
871,906050,13000000870,5,Todo perfecto
872,515382,13000000871,9,Muy conforme con la calidad
873,1067116,13000000872,9,Atención muy buena
874,1001913,13000000873,6,Muy conforme con la calidad
875,759537,13000000874,7,Entrega rápida y producto excelente
876,960844,13000000875,8,Volvería a comprar
877,1054879,13000000876,7,Tardó un poco más de lo esperado
878,1040009,13000000877,9,Todo perfecto
879,763311,13000000878,7,Tardó un poco más de lo esperado
880,966462,13000000879,9,No Comment
881,1066966,13000000880,8,Atención muy buena
882,1156273,13000000881,6,No Comment
883,1270121,13000000882,9,Tardó un poco más de lo esperado
884,447564,13000000883,9,Tardó un poco más de lo esperado
885,759744,13000000884,9,Tardó un poco más de lo esperado
886,1137415,13000000885,2,Volvería a comprar
887,1275464,13000000886,6,Atención muy buena
888,1235721,13000000887,10,Tardó un poco más de lo esperado
889,770056,13000000888,10,Tardó un poco más de lo esperado
890,601771,13000000889,4,Atención muy buena
891,482790,13000000890,9,Volvería a comprar
892,1216443,13000000891,6,Entrega rápida y producto excelente
893,871850,13000000892,10,Muy conforme con la calidad
894,644059,13000000893,6,Volvería a comprar
895,482381,13000000894,2,Muy conforme con la calidad
896,1014135,13000000895,7,Podría mejorar el empaque
897,1143336,13000000896,6,Volvería a comprar
898,1071681,13000000897,8,Podría mejorar el empaque
899,717488,13000000898,10,Podría mejorar el empaque
900,478374,13000000899,8,Atención muy buena
901,582846,13000000900,6,Entrega rápida y producto excelente
902,1139376,13000000901,9,Entrega rápida y producto excelente
903,719756,13000000902,8,Podría mejorar el empaque
904,799617,13000000903,1,Atención muy buena
905,1191861,13000000904,3,No Comment
906,944569,13000000905,10,Entrega rápida y producto excelente
907,1015400,13000000906,6,Volvería a comprar
908,1254694,13000000907,8,Tardó un poco más de lo esperado
909,1170734,13000000908,8,Entrega rápida y producto excelente
910,1114328,13000000909,7,Todo perfecto
911,1024460,13000000910,8,Podría mejorar el empaque
912,422628,13000000911,10,Podría mejorar el empaque
913,379121,13000000912,8,Tardó un poco más de lo esperado
914,1065399,13000000913,8,No Comment
915,951141,13000000914,10,Todo perfecto
916,955997,13000000915,8,No Comment
917,709624,13000000916,9,Tardó un poco más de lo esperado
918,1214244,13000000917,6,No Comment
919,530139,13000000918,10,Muy conforme con la calidad
920,861130,13000000919,7,No Comment
921,446449,13000000920,4,No Comment
922,535636,13000000921,4,Volvería a comprar
923,1287053,13000000922,4,No Comment
924,905177,13000000923,7,Tardó un poco más de lo esperado
925,822925,13000000924,4,Muy conforme con la calidad
926,1026051,13000000925,7,Todo perfecto
927,947819,13000000926,7,Muy conforme con la calidad
928,583018,13000000927,9,No Comment
929,863284,13000000928,8,Tardó un poco más de lo esperado
930,662592,13000000929,10,Todo perfecto
931,1052938,13000000930,6,Tardó un poco más de lo esperado
932,1184132,13000000931,9,Entrega rápida y producto excelente
933,676820,13000000932,4,Todo perfecto
934,1289713,13000000933,7,Muy conforme con la calidad
935,743972,13000000934,8,Muy conforme con la calidad
936,892422,13000000935,5,Volvería a comprar
937,1126010,13000000936,9,Tardó un poco más de lo esperado
938,1103656,13000000937,10,Entrega rápida y producto excelente
939,435953,13000000938,7,Atención muy buena
940,956910,13000000939,1,Podría mejorar el empaque
941,1191889,13000000940,4,Volvería a comprar
942,964957,13000000941,7,Entrega rápida y producto excelente
943,990819,13000000942,10,Muy conforme con la calidad
944,598479,13000000943,9,Atención muy buena
945,680352,13000000944,9,Muy conforme con la calidad
946,1103166,13000000945,10,Tardó un poco más de lo esperado
947,811362,13000000946,2,Tardó un poco más de lo esperado
948,1177761,13000000947,9,No Comment
949,656569,13000000948,9,Podría mejorar el empaque
950,669690,13000000949,10,Muy conforme con la calidad
951,645521,13000000950,6,Volvería a comprar
952,470528,13000000951,10,No Comment
953,878228,13000000952,9,No Comment
954,1083786,13000000953,10,Volvería a comprar
955,691336,13000000954,4,Tardó un poco más de lo esperado
956,1075367,13000000955,10,Atención muy buena
957,990872,13000000956,8,Muy conforme con la calidad
958,1046678,13000000957,10,No Comment
959,1070834,13000000958,9,Todo perfecto
960,507497,13000000959,9,Podría mejorar el empaque
961,1087641,13000000960,8,Podría mejorar el empaque
962,444874,13000000961,9,Atención muy buena
963,703048,13000000962,6,No Comment
964,394946,13000000963,8,Entrega rápida y producto excelente
965,1132547,13000000964,9,Muy conforme con la calidad
966,1210481,13000000965,9,No Comment
967,759221,13000000966,3,Todo perfecto
968,444539,13000000967,0,Podría mejorar el empaque
969,424865,13000000968,6,Todo perfecto
970,782723,13000000969,7,Entrega rápida y producto excelente
971,423024,13000000970,8,Volvería a comprar
972,947874,13000000971,10,No Comment
973,1029657,13000000972,10,No Comment
974,1239604,13000000973,8,Todo perfecto
975,916183,13000000974,8,No Comment
976,784612,13000000975,10,Podría mejorar el empaque
977,1033743,13000000976,6,Muy conforme con la calidad
978,765534,13000000977,10,Atención muy buena
979,502037,13000000978,8,Entrega rápida y producto excelente
980,1089074,13000000979,10,Tardó un poco más de lo esperado
981,1242653,13000000980,9,Todo perfecto
982,1044821,13000000981,9,Entrega rápida y producto excelente
983,980451,13000000982,10,Todo perfecto
984,676918,13000000983,9,Atención muy buena
985,579058,13000000984,9,Entrega rápida y producto excelente
986,952430,13000000985,10,Atención muy buena
987,1193875,13000000986,10,Atención muy buena
988,410909,13000000987,2,Atención muy buena
989,1159254,13000000988,5,Entrega rápida y producto excelente
990,967795,13000000989,8,Podría mejorar el empaque
991,572058,13000000990,10,Entrega rápida y producto excelente
992,871913,13000000991,9,Atención muy buena
993,1034491,13000000992,10,No Comment
994,789362,13000000993,9,No Comment
995,823723,13000000994,10,No Comment
996,903481,13000000995,2,Tardó un poco más de lo esperado
997,1172975,13000000996,10,Podría mejorar el empaque
998,1118958,13000000997,10,Tardó un poco más de lo esperado
999,1234188,13000000998,9,Atención muy buena
1000,567257,13000000999,10,Tardó un poco más de lo esperado
1001,1126563,13000001000,5,Entrega rápida y producto excelente
1002,646177,13000001001,9,Muy conforme con la calidad
1003,1138811,13000001002,7,Entrega rápida y producto excelente
1004,992100,13000001003,6,Todo perfecto
1005,622081,13000001004,10,Tardó un poco más de lo esperado
1006,812921,13000001005,8,No Comment
1007,1199063,13000001006,7,Podría mejorar el empaque
1008,885925,13000001007,10,No Comment
1009,542584,13000001008,8,Tardó un poco más de lo esperado
1010,1125317,13000001009,10,Volvería a comprar
1011,624156,13000001010,10,Entrega rápida y producto excelente
1012,807160,13000001011,7,Volvería a comprar
1013,742563,13000001012,2,Muy conforme con la calidad
1014,430007,13000001013,7,Tardó un poco más de lo esperado
1015,538715,13000001014,10,Todo perfecto
1016,725181,13000001015,6,No Comment
1017,788311,13000001016,9,No Comment
1018,537358,13000001017,7,Podría mejorar el empaque
1019,1282749,13000001018,10,Atención muy buena
1020,1097130,13000001019,7,Entrega rápida y producto excelente
1021,909152,13000001020,3,Tardó un poco más de lo esperado
1022,900622,13000001021,1,Volvería a comprar
1023,1286012,13000001022,5,Entrega rápida y producto excelente
1024,670598,13000001023,5,Tardó un poco más de lo esperado
1025,864798,13000001024,9,Entrega rápida y producto excelente
1026,511393,13000001025,8,Podría mejorar el empaque
1027,686916,13000001026,2,Muy conforme con la calidad
1028,1022612,13000001027,8,Tardó un poco más de lo esperado
1029,868137,13000001028,3,Muy conforme con la calidad
1030,1253978,13000001029,7,No Comment
1031,543864,13000001030,3,Entrega rápida y producto excelente
1032,1034279,13000001031,5,Muy conforme con la calidad
1033,544995,13000001032,9,Volvería a comprar
1034,399540,13000001033,9,Podría mejorar el empaque
1035,1121142,13000001034,8,Todo perfecto
1036,575724,13000001035,1,Todo perfecto
1037,609100,13000001036,8,Podría mejorar el empaque
1038,402928,13000001037,7,Podría mejorar el empaque
1039,476401,13000001038,10,Podría mejorar el empaque
1040,945816,13000001039,6,Atención muy buena
1041,431379,13000001040,4,Todo perfecto
1042,520650,13000001041,5,Atención muy buena
1043,1201478,13000001042,8,Atención muy buena
1044,755378,13000001043,9,Todo perfecto
1045,474789,13000001044,9,Muy conforme con la calidad
1046,861232,13000001045,8,No Comment
1047,431590,13000001046,7,Todo perfecto
1048,1285101,13000001047,8,Muy conforme con la calidad
1049,807140,13000001048,1,No Comment
1050,1035578,13000001049,7,Tardó un poco más de lo esperado
1051,977088,13000001050,8,Atención muy buena
1052,1154975,13000001051,7,Volvería a comprar
1053,1223808,13000001052,7,Muy conforme con la calidad
1054,986356,13000001053,1,Volvería a comprar
1055,696263,13000001054,8,No Comment
1056,461962,13000001055,8,Todo perfecto
1057,1165889,13000001056,9,Podría mejorar el empaque
1058,699439,13000001057,9,Tardó un poco más de lo esperado
1059,680809,13000001058,4,No Comment
1060,813998,13000001059,10,Atención muy buena
1061,623678,13000001060,7,Entrega rápida y producto excelente
1062,792523,13000001061,10,Volvería a comprar
1063,431134,13000001062,3,No Comment
1064,439866,13000001063,7,Muy conforme con la calidad
1065,791027,13000001064,6,Volvería a comprar
1066,1208394,13000001065,10,Tardó un poco más de lo esperado
1067,1118738,13000001066,10,Muy conforme con la calidad
1068,1164195,13000001067,6,Atención muy buena
1069,1064918,13000001068,8,Volvería a comprar
1070,874695,13000001069,9,No Comment
1071,1244612,13000001070,7,Muy conforme con la calidad
1072,1211990,13000001071,0,Muy conforme con la calidad
1073,869488,13000001072,7,Muy conforme con la calidad
1074,778969,13000001073,5,Podría mejorar el empaque
1075,1158664,13000001074,10,Entrega rápida y producto excelente
1076,1053331,13000001075,5,Podría mejorar el empaque
1077,1043735,13000001076,8,Podría mejorar el empaque
1078,1153104,13000001077,0,No Comment
1079,955507,13000001078,9,Volvería a comprar
1080,1150548,13000001079,3,Todo perfecto
1081,775860,13000001080,10,Todo perfecto
1082,952848,13000001081,6,Todo perfecto
1083,969212,13000001082,8,Entrega rápida y producto excelente
1084,1218348,13000001083,4,Atención muy buena
1085,1100683,13000001084,4,No Comment
1086,1076216,13000001085,9,Todo perfecto
1087,1103554,13000001086,9,No Comment
1088,655951,13000001087,3,Muy conforme con la calidad
1089,546873,13000001088,2,Entrega rápida y producto excelente
1090,634056,13000001089,9,Podría mejorar el empaque
1091,1029258,13000001090,7,Atención muy buena
1092,831175,13000001091,7,Tardó un poco más de lo esperado
1093,1096882,13000001092,7,No Comment
1094,634606,13000001093,4,Atención muy buena
1095,1160686,13000001094,5,Podría mejorar el empaque
1096,874277,13000001095,9,Entrega rápida y producto excelente
1097,626534,13000001096,5,Todo perfecto
1098,736712,13000001097,9,Todo perfecto
1099,883902,13000001098,2,Entrega rápida y producto excelente
1100,1128412,13000001099,9,Atención muy buena
1101,380229,13000001100,10,Muy conforme con la calidad
1102,699388,13000001101,8,Entrega rápida y producto excelente
1103,1225235,13000001102,5,Muy conforme con la calidad
1104,603768,13000001103,8,Volvería a comprar
1105,779905,13000001104,9,Entrega rápida y producto excelente
1106,844604,13000001105,8,Muy conforme con la calidad
1107,1213286,13000001106,6,Muy conforme con la calidad
1108,1270420,13000001107,7,Entrega rápida y producto excelente
1109,713032,13000001108,7,Atención muy buena
1110,1201594,13000001109,10,Podría mejorar el empaque
1111,664169,13000001110,5,Entrega rápida y producto excelente
1112,687005,13000001111,10,Tardó un poco más de lo esperado
1113,880320,13000001112,9,No Comment
1114,904008,13000001113,6,Todo perfecto
1115,916847,13000001114,7,No Comment
1116,773575,13000001115,6,Atención muy buena
1117,1195810,13000001116,9,Atención muy buena
1118,1093996,13000001117,1,No Comment
1119,710220,13000001118,9,Podría mejorar el empaque
1120,1060893,13000001119,7,Podría mejorar el empaque
1121,658191,13000001120,1,Volvería a comprar
1122,978064,13000001121,7,Volvería a comprar
1123,425690,13000001122,7,Todo perfecto
1124,1149908,13000001123,8,Volvería a comprar
1125,985241,13000001124,8,Entrega rápida y producto excelente
1126,599309,13000001125,3,Entrega rápida y producto excelente
1127,881767,13000001126,3,Podría mejorar el empaque
1128,980423,13000001127,4,Entrega rápida y producto excelente
1129,670644,13000001128,8,No Comment
1130,1128943,13000001129,9,Muy conforme con la calidad
1131,1178751,13000001130,9,Podría mejorar el empaque
1132,1029783,13000001131,8,Atención muy buena
1133,546194,13000001132,8,Entrega rápida y producto excelente
1134,855796,13000001133,9,Todo perfecto
1135,894222,13000001134,9,No Comment
1136,810896,13000001135,8,Tardó un poco más de lo esperado
1137,569802,13000001136,0,No Comment
1138,649776,13000001137,7,Entrega rápida y producto excelente
1139,701510,13000001138,9,Atención muy buena
1140,491353,13000001139,7,Muy conforme con la calidad
1141,445725,13000001140,7,Podría mejorar el empaque
1142,623596,13000001141,8,Podría mejorar el empaque
1143,381183,13000001142,9,Muy conforme con la calidad
1144,1267654,13000001143,2,Entrega rápida y producto excelente
1145,549743,13000001144,10,Todo perfecto
1146,1003947,13000001145,7,Atención muy buena
1147,785328,13000001146,8,No Comment
1148,1234099,13000001147,8,Podría mejorar el empaque
1149,808132,13000001148,7,Tardó un poco más de lo esperado
1150,893400,13000001149,9,Tardó un poco más de lo esperado
1151,364599,13000001150,9,Muy conforme con la calidad
1152,848818,13000001151,9,Podría mejorar el empaque
1153,962561,13000001152,8,Podría mejorar el empaque
1154,488606,13000001153,0,Todo perfecto
1155,526521,13000001154,8,Tardó un poco más de lo esperado
1156,876733,13000001155,8,Todo perfecto
1157,1273253,13000001156,6,Entrega rápida y producto excelente
1158,855527,13000001157,7,Atención muy buena
1159,1185166,13000001158,9,Atención muy buena
1160,1080514,13000001159,10,Muy conforme con la calidad
1161,419587,13000001160,8,Podría mejorar el empaque
1162,1173821,13000001161,1,No Comment
1163,1124685,13000001162,8,Entrega rápida y producto excelente
1164,814232,13000001163,10,Volvería a comprar
1165,512985,13000001164,7,Atención muy buena
1166,705549,13000001165,9,Muy conforme con la calidad
1167,526420,13000001166,4,Volvería a comprar
1168,880788,13000001167,9,Podría mejorar el empaque
1169,557443,13000001168,0,No Comment
1170,525097,13000001169,10,Podría mejorar el empaque
1171,1086453,13000001170,7,Atención muy buena
1172,774149,13000001171,9,No Comment
1173,992939,13000001172,8,Muy conforme con la calidad
1174,1085836,13000001173,5,No Comment
1175,938510,13000001174,8,No Comment
1176,928216,13000001175,9,Tardó un poco más de lo esperado
1177,928620,13000001176,8,No Comment
1178,742880,13000001177,8,Entrega rápida y producto excelente
1179,1252504,13000001178,8,Podría mejorar el empaque
1180,578545,13000001179,9,Todo perfecto
1181,744125,13000001180,10,No Comment
1182,746941,13000001181,6,Atención muy buena
1183,851748,13000001182,9,Todo perfecto
1184,495599,13000001183,10,Muy conforme con la calidad
1185,505964,13000001184,7,Podría mejorar el empaque
1186,980226,13000001185,8,Muy conforme con la calidad
1187,1175486,13000001186,1,No Comment
1188,1034267,13000001187,6,No Comment
1189,1088724,13000001188,8,Volvería a comprar
1190,1070565,13000001189,7,Atención muy buena
1191,835703,13000001190,9,Muy conforme con la calidad
1192,657411,13000001191,5,No Comment
1193,686160,13000001192,9,Muy conforme con la calidad
1194,454914,13000001193,5,Todo perfecto
1195,903064,13000001194,8,Todo perfecto
1196,937613,13000001195,8,No Comment
1197,474757,13000001196,10,Muy conforme con la calidad
1198,582623,13000001197,9,Tardó un poco más de lo esperado
1199,607667,13000001198,1,Podría mejorar el empaque
1200,1084654,13000001199,10,Entrega rápida y producto excelente
1201,700128,13000001200,4,Muy conforme con la calidad
1202,527087,13000001201,4,Volvería a comprar
1203,1047468,13000001202,5,Atención muy buena
1204,961185,13000001203,1,Tardó un poco más de lo esperado
1205,522832,13000001204,7,Podría mejorar el empaque
1206,935928,13000001205,7,Podría mejorar el empaque
1207,739912,13000001206,7,No Comment
1208,453136,13000001207,8,Todo perfecto
1209,896118,13000001208,9,Volvería a comprar
1210,1285141,13000001209,10,Podría mejorar el empaque
1211,439974,13000001210,9,Muy conforme con la calidad
1212,1171990,13000001211,5,Tardó un poco más de lo esperado
1213,408014,13000001212,8,Podría mejorar el empaque
1214,433067,13000001213,0,No Comment
1215,408788,13000001214,10,Entrega rápida y producto excelente
1216,1130636,13000001215,7,Podría mejorar el empaque
1217,496046,13000001216,8,Volvería a comprar
