session_sk,session_id,customer_sk,started_at_sk,ended_at_sk,source_sk,device_sk
15193,11000015192,998,1229071,1229125.0,1,1
15194,11000015193,736,768846,768853.0,3,2
15195,11000015194,876,1228509,1228522.0,2,2
15196,11000015195,-1,606956,606962.0,4,2
15197,11000015196,-1,750614,750661.0,1,2
15198,11000015197,507,464082,464097.0,2,3
15199,11000015198,785,803046,803103.0,4,2
15200,11000015199,761,456351,456366.0,2,2
15201,11000015200,811,737907,737951.0,2,2
15202,11000015201,-1,386780,386795.0,5,1
15203,11000015202,734,1029272,1029300.0,2,2
15204,11000015203,862,822295,822308.0,2,2
15205,11000015204,-1,472948,472997.0,5,1
15206,11000015205,627,772669,772698.0,2,2
15207,11000015206,-1,578244,578271.0,2,2
15208,11000015207,-1,1171106,1171145.0,1,1
15209,11000015208,-1,410725,410739.0,3,1
15210,11000015209,-1,767753,767804.0,4,2
15211,11000015210,859,770959,771005.0,1,1
15212,11000015211,1334,930455,930457.0,2,3
15213,11000015212,615,1152520,1152575.0,2,2
15214,11000015213,-1,1111383,1111440.0,4,2
15215,11000015214,1190,636090,,3,2
15216,11000015215,721,901165,901212.0,3,2
15217,11000015216,1291,1248917,1248934.0,1,2
15218,11000015217,1200,630322,,1,2
15219,11000015218,-1,716187,716221.0,2,1
15220,11000015219,1159,970663,970709.0,4,2
15221,11000015220,-1,403479,403527.0,2,2
15222,11000015221,691,1038957,1039013.0,3,2
15223,11000015222,-1,809072,809091.0,5,2
15224,11000015223,-1,501773,501797.0,2,2
15225,11000015224,442,1053434,1053481.0,4,1
15226,11000015225,1078,526362,526384.0,4,2
15227,11000015226,1220,1062359,1062369.0,4,1
15228,11000015227,-1,1197982,1197983.0,1,2
15229,11000015228,-1,1225120,1225128.0,1,2
15230,11000015229,8,514376,514408.0,1,1
15231,11000015230,133,786064,786116.0,1,2
15232,11000015231,18,1233019,1233057.0,5,2
15233,11000015232,380,357423,357446.0,1,2
15234,11000015233,427,884753,884810.0,1,2
15235,11000015234,-1,1019902,1019961.0,2,2
15236,11000015235,659,1091772,1091815.0,4,2
15237,11000015236,-1,503030,503065.0,4,2
15238,11000015237,735,923775,,1,1
15239,11000015238,173,1216997,1217048.0,1,1
15240,11000015239,-1,464824,464825.0,2,2
15241,11000015240,-1,1009400,1009451.0,3,1
15242,11000015241,564,484561,484586.0,1,1
15243,11000015242,-1,516753,516799.0,2,1
15244,11000015243,-1,1183044,1183075.0,1,1
15245,11000015244,-1,1149716,1149732.0,4,2
15246,11000015245,1474,1192238,1192278.0,2,1
15247,11000015246,1136,902361,902382.0,2,2
15248,11000015247,-1,881098,881152.0,1,1
15249,11000015248,894,432498,432503.0,2,1
15250,11000015249,-1,666627,666676.0,2,2
15251,11000015250,1104,654374,654414.0,2,2
15252,11000015251,1021,595445,595489.0,5,2
15253,11000015252,386,1023508,1023520.0,1,2
15254,11000015253,901,1234692,1234751.0,1,2
15255,11000015254,912,718051,718054.0,2,1
15256,11000015255,274,1105121,1105138.0,3,2
15257,11000015256,-1,838193,838218.0,4,2
15258,11000015257,740,484223,484226.0,1,1
15259,11000015258,1451,366223,366225.0,1,2
15260,11000015259,887,853240,853290.0,1,2
15261,11000015260,-1,556995,557003.0,3,2
15262,11000015261,1172,1091327,1091365.0,3,2
15263,11000015262,931,1112697,1112756.0,2,2
15264,11000015263,158,427571,427615.0,4,2
15265,11000015264,-1,844939,844951.0,4,2
15266,11000015265,99,1092640,1092680.0,1,1
15267,11000015266,459,1172338,1172395.0,2,3
15268,11000015267,-1,730288,730293.0,1,1
15269,11000015268,999,578190,,3,1
15270,11000015269,657,1261403,1261414.0,4,3
15271,11000015270,-1,824519,824548.0,2,1
15272,11000015271,-1,687174,687183.0,4,2
15273,11000015272,575,528465,528466.0,1,2
15274,11000015273,-1,1182040,1182069.0,3,1
15275,11000015274,366,1127558,1127579.0,5,1
15276,11000015275,-1,847510,847557.0,2,3
15277,11000015276,-1,872743,872761.0,4,1
15278,11000015277,372,797599,797611.0,1,2
15279,11000015278,-1,892026,892052.0,4,1
15280,11000015279,-1,370089,370093.0,1,2
15281,11000015280,-1,942396,942428.0,4,2
15282,11000015281,10,639151,639206.0,1,1
15283,11000015282,-1,518190,518250.0,2,2
15284,11000015283,82,861832,861837.0,4,2
15285,11000015284,392,1257848,1257900.0,1,2
15286,11000015285,-1,802751,802759.0,3,2
15287,11000015286,905,1071448,1071452.0,5,3
15288,11000015287,-1,578946,578981.0,2,2
15289,11000015288,1225,981874,981915.0,1,2
15290,11000015289,454,914897,914946.0,2,2
15291,11000015290,-1,551007,551027.0,3,3
15292,11000015291,1337,1064763,1064785.0,5,2
15293,11000015292,-1,998636,998645.0,5,1
15294,11000015293,298,857912,857936.0,2,2
15295,11000015294,214,851555,851588.0,5,2
15296,11000015295,96,565463,,1,1
15297,11000015296,716,1069782,1069806.0,2,1
15298,11000015297,785,1014153,,2,2
15299,11000015298,532,506186,506199.0,1,2
15300,11000015299,-1,705443,705494.0,1,2
15301,11000015300,-1,1138254,1138305.0,1,2
15302,11000015301,-1,1214336,1214393.0,2,3
15303,11000015302,1335,915756,915793.0,5,2
15304,11000015303,340,837503,837557.0,4,2
15305,11000015304,1137,978197,978217.0,1,2
15306,11000015305,-1,1057759,1057793.0,1,2
15307,11000015306,586,513634,513650.0,2,2
15308,11000015307,423,644052,644105.0,2,1
15309,11000015308,-1,669160,669193.0,2,2
15310,11000015309,1184,661192,661202.0,1,2
15311,11000015310,1048,906139,906151.0,3,1
15312,11000015311,725,1069955,1069963.0,3,1
15313,11000015312,1399,746769,746829.0,2,2
15314,11000015313,261,481130,481151.0,2,2
15315,11000015314,183,996758,996802.0,2,2
15316,11000015315,1190,977280,977283.0,1,1
15317,11000015316,228,600464,600493.0,4,2
15318,11000015317,991,490456,490462.0,2,1
15319,11000015318,-1,454336,454358.0,2,2
15320,11000015319,222,402115,402123.0,1,1
15321,11000015320,1410,1219631,1219659.0,1,1
15322,11000015321,1388,898084,,1,2
15323,11000015322,504,1236229,1236289.0,1,2
15324,11000015323,-1,536161,536171.0,1,3
15325,11000015324,88,539687,539732.0,1,2
15326,11000015325,-1,923398,923445.0,1,2
15327,11000015326,39,795475,795518.0,2,2
15328,11000015327,945,457534,,1,2
15329,11000015328,676,622210,622245.0,2,2
15330,11000015329,489,652570,652623.0,2,2
15331,11000015330,-1,764649,764686.0,3,1
15332,11000015331,232,1087448,1087476.0,2,2
15333,11000015332,1422,1101336,,4,2
15334,11000015333,119,1228020,1228060.0,2,3
15335,11000015334,12,1104050,1104060.0,1,2
15336,11000015335,1273,505298,505353.0,4,2
15337,11000015336,836,1243650,1243689.0,5,2
15338,11000015337,80,573415,573430.0,4,2
15339,11000015338,1467,497804,497834.0,4,2
15340,11000015339,813,715624,715642.0,4,2
15341,11000015340,1498,763159,763173.0,4,2
15342,11000015341,128,519448,519455.0,1,2
15343,11000015342,1436,527285,527321.0,4,2
15344,11000015343,891,791581,791622.0,2,2
15345,11000015344,-1,794467,794487.0,5,2
15346,11000015345,296,770701,770714.0,1,2
15347,11000015346,-1,1096142,1096170.0,4,2
15348,11000015347,-1,1176144,1176201.0,1,2
15349,11000015348,-1,579279,579286.0,1,2
15350,11000015349,1303,963245,963298.0,1,2
15351,11000015350,908,593307,593352.0,2,2
15352,11000015351,-1,702445,702473.0,2,2
15353,11000015352,220,804924,804941.0,1,1
15354,11000015353,-1,512936,512954.0,4,2
15355,11000015354,1030,1148520,,1,2
15356,11000015355,-1,944345,944370.0,1,2
15357,11000015356,234,386639,386681.0,2,2
15358,11000015357,407,968222,968236.0,2,2
15359,11000015358,-1,858483,858530.0,4,2
15360,11000015359,1224,762490,762533.0,1,2
15361,11000015360,-1,1092739,1092799.0,1,2
15362,11000015361,1469,831186,,5,2
15363,11000015362,988,1255553,1255592.0,2,2
15364,11000015363,-1,1067885,1067907.0,1,2
15365,11000015364,-1,464142,,1,1
15366,11000015365,794,389683,389722.0,1,3
15367,11000015366,193,1137051,1137083.0,1,2
15368,11000015367,1044,928759,928768.0,2,2
15369,11000015368,481,381767,381826.0,3,2
15370,11000015369,-1,1256235,1256262.0,5,2
15371,11000015370,490,873983,873999.0,1,1
15372,11000015371,730,684981,685035.0,1,1
15373,11000015372,1343,1269131,,5,1
15374,11000015373,-1,875253,875285.0,2,2
15375,11000015374,294,1220924,1220945.0,2,1
15376,11000015375,648,1014995,1015025.0,1,2
15377,11000015376,636,353711,353761.0,2,1
15378,11000015377,-1,698302,698325.0,2,1
15379,11000015378,-1,1029392,1029396.0,1,2
15380,11000015379,499,512553,512561.0,3,1
15381,11000015380,528,576155,576158.0,2,1
15382,11000015381,653,426241,426288.0,4,1
15383,11000015382,755,1136481,1136501.0,1,2
15384,11000015383,1357,455919,455968.0,4,2
15385,11000015384,1108,1006312,1006349.0,2,1
15386,11000015385,-1,637286,,4,2
15387,11000015386,-1,972842,972860.0,2,2
15388,11000015387,212,1211089,1211090.0,2,2
15389,11000015388,36,459171,459218.0,2,1
15390,11000015389,-1,662700,662732.0,1,2
15391,11000015390,-1,737082,737128.0,5,2
15392,11000015391,1095,1172222,1172228.0,1,1
15393,11000015392,1068,965214,965256.0,1,2
15394,11000015393,-1,693318,693354.0,2,2
15395,11000015394,1313,930314,930316.0,2,2
15396,11000015395,1470,838118,838135.0,1,1
15397,11000015396,627,646384,646401.0,2,1
15398,11000015397,1093,928258,928292.0,2,2
15399,11000015398,999,1193689,1193724.0,4,2
15400,11000015399,-1,575843,575850.0,1,1
15401,11000015400,-1,1009672,1009674.0,1,1
15402,11000015401,1115,1016576,1016631.0,4,1
15403,11000015402,424,736130,736165.0,1,2
15404,11000015403,1353,1217656,1217667.0,3,1
15405,11000015404,691,577280,577305.0,4,2
15406,11000015405,-1,582246,582251.0,4,2
15407,11000015406,-1,472396,472399.0,1,2
15408,11000015407,-1,495413,495429.0,4,2
15409,11000015408,-1,623011,623023.0,2,2
15410,11000015409,463,381225,381274.0,2,2
15411,11000015410,1160,904326,904335.0,1,2
15412,11000015411,1260,409500,,2,1
15413,11000015412,1151,756996,757037.0,2,2
15414,11000015413,888,357300,357338.0,1,1
15415,11000015414,1453,615608,615659.0,5,2
15416,11000015415,346,385076,385084.0,3,1
15417,11000015416,965,1004185,1004206.0,1,2
15418,11000015417,128,1053132,1053180.0,1,2
15419,11000015418,643,692417,692429.0,3,1
15420,11000015419,6,1244567,1244616.0,5,2
15421,11000015420,-1,940920,940935.0,1,2
15422,11000015421,-1,419519,419575.0,3,2
15423,11000015422,627,1225407,1225421.0,2,2
15424,11000015423,1219,630272,,4,2
15425,11000015424,-1,1054749,1054755.0,5,2
15426,11000015425,-1,1122533,1122544.0,1,3
15427,11000015426,-1,449765,449766.0,3,1
15428,11000015427,-1,376229,376275.0,4,2
15429,11000015428,209,1202077,1202117.0,3,2
15430,11000015429,806,395803,395821.0,1,1
15431,11000015430,65,387644,387693.0,2,2
15432,11000015431,-1,482977,482997.0,1,2
15433,11000015432,281,845143,845191.0,4,2
15434,11000015433,-1,634494,634546.0,1,1
15435,11000015434,1418,627238,627268.0,2,2
15436,11000015435,305,680504,680545.0,2,3
15437,11000015436,-1,445932,445957.0,4,2
15438,11000015437,146,432467,432525.0,1,1
15439,11000015438,139,594301,,1,2
15440,11000015439,276,653954,653974.0,1,2
15441,11000015440,1394,574399,574418.0,2,1
15442,11000015441,1374,816759,816774.0,5,2
15443,11000015442,-1,471446,471488.0,2,2
15444,11000015443,49,1023384,1023437.0,2,2
15445,11000015444,-1,789243,789270.0,1,1
15446,11000015445,1242,1125889,1125949.0,3,1
15447,11000015446,228,657106,657155.0,3,2
15448,11000015447,340,442261,442275.0,2,2
15449,11000015448,671,750220,750225.0,2,2
15450,11000015449,-1,402284,402285.0,1,2
15451,11000015450,1288,387871,387884.0,1,2
15452,11000015451,702,1081830,1081857.0,4,3
15453,11000015452,1088,360802,360803.0,4,2
15454,11000015453,25,464263,464273.0,2,2
15455,11000015454,962,927555,927573.0,1,1
15456,11000015455,-1,619619,619653.0,2,2
15457,11000015456,-1,1049963,1049986.0,5,1
15458,11000015457,-1,613556,613614.0,2,2
15459,11000015458,1242,937656,937707.0,1,2
15460,11000015459,855,1142701,,4,2
15461,11000015460,-1,752757,752758.0,2,2
15462,11000015461,1120,1247141,1247153.0,5,2
15463,11000015462,545,758188,758192.0,4,2
15464,11000015463,1344,984198,,4,2
15465,11000015464,356,542470,542509.0,2,2
15466,11000015465,616,1133384,1133440.0,2,2
15467,11000015466,-1,946571,946631.0,1,1
15468,11000015467,809,983439,983494.0,4,1
15469,11000015468,-1,1157543,1157585.0,3,2
15470,11000015469,809,1114864,1114872.0,1,2
15471,11000015470,168,915080,,5,2
15472,11000015471,528,1243093,1243151.0,4,2
15473,11000015472,698,796756,796767.0,2,2
15474,11000015473,776,684524,684547.0,2,1
15475,11000015474,779,1184237,1184257.0,5,2
15476,11000015475,-1,525673,525721.0,2,2
15477,11000015476,-1,960207,960265.0,2,1
15478,11000015477,-1,1227293,1227349.0,2,1
15479,11000015478,878,694918,694964.0,1,3
15480,11000015479,-1,457778,457804.0,2,1
15481,11000015480,1250,853445,853489.0,1,3
15482,11000015481,728,1074409,1074413.0,2,1
15483,11000015482,451,660530,660561.0,4,2
15484,11000015483,955,920983,921041.0,3,2
15485,11000015484,1144,519592,519646.0,2,2
15486,11000015485,-1,763864,763868.0,2,1
15487,11000015486,1124,679979,679997.0,2,2
15488,11000015487,754,375993,376053.0,3,1
15489,11000015488,844,982375,982404.0,3,1
15490,11000015489,1407,1206791,1206805.0,1,2
15491,11000015490,-1,533527,533559.0,2,1
15492,11000015491,360,783357,783365.0,1,1
15493,11000015492,1400,838486,838517.0,2,2
15494,11000015493,593,738512,738564.0,5,2
15495,11000015494,419,474790,474793.0,2,1
15496,11000015495,-1,1190174,1190223.0,1,3
15497,11000015496,-1,1251861,1251880.0,3,1
15498,11000015497,-1,1155062,1155086.0,1,1
15499,11000015498,832,726064,726092.0,2,2
15500,11000015499,-1,806826,806852.0,2,2
15501,11000015500,1230,766361,766368.0,2,2
15502,11000015501,1315,962370,962392.0,5,2
15503,11000015502,-1,1253069,1253105.0,2,2
15504,11000015503,-1,376454,376460.0,2,1
15505,11000015504,388,801902,801922.0,1,2
15506,11000015505,-1,436626,436631.0,2,1
15507,11000015506,320,438879,438893.0,3,1
15508,11000015507,521,1131906,1131914.0,4,2
15509,11000015508,539,695475,695528.0,4,2
15510,11000015509,-1,1246577,1246617.0,2,2
15511,11000015510,538,870996,871006.0,1,2
15512,11000015511,440,657299,657346.0,1,2
15513,11000015512,1440,564482,564515.0,1,2
15514,11000015513,-1,364592,364633.0,2,1
15515,11000015514,1040,718557,718594.0,5,1
15516,11000015515,-1,815163,815212.0,2,2
15517,11000015516,333,544081,544122.0,4,2
15518,11000015517,-1,437690,,2,2
15519,11000015518,-1,759122,759169.0,2,2
15520,11000015519,194,685076,685123.0,1,2
15521,11000015520,1137,1248816,1248864.0,4,2
15522,11000015521,930,550351,550376.0,1,1
15523,11000015522,1442,393088,393131.0,3,2
15524,11000015523,1198,846413,846418.0,2,1
15525,11000015524,-1,365482,365531.0,1,2
15526,11000015525,54,1060970,1060976.0,4,1
15527,11000015526,435,1016367,1016398.0,1,2
15528,11000015527,-1,577140,577178.0,1,2
15529,11000015528,-1,849310,849334.0,1,2
15530,11000015529,-1,1134085,1134123.0,5,1
15531,11000015530,317,993370,993396.0,3,1
15532,11000015531,615,772481,772536.0,1,2
15533,11000015532,-1,624587,624641.0,2,2
15534,11000015533,-1,756326,756360.0,1,3
15535,11000015534,963,1013866,1013913.0,1,2
15536,11000015535,-1,1080188,1080244.0,5,1
15537,11000015536,-1,627198,627232.0,3,2
15538,11000015537,1420,365809,365820.0,1,2
15539,11000015538,1342,1135330,1135343.0,5,2
15540,11000015539,-1,1202947,1202989.0,5,2
15541,11000015540,632,1250444,1250485.0,3,1
15542,11000015541,-1,1136030,1136042.0,1,2
15543,11000015542,609,1207556,1207584.0,4,2
15544,11000015543,460,875225,875236.0,1,2
15545,11000015544,-1,738400,738449.0,1,2
15546,11000015545,47,681975,682002.0,5,3
15547,11000015546,329,567773,567775.0,1,2
15548,11000015547,-1,469014,469036.0,2,2
15549,11000015548,67,1002542,1002547.0,3,1
15550,11000015549,826,516543,516569.0,4,2
15551,11000015550,297,479332,479334.0,2,2
15552,11000015551,-1,1173904,1173953.0,3,2
15553,11000015552,-1,869458,869511.0,5,1
15554,11000015553,628,1229735,1229756.0,4,2
15555,11000015554,478,1143369,1143395.0,3,2
15556,11000015555,682,586886,586891.0,1,2
15557,11000015556,738,1099810,1099869.0,2,2
15558,11000015557,1068,527335,527338.0,5,2
15559,11000015558,-1,1020760,1020787.0,5,2
15560,11000015559,1351,899443,899446.0,1,1
15561,11000015560,310,365033,365075.0,2,2
15562,11000015561,-1,1077759,1077790.0,2,1
15563,11000015562,86,961190,961239.0,1,1
15564,11000015563,-1,419948,419979.0,2,2
15565,11000015564,908,385633,385646.0,4,2
15566,11000015565,1101,970857,970896.0,2,2
15567,11000015566,282,1009817,1009843.0,1,1
15568,11000015567,126,914798,914825.0,4,2
15569,11000015568,633,709677,709718.0,4,1
15570,11000015569,-1,922093,922103.0,1,2
15571,11000015570,1329,1263500,1263554.0,2,2
15572,11000015571,-1,693559,693585.0,4,1
15573,11000015572,-1,943377,943398.0,1,1
15574,11000015573,-1,570543,570579.0,1,2
15575,11000015574,-1,1045744,1045789.0,3,3
15576,11000015575,1363,428816,428871.0,1,1
15577,11000015576,-1,1159101,1159114.0,3,2
15578,11000015577,690,1073521,1073539.0,1,1
15579,11000015578,1140,897428,897441.0,3,2
15580,11000015579,482,598311,598330.0,1,2
15581,11000015580,1307,607806,607842.0,4,2
15582,11000015581,45,581313,581325.0,3,2
15583,11000015582,-1,1045761,1045771.0,5,2
15584,11000015583,1366,668623,668671.0,2,1
15585,11000015584,679,391247,,1,2
15586,11000015585,1176,528328,528382.0,4,1
15587,11000015586,1308,989545,989591.0,2,2
15588,11000015587,-1,727038,727064.0,4,2
15589,11000015588,952,1255854,1255883.0,1,2
15590,11000015589,1084,601470,601487.0,3,1
15591,11000015590,679,1040397,1040453.0,3,2
15592,11000015591,770,1125503,1125515.0,1,2
15593,11000015592,-1,653155,653169.0,1,2
15594,11000015593,682,726414,726419.0,5,2
15595,11000015594,434,742896,742918.0,3,2
15596,11000015595,40,1265481,1265534.0,4,1
15597,11000015596,318,804013,804042.0,1,1
15598,11000015597,183,592051,592088.0,4,2
15599,11000015598,-1,1198891,1198943.0,4,2
15600,11000015599,163,967517,967529.0,1,2
15601,11000015600,291,898255,898295.0,4,2
15602,11000015601,512,1211358,1211371.0,2,1
15603,11000015602,1079,592209,592232.0,2,1
15604,11000015603,1188,395217,395244.0,5,1
15605,11000015604,-1,357749,357778.0,4,3
15606,11000015605,251,590421,590466.0,4,1
15607,11000015606,91,509096,509107.0,2,2
15608,11000015607,-1,846929,846952.0,3,2
15609,11000015608,285,504464,,2,2
15610,11000015609,-1,452301,,5,2
15611,11000015610,-1,477124,477156.0,2,1
15612,11000015611,108,925494,925541.0,2,1
15613,11000015612,136,521254,521277.0,2,1
15614,11000015613,-1,486065,486111.0,4,2
15615,11000015614,630,1242459,1242505.0,1,2
15616,11000015615,813,588687,588720.0,3,1
15617,11000015616,958,758221,758266.0,5,2
15618,11000015617,691,431917,431973.0,1,2
15619,11000015618,972,471300,471344.0,1,2
15620,11000015619,-1,976476,976518.0,2,2
15621,11000015620,-1,375641,375646.0,2,2
15622,11000015621,-1,527189,527204.0,4,2
15623,11000015622,565,1243857,1243870.0,2,1
15624,11000015623,341,810850,810861.0,2,2
15625,11000015624,781,880879,880922.0,1,2
15626,11000015625,1135,1031677,1031736.0,1,1
15627,11000015626,-1,660499,660530.0,4,2
15628,11000015627,-1,947914,947936.0,5,2
15629,11000015628,-1,1036729,1036754.0,5,1
15630,11000015629,1464,1024911,1024944.0,2,2
15631,11000015630,847,974497,974544.0,2,2
15632,11000015631,1248,369930,369990.0,1,2
15633,11000015632,696,534441,534455.0,2,1
15634,11000015633,100,374109,374145.0,4,2
15635,11000015634,934,830192,830240.0,5,3
15636,11000015635,-1,929685,929719.0,2,2
15637,11000015636,1435,1032638,1032645.0,2,2
15638,11000015637,-1,900097,900150.0,4,2
15639,11000015638,266,883910,883947.0,2,1
15640,11000015639,1379,855421,855461.0,4,2
15641,11000015640,1240,607599,607652.0,4,2
15642,11000015641,827,1214023,1214047.0,5,3
15643,11000015642,1034,1257289,1257296.0,1,1
15644,11000015643,198,768763,768788.0,1,1
15645,11000015644,-1,510385,510425.0,2,2
15646,11000015645,655,1031539,1031569.0,2,2
15647,11000015646,1458,640432,640480.0,3,2
15648,11000015647,801,950100,950112.0,2,2
15649,11000015648,597,561771,561825.0,5,3
15650,11000015649,842,681854,681881.0,5,2
15651,11000015650,811,526841,526869.0,1,1
15652,11000015651,1486,699838,699879.0,2,1
15653,11000015652,786,630960,630998.0,1,2
15654,11000015653,302,999113,999157.0,4,2
15655,11000015654,251,369613,369667.0,3,1
15656,11000015655,-1,1265103,1265105.0,1,1
15657,11000015656,71,837221,837233.0,2,2
15658,11000015657,-1,1126513,1126534.0,1,2
15659,11000015658,1291,1035291,1035306.0,1,2
15660,11000015659,1104,553980,554035.0,2,2
15661,11000015660,-1,1081618,1081660.0,1,2
15662,11000015661,-1,744226,744235.0,1,2
15663,11000015662,207,491912,491928.0,2,2
15664,11000015663,997,660529,660537.0,2,2
15665,11000015664,384,1153904,1153931.0,2,2
15666,11000015665,740,1073086,1073146.0,3,1
15667,11000015666,-1,969212,969248.0,2,2
15668,11000015667,1193,770028,770053.0,2,2
15669,11000015668,907,903956,903976.0,1,2
15670,11000015669,830,828935,828949.0,2,2
15671,11000015670,-1,728806,728838.0,2,2
15672,11000015671,57,401639,401641.0,1,2
15673,11000015672,-1,1174715,1174717.0,2,2
15674,11000015673,1236,896668,896698.0,2,2
15675,11000015674,662,1183158,1183186.0,1,2
15676,11000015675,-1,1191986,1191997.0,2,2
15677,11000015676,-1,366397,366421.0,2,2
15678,11000015677,13,472620,472665.0,1,2
15679,11000015678,1104,1195898,1195907.0,1,2
15680,11000015679,95,935823,,2,1
15681,11000015680,-1,548064,548102.0,1,1
15682,11000015681,617,825187,825219.0,5,2
15683,11000015682,687,1030239,1030287.0,2,2
15684,11000015683,702,1176975,1177003.0,2,2
15685,11000015684,1074,1064763,1064800.0,4,3
15686,11000015685,856,974007,974052.0,2,2
15687,11000015686,956,1239340,1239349.0,5,1
15688,11000015687,869,525546,,3,1
15689,11000015688,921,488736,488754.0,2,1
15690,11000015689,1218,467259,467280.0,2,1
15691,11000015690,1151,1053436,1053443.0,2,1
15692,11000015691,1329,552931,552970.0,2,1
15693,11000015692,-1,841224,841235.0,3,1
15694,11000015693,-1,446340,,3,2
15695,11000015694,-1,747668,,2,2
15696,11000015695,482,921606,921665.0,1,1
15697,11000015696,38,851141,851189.0,2,1
15698,11000015697,-1,1249992,1249993.0,1,1
15699,11000015698,1283,405490,405531.0,1,1
15700,11000015699,-1,365706,365753.0,3,1
15701,11000015700,-1,923949,923952.0,1,2
15702,11000015701,-1,652926,652951.0,2,2
15703,11000015702,771,847991,848003.0,2,1
15704,11000015703,489,1165127,1165172.0,1,2
15705,11000015704,-1,947827,947873.0,1,1
15706,11000015705,-1,393988,394033.0,2,3
15707,11000015706,647,1042534,1042536.0,1,2
15708,11000015707,1368,799878,799902.0,1,2
15709,11000015708,222,744810,744823.0,5,1
15710,11000015709,833,1146296,1146307.0,5,1
15711,11000015710,1083,593666,593708.0,1,2
15712,11000015711,1246,616209,616264.0,4,3
15713,11000015712,502,1170231,1170251.0,3,2
15714,11000015713,831,857710,857759.0,1,1
15715,11000015714,-1,768530,768580.0,2,2
15716,11000015715,1148,940123,940174.0,2,2
15717,11000015716,1465,1118854,1118907.0,1,3
15718,11000015717,113,796684,796735.0,1,1
15719,11000015718,-1,590498,590529.0,4,1
15720,11000015719,-1,984938,984966.0,1,2
15721,11000015720,-1,692991,,1,2
15722,11000015721,909,985998,,4,3
15723,11000015722,776,508903,508935.0,3,2
15724,11000015723,513,473461,473467.0,3,2
15725,11000015724,192,456727,456746.0,1,2
15726,11000015725,-1,389827,389838.0,1,1
15727,11000015726,1225,377880,377899.0,3,2
15728,11000015727,725,583286,583322.0,1,3
15729,11000015728,39,1071532,1071565.0,2,2
15730,11000015729,196,1172132,1172165.0,2,2
15731,11000015730,-1,452357,452372.0,2,1
15732,11000015731,1376,944777,944789.0,2,2
15733,11000015732,519,763660,763697.0,2,2
15734,11000015733,981,671104,671146.0,2,2
15735,11000015734,-1,611073,611092.0,2,2
15736,11000015735,758,395929,395982.0,2,1
15737,11000015736,1082,495313,495372.0,2,1
15738,11000015737,-1,1188823,1188874.0,1,2
15739,11000015738,1294,991639,991689.0,4,2
15740,11000015739,983,557021,557070.0,2,2
15741,11000015740,757,1140065,1140103.0,1,2
15742,11000015741,513,372246,372276.0,1,2
15743,11000015742,-1,851952,851988.0,2,1
15744,11000015743,162,618991,619044.0,4,2
15745,11000015744,71,1090218,1090262.0,1,2
15746,11000015745,-1,506067,506112.0,1,1
15747,11000015746,-1,1158014,1158064.0,5,1
15748,11000015747,131,1171984,1172044.0,2,2
15749,11000015748,-1,464889,464892.0,3,2
15750,11000015749,-1,1133375,,2,2
15751,11000015750,-1,1142123,1142152.0,2,2
15752,11000015751,1027,829600,829638.0,4,2
15753,11000015752,-1,968535,968592.0,5,2
15754,11000015753,-1,394580,394623.0,1,2
15755,11000015754,976,1098979,1098992.0,1,2
15756,11000015755,597,734395,734447.0,1,2
15757,11000015756,351,1235071,1235123.0,2,1
15758,11000015757,924,758133,758183.0,4,2
15759,11000015758,1056,1125629,1125646.0,1,1
15760,11000015759,-1,1169887,1169910.0,1,1
15761,11000015760,-1,858621,858665.0,4,2
15762,11000015761,1090,1123649,1123690.0,4,2
15763,11000015762,1039,525786,525813.0,2,1
15764,11000015763,84,558441,558462.0,2,1
15765,11000015764,-1,728010,728023.0,1,1
15766,11000015765,941,1106528,1106553.0,3,2
15767,11000015766,727,367455,367501.0,2,2
15768,11000015767,241,999609,999638.0,1,2
15769,11000015768,449,932409,932431.0,1,2
15770,11000015769,-1,513886,513917.0,2,2
15771,11000015770,912,637049,637068.0,2,2
15772,11000015771,1432,910157,910171.0,1,2
15773,11000015772,532,897898,897900.0,1,2
15774,11000015773,1043,382581,382629.0,2,2
15775,11000015774,178,944588,944639.0,3,1
15776,11000015775,-1,757717,757758.0,1,2
15777,11000015776,818,858860,858867.0,3,1
15778,11000015777,-1,883280,883317.0,1,2
15779,11000015778,178,549876,549887.0,2,2
15780,11000015779,597,558689,558696.0,4,1
15781,11000015780,-1,387550,387565.0,5,1
15782,11000015781,1169,394491,394507.0,5,3
15783,11000015782,1034,824695,824708.0,4,2
15784,11000015783,-1,407673,,4,2
15785,11000015784,-1,945870,945897.0,2,2
15786,11000015785,353,519067,519094.0,5,2
15787,11000015786,-1,925104,925125.0,2,2
15788,11000015787,594,825899,825945.0,4,2
15789,11000015788,213,687947,,1,2
15790,11000015789,1218,577101,577158.0,4,2
15791,11000015790,-1,488368,488420.0,2,1
15792,11000015791,1363,713503,713554.0,2,2
15793,11000015792,-1,840670,840710.0,3,2
15794,11000015793,608,701411,701439.0,3,1
15795,11000015794,534,1117608,1117659.0,2,2
15796,11000015795,289,649356,649409.0,2,2
15797,11000015796,816,1261976,1261978.0,3,2
15798,11000015797,762,634633,634667.0,2,2
15799,11000015798,981,997996,998034.0,1,2
15800,11000015799,-1,1216521,1216579.0,2,1
15801,11000015800,-1,673712,673772.0,1,3
15802,11000015801,-1,475117,475140.0,2,1
